commonID,lat,long,samplingProgram,secchiDepth,maxDepth,yearSample,DOC,TDP,scaled_yearSample,scaled_secchi,scaled_maxDepth
Whitefish_1,48.00938,-84.47039,BsM,2.1,55,2017,8,7.099,16.9328125,-1.452297247,25.44151042
Abitibi_1,48.65805,-79.84475,BsM,0.5,15.3,2016,11.5,43.2,15.9328125,-3.052297247,-14.25848958
Borden_1,47.82327,-83.29694,BsM,2.4,45.8,2015,5.599,7.2,14.9328125,-1.152297247,16.24151042
Brunswick_1,48.98722,-83.38942,BsM,2.1,12.2,2016,13.5,12,15.9328125,-1.452297247,-17.35848958
Carty_1,48.16538,-82.70049,BsM,2,16,2014,15.1,11.199,13.9328125,-1.552297247,-13.55848958
Denyes_1,47.84019,-82.78009,BsM,2.2,12.2,2016,11,11.199,15.9328125,-1.352297247,-17.35848958
Dumbell_1,47.87667,-81.08547,BsM,2.3,10,2013,8.5,12.9,12.9328125,-1.252297247,-19.55848958
Fortune_1,48.6048,-81.89708,BsM,3,17.4,2017,4.799,7.099,16.9328125,-0.552297247,-12.15848958
Frederick House_1,48.66063,-80.93786,BsM,0.8,17.4,2015,10.9,26.3,14.9328125,-2.752297247,-12.15848958
Guilfoyle_1,49.75797,-82.36108,BsM,2.1,8,2015,8.9,10.8,14.9328125,-1.452297247,-21.55848958
Hardiman_1,47.97112,-82.14951,BsM,3.1,12,2016,6,8,15.9328125,-0.452297247,-17.55848958
Harris_1,49.59089,-80.82037,BsM,1.5,6.1,2016,14.9,12.3,15.9328125,-2.052297247,-23.45848958
Horwood_1,47.96766,-82.32184,BsM,3.1,50.7,2013,10.199,10.699,12.9328125,-0.452297247,21.14151042
Humestone_1,49.41618,-80.71877,BsM,1.5,3.7,2015,16.699,11.8,14.9328125,-2.052297247,-25.85848958
Ivanhoe_1,48.08286,-82.62678,BsM,2,24,2014,10.4,12.1,13.9328125,-1.552297247,-5.558489583
Kapiskong_1,47.97534,-81.3826,BsM,2,12.2,2016,8.699,10.8,15.9328125,-1.552297247,-17.35848958
Kapuskasing_1,48.4837,-82.94457,BsM,1.8,11,2015,12.699,12.9,14.9328125,-1.752297247,-18.55848958
Katagi_1,47.90867,-81.96916,BsM,1.6,18,2015,13.199,10.1,14.9328125,-1.952297247,-11.55848958
Kenogamissi_1,48.24057,-81.52985,BsM,1.6,26.2,2013,11.199,11,12.9328125,-1.952297247,-3.358489583
Kesagami_1,50.32589,-80.24009,BsM,1.1,7.5,2017,13.1,9.099,16.9328125,-2.452297247,-22.05848958
Larder_1,48.08541,-79.64223,BsM,3,33.5,2014,5.599,8.4,13.9328125,-0.552297247,3.941510417
Lawagamau_1,49.83328,-80.07989,BsM,1.5,6,2015,13.5,8.4,14.9328125,-2.052297247,-23.55848958
Little Abitibi_1,49.4068,-80.54886,BsM,1,14,2017,13.6,11.1,16.9328125,-2.552297247,-15.55848958
Little Kesagami_1,49.74674,-80.27486,BsM,2.4,18,2015,8.3,10.1,14.9328125,-1.152297247,-11.55848958
Lower Minnipuka_1,48.8965,-83.79523,BsM,2,5.8,2015,10.199,7.599,14.9328125,-1.552297247,-23.75848958
Makami_1,47.73095,-81.84357,BsM,1.8,14,2015,8.4,7.799,14.9328125,-1.752297247,-15.55848958
Mattagami_1,47.82548,-81.54069,BsM,1.9,75,2017,9.9,8.5,16.9328125,-1.652297247,45.44151042
Mesomikenda_1,47.64812,-81.87872,BsM,2,71.4,2015,7.799,5.9,14.9328125,-1.552297247,41.84151042
Mistinikon_1,47.96607,-80.73921,BsM,3,36.6,2014,9.199,9,13.9328125,-0.552297247,7.041510417
Montreuil_1,49.55267,-80.79031,BsM,1.5,22,2015,14.4,11.3,14.9328125,-2.052297247,-7.558489583
Nemegosenda_1,48.0062,-83.11013,BsM,3.4,93,2015,9.8,6.099,14.9328125,-0.152297247,63.44151042
Night Hawk_1,48.45682,-80.98027,BsM,0.8,4.6,2015,11.6,23.199,14.9328125,-2.752297247,-24.95848958
Oke_1,48.9373,-81.87845,BsM,1,2,2017,20.6,15.699,16.9328125,-2.552297247,-27.55848958
Opasatika_1,49.06794,-83.13713,BsM,2.3,9.1,2016,12.199,13.1,15.9328125,-1.252297247,-20.45848958
Pearce_1,49.65181,-82.35069,BsM,1.5,1,2016,14.4,11.6,15.9328125,-2.052297247,-28.55848958
Pickerel_1,48.8523,-81.04454,BsM,1.7,13,2017,12.4,15.9,16.9328125,-1.852297247,-16.55848958
Pierre_1,49.50777,-80.71202,BsM,1.7,21,2016,12.699,11.8,15.9328125,-1.852297247,-8.558489583
Radisson_1,48.21258,-80.75526,BsM,4,51.8,2014,5.799,5.7,13.9328125,0.447702753,22.24151042
Raven_1,48.05196,-79.55023,BsM,2.4,46.9,2015,7.9,10,14.9328125,-1.152297247,17.34151042
Remi_1,49.42346,-82.17586,BsM,2.2,15,2017,7.7,11.3,16.9328125,-1.352297247,-14.55848958
Return_1,48.98952,-81.77873,BsM,1.9,28,2017,12.6,10.699,16.9328125,-1.652297247,-1.558489583
Rice_1,47.70129,-82.1231,BsM,2,11.5,2014,10.3,12.699,13.9328125,-1.552297247,-18.05848958
Rollo_1,47.88286,-82.64873,BsM,6.5,53,2014,7.4,5.4,13.9328125,2.947702753,23.44151042
Round_1,48.01448,-80.0419,BsM,1,36,2014,8.8,31.699,13.9328125,-2.552297247,6.441510417
Rush_1,47.79333,-82.19307,BsM,1.6,36,2017,10.4,9.199,16.9328125,-1.952297247,6.441510417
Shillington_1,47.76767,-80.64678,BsM,1.5,34.7,2015,7.299,9.3,14.9328125,-2.052297247,5.141510417
Snare_1,49.40549,-80.10818,BsM,1.4,3,2016,12.6,11.9,15.9328125,-2.152297247,-26.55848958
St. Anthony_1,47.96541,-79.71119,BsM,2,30.5,2014,6.4,8.599,13.9328125,-1.552297247,0.941510417
Stringer_1,50.18024,-80.87746,BsM,1,2,2017,12.199,9.3,16.9328125,-2.552297247,-27.55848958
Wasicho_1,49.43254,-80.1837,BsM,1.7,1.4,2015,11.6,7.7,14.9328125,-1.852297247,-28.15848958
Watabeag_1,48.24705,-80.55577,BsM,2.1,36.6,2015,6.4,13.3,14.9328125,-1.452297247,7.041510417
Achigan_1,46.91679,-84.19601,BsM,3.9,44.2,2013,3.799,4.299,12.9328125,0.347702753,14.64151042
Adelaide_1,47.05965,-84.31112,BsM,5.5,47.2,2015,2.6,4.099,14.9328125,1.947702753,17.64151042
Agnew_1,46.36526,-81.75464,BsM,2.5,39.6,2014,8.3,8.5,13.9328125,-1.052297247,10.04151042
Anvil_1,47.07089,-83.51018,BsM,5.4,18.3,2013,5.4,4.099,12.9328125,1.847702753,-11.25848958
Astonish_1,46.56531,-82.85482,BsM,5.9,15.6,2013,4.5,2.899,12.9328125,2.347702753,-13.95848958
Aubrey_1,46.90546,-83.18616,BsM,1.8,23,2017,9.3,8.5,16.9328125,-1.752297247,-6.558489583
Bark_1,46.91066,-82.46795,BsM,4.5,29.3,2015,6.4,6.599,14.9328125,0.947702753,-0.258489583
Bay_1,46.42728,-82.9196,BsM,10,48.8,2016,1.399,2.899,15.9328125,6.447702753,19.24151042
Beak_1,47.21363,-83.14591,BsM,3.5,23,2014,6.099,6.299,13.9328125,-0.052297247,-6.558489583
Bear_1,46.18806,-81.44897,BsM,4.7,54,2017,2.799,7.299,16.9328125,1.147702753,24.44151042
Big Moon_1,46.41782,-82.87769,BsM,3.7,41.8,2014,3.2,4.099,13.9328125,0.147702753,12.24151042
Biscotasi_1,47.29951,-82.08179,BsM,1.9,24,2017,9.4,9,16.9328125,-1.652297247,-5.558489583
Boumage_1,46.87978,-82.42729,BsM,3.2,16,2015,5.2,3.7,14.9328125,-0.352297247,-13.55848958
Callahan_1,47.5234,-84.51967,BsM,3.9,6,2015,5,5.4,14.9328125,0.347702753,-23.55848958
Carmen_1,47.48696,-80.58688,BsM,3.3,11,2014,5.2,6,13.9328125,-0.252297247,-18.55848958
Cataract_1,46.25956,-83.00214,BsM,3.5,4.9,2015,2.799,5,14.9328125,-0.052297247,-24.65848958
Chiblow_1,46.3472,-83.05073,BsM,5.9,66.9,2013,2.7,2.399,12.9328125,2.347702753,37.34151042
Chrysler_1,47.47118,-81.10758,BsM,3.5,27.5,2015,1.8,10.699,14.9328125,-0.052297247,-2.058489583
Cummings_1,46.472,-83.35656,BsM,3.8,39,2017,3,3.6,16.9328125,0.247702753,9.441510417
Deschamp_1,46.57699,-82.43105,BsM,2.6,7.5,2015,5.799,12,14.9328125,-0.952297247,-22.05848958
Devils_1,46.77811,-83.94464,BsM,4,42.1,2015,3.799,4.2,14.9328125,0.447702753,12.54151042
Dick_1,47.10866,-84.358,BsM,3.6,27.4,2013,5.2,4.5,12.9328125,0.047702753,-2.158489583
Duval_1,46.72117,-83.05211,BsM,3.8,21.4,2016,4.7,4.699,15.9328125,0.247702753,-8.158489583
Duval_1,46.72117,-83.05211,BsM,3.2,21.4,2015,5.4,4.099,14.9328125,-0.352297247,-8.158489583
Ear_1,47.82228,-84.68512,BsM,4.1,27.5,2015,5.4,5.599,14.9328125,0.547702753,-2.058489583
Flame_1,47.28889,-83.17746,BsM,1.8,9,2015,6.299,6.599,14.9328125,-1.752297247,-20.55848958
Gamitagama_1,47.65757,-84.76551,BsM,6.9,27.5,2013,2.799,4.2,12.9328125,3.347702753,-2.058489583
Garden_1,46.76463,-83.70654,BsM,3.1,22.9,2014,7.7,6.5,13.9328125,-0.452297247,-6.658489583
Gavor_1,47.10214,-84.01306,BsM,3.1,21.3,2013,6.799,4.799,12.9328125,-0.452297247,-8.258489583
Gong_1,47.07006,-83.53602,BsM,3.6,24,2013,8.199,5,12.9328125,0.047702753,-5.558489583
Goulais_1,47.16373,-83.67077,BsM,1.5,33.5,2015,10.6,9.199,14.9328125,-2.052297247,3.941510417
Graham_1,47.1448,-83.81865,BsM,1.9,17.4,2013,10.4,8.099,12.9328125,-1.652297247,-12.15848958
Gull_1,47.22479,-83.63434,BsM,1.5,20.7,2013,13.8,8.8,12.9328125,-2.052297247,-8.858489583
Hanes_1,47.11457,-83.88482,BsM,2.4,18.3,2013,9,6.299,12.9328125,-1.152297247,-11.25848958
Helen_1,47.01777,-81.0952,BsM,1.2,26,2015,5.4,8.4,14.9328125,-2.352297247,-3.558489583
Indian_2,47.12966,-82.1271,BsM,2.5,15.5,2014,6.4,8.199,13.9328125,-1.052297247,-14.05848958
Island_1,47.51388,-80.5893,BsM,2.8,18.6,2013,6.5,6.099,12.9328125,-0.752297247,-10.95848958
Kagawong_1,45.82922,-82.30542,BsM,5.2,34,2017,3.7,5.299,16.9328125,1.647702753,4.441510417
Kirkpatrick_1,46.65714,-83.09401,BsM,7.2,70.2,2014,3.1,3.799,13.9328125,3.647702753,40.64151042
Kwagama_1,47.44016,-84.58345,BsM,7.5,38,2013,2.7,3.2,12.9328125,3.947702753,8.441510417
Lang_1,46.16152,-81.66548,BsM,3,21,2015,4.299,7.099,14.9328125,-0.552297247,-8.558489583
Lauzon_1,46.21199,-82.82266,BsM,4.8,82.3,2013,2.7,3.1,12.9328125,1.247702753,52.74151042
Little Burwash_1,47.13256,-81.09204,BsM,2.3,28.4,2015,5.2,6.9,14.9328125,-1.252297247,-1.158489583
Little Chiblow_1,46.357,-83.13157,BsM,4.8,38.1,2013,2.799,7.299,12.9328125,1.247702753,8.541510417
Little Dossier_1,47.76202,-84.71272,BsM,4.1,11.6,2014,4.2,5.599,13.9328125,0.547702753,-17.95848958
Little Wawa_1,47.84731,-83.82821,BsM,5,11,2014,3.6,5.4,13.9328125,1.447702753,-18.55848958
Lower Muldrew_1,47.08843,-81.61974,BsM,1.3,17,2015,11.3,10.5,14.9328125,-2.252297247,-12.55848958
Lulu_1,47.40481,-80.75706,BsM,2.3,21,2017,4.4,4.799,16.9328125,-1.252297247,-8.558489583
Mamainse_1,47.03048,-84.61844,BsM,7.1,36.6,2013,2.6,2.6,12.9328125,3.547702753,7.041510417
Matinenda_1,46.37703,-82.95394,BsM,5.5,85.3,2014,2.899,6.2,13.9328125,1.947702753,55.74151042
McEwen_1,47.64612,-84.13189,BsM,4,35.5,2015,5.2,6,14.9328125,0.447702753,5.941510417
McGiverin_1,46.30329,-82.73474,BsM,3.6,36,2013,5.299,5.099,12.9328125,0.047702753,6.441510417
McLennan_1,47.72341,-83.39714,BsM,2.9,31,2015,6.799,14.4,14.9328125,-0.652297247,1.441510417
Megisan_1,47.24629,-83.52106,BsM,2.1,18,2015,9.3,5.9,14.9328125,-1.452297247,-11.55848958
Mijinemungshing_1,47.69125,-84.70487,BsM,3.2,33.6,2013,6.099,12.6,12.9328125,-0.352297247,4.041510417
Ministic_1,46.56112,-81.56769,BsM,4.2,32,2017,3.2,4.4,16.9328125,0.647702753,2.441510417
Mozhabong_1,46.95159,-82.08518,BsM,4.3,44.8,2015,3.2,3.6,14.9328125,0.747702753,15.24151042
Ninth_1,47.30503,-81.85852,BsM,1.3,42,2015,14.5,14.9,14.9328125,-2.252297247,12.44151042
Okiniada_1,47.46489,-80.76159,BsM,6.1,32.9,2013,4.5,8.4,12.9328125,2.547702753,3.341510417
Old Woman_1,47.62155,-84.72187,BsM,4,45.8,2013,4.099,5.2,12.9328125,0.447702753,16.24151042
Penelope_1,46.83672,-83.50296,BsM,4.7,36.6,2016,2.399,7.4,15.9328125,1.147702753,7.041510417
Pogamasing_1,46.96784,-81.83568,BsM,4,34,2015,4.299,8.099,14.9328125,0.447702753,4.441510417
Popeye_1,46.44422,-82.54487,BsM,3.8,15.2,2015,4.299,4.7,14.9328125,0.247702753,-14.35848958
Prune_1,47.18868,-81.12899,BsM,5,21,2016,3.299,5.2,15.9328125,1.447702753,-8.558489583
Queminico_1,47.16395,-84.61718,BsM,2.6,7.3,2014,4.5,7.2,13.9328125,-0.952297247,-22.25848958
Queminico_1,47.16395,-84.61718,BsM,3.9,7.3,2013,4,5.799,12.9328125,0.347702753,-22.25848958
Quinn_1,47.16053,-83.89663,BsM,2.3,19.8,2013,8.599,5.099,12.9328125,-1.252297247,-9.758489583
Ranger_1,46.90502,-83.56707,BsM,6.9,73.2,2013,3.399,2.299,12.9328125,3.347702753,43.64151042
Rawhide_1,46.65506,-82.61487,BsM,8.3,61,2015,1.5,3.6,14.9328125,4.747702753,31.44151042
Rock_1,46.43338,-83.77218,BsM,0.9,21.4,2015,5,11,14.9328125,-2.652297247,-8.158489583
Rose_1,47.0495,-82.40792,BsM,2.4,18,2016,7.099,8.8,15.9328125,-1.152297247,-11.55848958
Rossmere_1,46.33895,-82.77877,BsM,2.1,6,2013,6.799,6.299,12.9328125,-1.452297247,-23.55848958
S_1,46.67256,-81.87708,BsM,3,16.3,2016,2.399,4.3,15.9328125,-0.552297247,-13.25848958
Saddle_1,46.95281,-83.78813,BsM,2.6,15.2,2013,6.299,5.7,12.9328125,-0.952297247,-14.35848958
Sand_1,47.72534,-84.52605,BsM,2.9,29.1,2013,10.699,9.9,12.9328125,-0.652297247,-0.458489583
Scotia_1,47.07183,-81.37676,BsM,2.6,63.1,2017,5.7,4,16.9328125,-0.952297247,33.54151042
Shelden_1,46.58666,-83.59021,BsM,5,21.3,2013,3.799,2.2,12.9328125,1.447702753,-8.258489583
Sill_1,46.77338,-84.24994,BsM,5.9,18.3,2013,3.799,5.299,12.9328125,2.347702753,-11.25848958
South Branch_1,47.06961,-83.67101,BsM,2.6,12.2,2013,8.4,8.199,12.9328125,-0.952297247,-17.35848958
Southbear_1,47.5213,-80.55067,BsM,2.4,13.2,2016,4.799,6.599,15.9328125,-1.152297247,-16.35848958
Spinweb_1,46.67548,-82.38285,BsM,4.5,12.5,2013,3.899,3.899,12.9328125,0.947702753,-17.05848958
Teasdale_1,46.4795,-82.49876,BsM,5.1,52,2017,1.5,4,16.9328125,1.547702753,22.44151042
Upper Pancake_1,47.10561,-84.61995,BsM,3.6,16.8,2013,4.9,4.9,12.9328125,0.047702753,-12.75848958
Vermilion_1,46.51845,-81.4009,BsM,2.3,12.2,2016,4.7,9.199,15.9328125,-1.252297247,-17.35848958
Wabagishik_1,46.29283,-81.58644,BsM,2.1,18.5,2015,6.4,15.199,14.9328125,-1.452297247,-11.05848958
Wakami_1,47.48206,-82.84313,BsM,2.9,10,2015,3.799,11.699,14.9328125,-0.652297247,-19.55848958
Wakomata_1,46.57189,-83.36057,BsM,6.3,73.2,2013,1.899,5,12.9328125,2.747702753,43.64151042
Ward_1,46.98394,-83.78715,BsM,3.2,19,2013,6.5,3.799,12.9328125,-0.352297247,-10.55848958
Wenebegon_1,47.38611,-83.09145,BsM,1.6,7,2017,11.6,13.5,16.9328125,-1.952297247,-22.55848958
Whiskey_1,46.43411,-82.34418,BsM,5.1,55.2,2014,2.6,3.1,13.9328125,1.547702753,25.64151042
White Pine_1,47.28201,-80.83063,BsM,2.6,18,2016,3.299,5.8,15.9328125,-0.952297247,-11.55848958
Aileen_1,46.87867,-80.01783,BsM,4.9,23.5,2014,4.7,7.799,13.9328125,1.347702753,-6.058489583
Anima Nipissing_1,47.25951,-79.90616,BsM,6,76.2,2014,3.399,3.6,13.9328125,2.447702753,46.64151042
Anvil_2,47.42262,-80.26691,BsM,2.9,22.3,2014,5.299,5.099,13.9328125,-0.652297247,-7.258489583
Cassels_1,47.06939,-79.71594,BsM,4.3,36.6,2014,5.299,5.799,13.9328125,0.747702753,7.041510417
Clear_2,46.09839,-79.78115,BsM,3,40,2014,4.299,5.799,13.9328125,-0.552297247,10.44151042
Cross_1,46.8721,-79.96696,BsM,5.5,54.9,2014,3.2,3.799,13.9328125,1.947702753,25.34151042
Deer_1,46.48181,-80.21786,BsM,1.7,6.3,2014,8.599,16.699,13.9328125,-1.852297247,-23.25848958
Diamond_1,47.20455,-80.24759,BsM,3.5,38.1,2014,4.099,4,13.9328125,-0.052297247,8.541510417
Driftwood_1,46.98242,-79.87887,BsM,2.5,19.2,2014,8.699,6.099,13.9328125,-1.052297247,-10.35848958
Emerald_1,46.9159,-80.32312,BsM,10.5,48.8,2014,2,3.6,13.9328125,6.947702753,19.24151042
Florence_1,47.2431,-80.55819,BsM,7.9,36.6,2014,1.899,2.299,13.9328125,4.347702753,7.041510417
Hangstone_1,46.81988,-79.88986,BsM,2.3,18,2014,7.2,7.799,13.9328125,-1.252297247,-11.55848958
Kittson_1,47.33973,-79.95931,BsM,3.3,15.3,2014,6.5,6.2,13.9328125,-0.252297247,-14.25848958
Kokoko_1,47.08895,-80.03639,BsM,3.1,44.8,2014,5,5.7,13.9328125,-0.452297247,15.24151042
Lady Evelyn_1,47.35053,-80.14644,BsM,2.7,29.6,2014,4.799,6.299,13.9328125,-0.852297247,0.041510417
Makobe_1,47.4477,-80.43034,BsM,3.7,22.6,2014,4.299,4.9,13.9328125,0.147702753,-6.958489583
McLean_1,47.19445,-79.97194,BsM,6.8,24.3,2014,3.2,4.4,13.9328125,3.247702753,-5.258489583
Mercer_1,46.16368,-80.24789,BsM,1.4,19,2014,10.3,30.6,13.9328125,-2.152297247,-10.55848958
Mountain_1,47.23078,-79.83215,BsM,3.8,36.6,2014,4.7,6.4,13.9328125,0.247702753,7.041510417
Muskosung_1,46.49128,-80.04488,BsM,2,10,2014,6.799,11.5,13.9328125,-1.552297247,-19.55848958
Net_1,47.11604,-79.78758,BsM,2.3,42.7,2014,5.599,6.2,13.9328125,-1.252297247,13.14151042
Nosbonsing_1,46.20715,-79.21294,BsM,3.9,14,2014,4.299,11.699,13.9328125,0.347702753,-15.55848958
Obabika_1,47.04318,-80.26229,BsM,5.1,39.6,2014,3,6.299,13.9328125,1.547702753,10.04151042
Rabbit_1,46.9898,-79.6473,BsM,3.1,42.7,2014,5.2,5.9,13.9328125,-0.452297247,13.14151042
Red Cedar_1,46.71781,-79.94034,BsM,1.5,34.7,2014,8.4,8.5,13.9328125,-2.052297247,5.141510417
Red Squirrel_1,47.16035,-80.02394,BsM,3.9,33.6,2014,3.6,4.4,13.9328125,0.347702753,4.041510417
Rib_1,47.21484,-79.71615,BsM,6.2,44.8,2014,3.399,3.7,13.9328125,2.647702753,15.24151042
Stormy_1,46.07978,-79.77476,BsM,2.4,27.4,2014,6.2,12,13.9328125,-1.152297247,-2.158489583
Temagami_1,46.98896,-80.07046,BsM,6.5,75.9,2014,2.899,4.5,13.9328125,2.947702753,46.34151042
Trout_1,46.3193,-79.33669,BsM,5.9,69.2,2014,3.1,5.9,13.9328125,2.347702753,39.64151042
Wasaksina_1,46.935,-79.89212,BsM,2.7,31.1,2014,6.299,6.9,13.9328125,-0.852297247,1.541510417
Deer_2,52.63469,-94.20479,BsM,4,66,2015,6.9,12.199,14.9328125,0.447702753,36.44151042
Granite_1,50.46972,-89.76793,BsM,2.5,20,2016,8,7.599,15.9328125,-1.052297247,-9.558489583
Heathcote_1,50.28283,-90.38144,BsM,1.5,38,2016,10.4,6.4,15.9328125,-2.052297247,8.441510417
Kilbarry_1,51.11995,-88.82077,BsM,2.5,8,2016,9.9,7.9,15.9328125,-1.052297247,-21.55848958
Redhead_1,50.25964,-89.95835,BsM,1.3,8,2016,9.8,9.3,15.9328125,-2.252297247,-21.55848958
Sassenach_1,50.45836,-90.23117,BsM,1.7,19,2016,11.5,6.2,15.9328125,-1.852297247,-10.55848958
Shabuskwia_1,51.25607,-88.99587,BsM,1.5,19,2016,8.3,9.699,15.9328125,-2.052297247,-10.55848958
Wabakimi_1,50.64342,-89.78198,BsM,2,46.1,2016,10.199,6.599,15.9328125,-1.552297247,16.54151042
Abram_1,50.05909,-91.92916,BsM,3,40,2017,7.5,6.5,16.9328125,-0.552297247,10.44151042
Amik_1,49.83026,-91.91356,BsM,1.5,20.4,2014,15.9,23.399,13.9328125,-2.052297247,-9.158489583
Anishinabi_1,50.43988,-93.44327,BsM,7,88.8,2014,3.399,6.7,13.9328125,3.447702753,59.24151042
Arethusa_1,49.71847,-91.86176,BsM,2.1,18,2014,7.2,15.699,13.9328125,-1.452297247,-11.55848958
Barrel_1,49.65928,-91.53454,BsM,1.8,34,2017,9.199,10.8,16.9328125,-1.752297247,4.441510417
Bawden_1,49.99869,-91.58399,BsM,1.9,11,2014,15.1,17,13.9328125,-1.652297247,-18.55848958
Bell_1,49.80966,-90.93897,BsM,3.9,34.4,2014,6.7,7.5,13.9328125,0.347702753,4.841510417
Berens_1,51.75814,-93.71456,BsM,1.1,11.6,2015,15.9,19.1,14.9328125,-2.452297247,-17.95848958
Big Canon_1,50.06847,-93.75888,BsM,3,63,2017,6,9.3,16.9328125,-0.552297247,33.44151042
Big Vermilion_1,50.04484,-92.20826,BsM,3.6,41,2017,4.9,7.599,16.9328125,0.047702753,11.44151042
Birch_2,51.39338,-92.37217,BsM,2.3,37,2014,9.699,12.6,13.9328125,-1.252297247,7.441510417
Bornite_1,50.32556,-93.46277,BsM,4.3,22,2017,6.099,12.3,16.9328125,0.747702753,-7.558489583
Botsford_1,50.13856,-91.6591,BsM,2.2,24,2017,10,11.1,16.9328125,-1.352297247,-5.558489583
Broadcast_1,50.40992,-92.65663,BsM,3.8,16,2017,5.099,9.8,16.9328125,0.247702753,-13.55848958
Bury_1,50.43634,-91.3911,BsM,1.5,17,2014,13.199,15.699,13.9328125,-2.052297247,-12.55848958
Canyon_1,49.9888,-93.68699,BsM,3.3,19.8,2015,7,9.599,14.9328125,-0.252297247,-9.758489583
Carling_1,50.6223,-91.28022,BsM,2,40.9,2015,12.5,6.9,14.9328125,-1.552297247,11.34151042
Clay_1,50.04611,-93.48572,BsM,0.8,21.9,2014,11.3,36.5,13.9328125,-2.752297247,-7.658489583
Cliff_1,50.16879,-93.29998,BsM,3.7,34.1,2014,7,9.099,13.9328125,0.147702753,4.541510417
Coli_1,51.31536,-93.59007,BsM,2.8,9.2,2015,8.5,16.5,14.9328125,-0.752297247,-20.35848958
Confederation_1,51.11521,-92.67556,BsM,4.8,32.3,2014,6.799,7.2,13.9328125,1.247702753,2.741510417
Conifer_1,50.5674,-94.03211,BsM,5,65.8,2015,5.5,4.9,14.9328125,1.447702753,36.24151042
Crystal_1,49.72882,-91.1675,BsM,1.8,4.6,2014,14.4,11,13.9328125,-1.752297247,-24.95848958
Delaney_1,50.09299,-94.048,BsM,4.6,81.4,2015,3.1,9.8,14.9328125,1.047702753,51.84151042
Dowswell_1,50.62006,-94.71704,BsM,2.2,23.5,2015,12.8,10.4,14.9328125,-1.352297247,-6.058489583
Fitchie_1,50.61813,-90.53714,BsM,1.6,19.2,2014,14.5,11.1,13.9328125,-1.952297247,-10.35848958
Flying Loon_1,49.84431,-91.57267,BsM,2.3,19,2017,8.3,14.1,16.9328125,-1.252297247,-10.55848958
Fog_1,50.22294,-90.43085,BsM,1.8,8,2014,12.1,6.5,13.9328125,-1.752297247,-21.55848958
Gibraltar_1,50.0521,-91.07599,BsM,1.8,3,2014,14.3,12.8,13.9328125,-1.752297247,-26.55848958
Greenbush_1,50.95093,-90.10466,BsM,2.4,10,2015,8.3,7.5,14.9328125,-1.152297247,-19.55848958
Gullrock_1,50.96114,-93.64489,BsM,2.3,16,2015,9.8,21.6,14.9328125,-1.252297247,-13.55848958
Hartman_1,49.74941,-92.45084,BsM,2.8,8.2,2014,5.599,10.1,13.9328125,-0.752297247,-21.35848958
Indian_3,49.54834,-91.66632,BsM,4.4,36,2014,5,9.5,13.9328125,0.847702753,6.441510417
Jeanette_1,51.0898,-92.13638,BsM,2.5,12.5,2015,9,13.4,14.9328125,-1.052297247,-17.05848958
Kukukus_1,49.7724,-91.68396,BsM,2.3,19.5,2015,7.799,14.5,14.9328125,-1.252297247,-10.05848958
Lake of Bays_1,49.98409,-91.28781,BsM,2.3,25,2014,10.699,13.1,13.9328125,-1.252297247,-4.558489583
Little Sandbar_1,49.45098,-91.54113,BsM,2.2,7,2014,7,14.4,13.9328125,-1.352297247,-22.55848958
Longlegged_1,50.78395,-94.17453,BsM,2.5,35.4,2014,10,28.6,13.9328125,-1.052297247,5.841510417
Lount_1,50.17089,-94.30746,BsM,2,23.6,2014,10.5,28.399,13.9328125,-1.552297247,-5.958489583
Mamakwash_1,51.66266,-92.93466,BsM,1.9,18.3,2014,13,12.4,13.9328125,-1.652297247,-11.25848958
Mameigwess_1,49.55072,-91.82545,BsM,7,50,2014,3.399,4.799,13.9328125,3.447702753,20.44151042
McCrea_1,50.85869,-90.28963,BsM,2.8,49.7,2014,11.1,7.4,13.9328125,-0.752297247,20.14151042
Mickle_1,49.75393,-92.2553,BsM,1.2,7,2017,9.199,19.399,16.9328125,-2.352297247,-22.55848958
Minchin_1,50.76686,-90.54351,BsM,2.7,24.4,2015,10.199,6.2,14.9328125,-0.852297247,-5.158489583
Miniss_1,50.82132,-90.87326,BsM,1.9,39,2014,10.9,8.099,13.9328125,-1.652297247,9.441510417
Minnitaki_1,49.97183,-91.95802,BsM,3,44,2017,7,10.8,16.9328125,-0.552297247,14.44151042
Mud_1,49.57403,-91.89103,BsM,3.9,10.3,2014,4.5,9.3,13.9328125,0.347702753,-19.25848958
Nungesser_1,51.47248,-93.53952,BsM,2,15.2,2014,9.4,14,13.9328125,-1.552297247,-14.35848958
Otatakan_1,50.85048,-91.85134,BsM,1.4,8.5,2015,16.399,14.6,14.9328125,-2.152297247,-21.05848958
Pakwash_1,50.74727,-93.50609,BsM,1.6,17.4,2014,11.8,31.3,13.9328125,-1.952297247,-12.15848958
Pashkokogan_1,50.98287,-90.30102,BsM,1.9,14.9,2014,11.199,8.9,13.9328125,-1.652297247,-14.65848958
Pelican_1,50.1115,-91.96123,BsM,3,36,2017,8.8,9,16.9328125,-0.552297247,6.441510417
Penassi_1,49.95125,-91.19549,BsM,2.2,27.1,2015,10.5,10.9,14.9328125,-1.352297247,-2.458489583
Pikangikum_1,51.80217,-93.99622,BsM,1.4,21,2014,12,22.8,13.9328125,-2.152297247,-8.558489583
