lakeName,latARU_conv,latBsM,longARU_conv,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID,latARU,longARU,latM_aru,latS_aru,latDirection,lonD_aru,lonM_aru,lonS_aru,lonDirection
NA,44.79527777777778,46.85428,-78.65416666666667,-83.03,44,4,7,46,8,5,78,3,9,83,0,3,17-6856-49627,17-3453-51907,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,46.94007,-78.65416666666667,-81.21003,44,4,7,46,9,4,78,3,9,81,2,1,17-6856-49627,17-4840-51983,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,51.14351,-78.65416666666667,-87.96643,44,4,7,51,1,4,78,3,9,87,9,6,17-6856-49627,16-4324-56660,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,53.13145,-78.65416666666667,-88.30604,44,4,7,53,1,3,78,3,9,88,3,0,17-6856-49627,16-4137-58866,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,51.07751,-78.65416666666667,-92.21266,44,4,7,51,0,7,78,3,9,92,2,1,17-6856-49627,15-5552-56587,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,50.77244,-78.65416666666667,-93.35925,44,4,7,50,7,7,78,3,9,93,3,5,17-6856-49627,15-4747-56248,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,51.01365,-78.65416666666667,-91.87832,44,4,7,51,0,1,78,3,9,91,8,7,17-6856-49627,15-5787-56519,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,51.43954,-78.65416666666667,-91.98849,44,4,7,51,4,3,78,3,9,91,9,8,17-6856-49627,15-5703-56992,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,50.23158,-78.65416666666667,-92.91464,44,4,7,50,2,3,78,3,9,92,9,1,17-6856-49627,15-5060-55643,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,51.39459,-78.65416666666667,-92.99692,44,4,7,51,3,9,78,3,9,92,9,9,17-6856-49627,15-5001-56935,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.66803,-78.65416666666667,-91.95766,44,4,7,49,6,6,78,3,9,91,9,5,17-6856-49627,15-5752-55022,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,50.04994,-78.65416666666667,-94.11017,44,4,7,50,0,4,78,3,9,94,1,1,17-6856-49627,15-4205-55446,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,50.42502,-78.65416666666667,-94.68222,44,4,7,50,4,2,78,3,9,94,6,8,17-6856-49627,15-3805-55872,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.04998,-78.65416666666667,-92.1326,44,4,7,49,0,4,78,3,9,92,1,3,17-6856-49627,15-5634-54332,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.47489,-78.65416666666667,-93.8864,44,4,7,49,4,7,78,3,9,93,8,8,17-6856-49627,15-4356-54806,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.31937,-78.65416666666667,-92.05985,44,4,7,49,3,1,78,3,9,92,0,5,17-6856-49627,15-5684-54631,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.0399,-78.65416666666667,-92.30277,44,4,7,49,0,3,78,3,9,92,3,0,17-6856-49627,15-5510-54322,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,50.02724,-78.65416666666667,-89.98958,44,4,7,50,0,2,78,3,9,89,9,8,17-6856-49627,16-2858-55459,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,48.68681,-78.65416666666667,-88.92751,44,4,7,48,6,8,78,3,9,88,9,2,17-6856-49627,16-3582-53944,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.84691,-78.65416666666667,-90.27474,44,4,7,49,8,4,78,3,9,90,2,7,17-6856-49627,15-6959-55251,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,48.7435,-78.65416666666667,-90.60175,44,4,7,48,7,4,78,3,9,90,6,0,17-6856-49627,15-6763-54017,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,48.72577,-78.65416666666667,-88.25103,44,4,7,48,7,2,78,3,9,88,2,5,17-6856-49627,16-4080-53975,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,48.66914,-78.65416666666667,-88.99708,44,4,7,48,6,6,78,3,9,88,9,9,17-6856-49627,16-3530-53926,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.33108,-78.65416666666667,-89.98319,44,4,7,49,3,3,78,3,9,89,9,8,17-6856-49627,16-2832-54685,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,45.51274,-78.65416666666667,-80.08817,44,4,7,45,5,1,78,3,9,80,0,8,17-6856-49627,17-5717-50405,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,44.47321,-78.65416666666667,-78.41617,44,4,7,44,4,7,78,3,9,78,4,1,17-6856-49627,17-7055-49277,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,44.91805,-78.65416666666667,-77.19745,44,4,7,44,9,1,78,3,9,77,1,9,17-6856-49627,18-3267-49749,444743,783915,47,43,N,78,39,15,W
NA,44.94638888888888,53.9739,-76.63666666666667,-86.25172,44,5,6,53,9,7,76,3,8,86,2,5,18-3709-49781,16-5494-59810,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.90421,-76.63666666666667,-80.03334,44,5,6,49,9,0,76,3,8,80,0,3,18-3709-49781,17-5694-55282,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.77105,-76.63666666666667,-81.03836,44,5,6,49,7,7,76,3,8,81,0,3,18-3709-49781,17-4972-55128,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.33749,-76.63666666666667,-81.58852,44,5,6,49,3,3,76,3,8,81,5,8,18-3709-49781,17-4572-54649,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.74688,-76.63666666666667,-80.71109,44,5,6,49,7,4,76,3,8,80,7,1,18-3709-49781,17-5208-55103,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.46914,-76.63666666666667,-82.56376,44,5,6,48,4,6,76,3,8,82,5,6,18-3709-49781,17-3844-53694,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,47.73454,-76.63666666666667,-82.85545,44,5,6,47,7,3,76,3,8,82,8,5,18-3709-49781,17-3609-52882,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,47.33267,-76.63666666666667,-84.38602,44,5,6,47,3,3,76,3,8,84,3,8,18-3709-49781,16-6975-52452,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,46.85428,-76.63666666666667,-83.03,44,5,6,46,8,5,76,3,8,83,0,3,18-3709-49781,17-3453-51907,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,46.94007,-76.63666666666667,-81.21003,44,5,6,46,9,4,76,3,8,81,2,1,18-3709-49781,17-4840-51983,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.14351,-76.63666666666667,-87.96643,44,5,6,51,1,4,76,3,8,87,9,6,18-3709-49781,16-4324-56660,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,53.13145,-76.63666666666667,-88.30604,44,5,6,53,1,3,76,3,8,88,3,0,18-3709-49781,16-4137-58866,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.07751,-76.63666666666667,-92.21266,44,5,6,51,0,7,76,3,8,92,2,1,18-3709-49781,15-5552-56587,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.77244,-76.63666666666667,-93.35925,44,5,6,50,7,7,76,3,8,93,3,5,18-3709-49781,15-4747-56248,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.01365,-76.63666666666667,-91.87832,44,5,6,51,0,1,76,3,8,91,8,7,18-3709-49781,15-5787-56519,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.43954,-76.63666666666667,-91.98849,44,5,6,51,4,3,76,3,8,91,9,8,18-3709-49781,15-5703-56992,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.23158,-76.63666666666667,-92.91464,44,5,6,50,2,3,76,3,8,92,9,1,18-3709-49781,15-5060-55643,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.39459,-76.63666666666667,-92.99692,44,5,6,51,3,9,76,3,8,92,9,9,18-3709-49781,15-5001-56935,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.66803,-76.63666666666667,-91.95766,44,5,6,49,6,6,76,3,8,91,9,5,18-3709-49781,15-5752-55022,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.04994,-76.63666666666667,-94.11017,44,5,6,50,0,4,76,3,8,94,1,1,18-3709-49781,15-4205-55446,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.42502,-76.63666666666667,-94.68222,44,5,6,50,4,2,76,3,8,94,6,8,18-3709-49781,15-3805-55872,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.04998,-76.63666666666667,-92.1326,44,5,6,49,0,4,76,3,8,92,1,3,18-3709-49781,15-5634-54332,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.47489,-76.63666666666667,-93.8864,44,5,6,49,4,7,76,3,8,93,8,8,18-3709-49781,15-4356-54806,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.31937,-76.63666666666667,-92.05985,44,5,6,49,3,1,76,3,8,92,0,5,18-3709-49781,15-5684-54631,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.0399,-76.63666666666667,-92.30277,44,5,6,49,0,3,76,3,8,92,3,0,18-3709-49781,15-5510-54322,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.02724,-76.63666666666667,-89.98958,44,5,6,50,0,2,76,3,8,89,9,8,18-3709-49781,16-2858-55459,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.68681,-76.63666666666667,-88.92751,44,5,6,48,6,8,76,3,8,88,9,2,18-3709-49781,16-3582-53944,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.84691,-76.63666666666667,-90.27474,44,5,6,49,8,4,76,3,8,90,2,7,18-3709-49781,15-6959-55251,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.7435,-76.63666666666667,-90.60175,44,5,6,48,7,4,76,3,8,90,6,0,18-3709-49781,15-6763-54017,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.72577,-76.63666666666667,-88.25103,44,5,6,48,7,2,76,3,8,88,2,5,18-3709-49781,16-4080-53975,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.66914,-76.63666666666667,-88.99708,44,5,6,48,6,6,76,3,8,88,9,9,18-3709-49781,16-3530-53926,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.33108,-76.63666666666667,-89.98319,44,5,6,49,3,3,76,3,8,89,9,8,18-3709-49781,16-2832-54685,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,45.51274,-76.63666666666667,-80.08817,44,5,6,45,5,1,76,3,8,80,0,8,18-3709-49781,17-5717-50405,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,44.47321,-76.63666666666667,-78.41617,44,5,6,44,4,7,76,3,8,78,4,1,18-3709-49781,17-7055-49277,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,44.91805,-76.63666666666667,-77.19745,44,5,6,44,9,1,76,3,8,77,1,9,18-3709-49781,18-3267-49749,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,53.9739,-76.63666666666667,-86.25172,44,5,6,53,9,7,76,3,8,86,2,5,18-3723-49783,16-5494-59810,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.90421,-76.63666666666667,-80.03334,44,5,6,49,9,0,76,3,8,80,0,3,18-3723-49783,17-5694-55282,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.77105,-76.63666666666667,-81.03836,44,5,6,49,7,7,76,3,8,81,0,3,18-3723-49783,17-4972-55128,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.33749,-76.63666666666667,-81.58852,44,5,6,49,3,3,76,3,8,81,5,8,18-3723-49783,17-4572-54649,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.74688,-76.63666666666667,-80.71109,44,5,6,49,7,4,76,3,8,80,7,1,18-3723-49783,17-5208-55103,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.46914,-76.63666666666667,-82.56376,44,5,6,48,4,6,76,3,8,82,5,6,18-3723-49783,17-3844-53694,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,47.73454,-76.63666666666667,-82.85545,44,5,6,47,7,3,76,3,8,82,8,5,18-3723-49783,17-3609-52882,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,47.33267,-76.63666666666667,-84.38602,44,5,6,47,3,3,76,3,8,84,3,8,18-3723-49783,16-6975-52452,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,46.85428,-76.63666666666667,-83.03,44,5,6,46,8,5,76,3,8,83,0,3,18-3723-49783,17-3453-51907,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,46.94007,-76.63666666666667,-81.21003,44,5,6,46,9,4,76,3,8,81,2,1,18-3723-49783,17-4840-51983,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.14351,-76.63666666666667,-87.96643,44,5,6,51,1,4,76,3,8,87,9,6,18-3723-49783,16-4324-56660,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,53.13145,-76.63666666666667,-88.30604,44,5,6,53,1,3,76,3,8,88,3,0,18-3723-49783,16-4137-58866,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.07751,-76.63666666666667,-92.21266,44,5,6,51,0,7,76,3,8,92,2,1,18-3723-49783,15-5552-56587,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.77244,-76.63666666666667,-93.35925,44,5,6,50,7,7,76,3,8,93,3,5,18-3723-49783,15-4747-56248,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.01365,-76.63666666666667,-91.87832,44,5,6,51,0,1,76,3,8,91,8,7,18-3723-49783,15-5787-56519,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.43954,-76.63666666666667,-91.98849,44,5,6,51,4,3,76,3,8,91,9,8,18-3723-49783,15-5703-56992,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.23158,-76.63666666666667,-92.91464,44,5,6,50,2,3,76,3,8,92,9,1,18-3723-49783,15-5060-55643,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,51.39459,-76.63666666666667,-92.99692,44,5,6,51,3,9,76,3,8,92,9,9,18-3723-49783,15-5001-56935,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.66803,-76.63666666666667,-91.95766,44,5,6,49,6,6,76,3,8,91,9,5,18-3723-49783,15-5752-55022,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.04994,-76.63666666666667,-94.11017,44,5,6,50,0,4,76,3,8,94,1,1,18-3723-49783,15-4205-55446,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.42502,-76.63666666666667,-94.68222,44,5,6,50,4,2,76,3,8,94,6,8,18-3723-49783,15-3805-55872,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.04998,-76.63666666666667,-92.1326,44,5,6,49,0,4,76,3,8,92,1,3,18-3723-49783,15-5634-54332,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.47489,-76.63666666666667,-93.8864,44,5,6,49,4,7,76,3,8,93,8,8,18-3723-49783,15-4356-54806,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.31937,-76.63666666666667,-92.05985,44,5,6,49,3,1,76,3,8,92,0,5,18-3723-49783,15-5684-54631,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.0399,-76.63666666666667,-92.30277,44,5,6,49,0,3,76,3,8,92,3,0,18-3723-49783,15-5510-54322,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,50.02724,-76.63666666666667,-89.98958,44,5,6,50,0,2,76,3,8,89,9,8,18-3723-49783,16-2858-55459,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.68681,-76.63666666666667,-88.92751,44,5,6,48,6,8,76,3,8,88,9,2,18-3723-49783,16-3582-53944,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.84691,-76.63666666666667,-90.27474,44,5,6,49,8,4,76,3,8,90,2,7,18-3723-49783,15-6959-55251,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.7435,-76.63666666666667,-90.60175,44,5,6,48,7,4,76,3,8,90,6,0,18-3723-49783,15-6763-54017,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.72577,-76.63666666666667,-88.25103,44,5,6,48,7,2,76,3,8,88,2,5,18-3723-49783,16-4080-53975,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,48.66914,-76.63666666666667,-88.99708,44,5,6,48,6,6,76,3,8,88,9,9,18-3723-49783,16-3530-53926,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,49.33108,-76.63666666666667,-89.98319,44,5,6,49,3,3,76,3,8,89,9,8,18-3723-49783,16-2832-54685,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,45.51274,-76.63666666666667,-80.08817,44,5,6,45,5,1,76,3,8,80,0,8,18-3723-49783,17-5717-50405,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,44.47321,-76.63666666666667,-78.41617,44,5,6,44,4,7,76,3,8,78,4,1,18-3723-49783,17-7055-49277,445647,763812,56,47,N,76,38,12,W
NA,44.94638888888888,44.91805,-76.63666666666667,-77.19745,44,5,6,44,9,1,76,3,8,77,1,9,18-3723-49783,18-3267-49749,445647,763812,56,47,N,76,38,12,W
NA,44.45166666666667,53.9739,-76.40611111111112,-86.25172,44,2,7,53,9,7,76,2,4,86,2,5,18-3881-49228,16-5494-59810,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.90421,-76.40611111111112,-80.03334,44,2,7,49,9,0,76,2,4,80,0,3,18-3881-49228,17-5694-55282,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.77105,-76.40611111111112,-81.03836,44,2,7,49,7,7,76,2,4,81,0,3,18-3881-49228,17-4972-55128,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.33749,-76.40611111111112,-81.58852,44,2,7,49,3,3,76,2,4,81,5,8,18-3881-49228,17-4572-54649,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.74688,-76.40611111111112,-80.71109,44,2,7,49,7,4,76,2,4,80,7,1,18-3881-49228,17-5208-55103,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,48.46914,-76.40611111111112,-82.56376,44,2,7,48,4,6,76,2,4,82,5,6,18-3881-49228,17-3844-53694,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,47.73454,-76.40611111111112,-82.85545,44,2,7,47,7,3,76,2,4,82,8,5,18-3881-49228,17-3609-52882,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,47.33267,-76.40611111111112,-84.38602,44,2,7,47,3,3,76,2,4,84,3,8,18-3881-49228,16-6975-52452,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,46.85428,-76.40611111111112,-83.03,44,2,7,46,8,5,76,2,4,83,0,3,18-3881-49228,17-3453-51907,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,46.94007,-76.40611111111112,-81.21003,44,2,7,46,9,4,76,2,4,81,2,1,18-3881-49228,17-4840-51983,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.14351,-76.40611111111112,-87.96643,44,2,7,51,1,4,76,2,4,87,9,6,18-3881-49228,16-4324-56660,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,53.13145,-76.40611111111112,-88.30604,44,2,7,53,1,3,76,2,4,88,3,0,18-3881-49228,16-4137-58866,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.07751,-76.40611111111112,-92.21266,44,2,7,51,0,7,76,2,4,92,2,1,18-3881-49228,15-5552-56587,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,50.77244,-76.40611111111112,-93.35925,44,2,7,50,7,7,76,2,4,93,3,5,18-3881-49228,15-4747-56248,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.01365,-76.40611111111112,-91.87832,44,2,7,51,0,1,76,2,4,91,8,7,18-3881-49228,15-5787-56519,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.43954,-76.40611111111112,-91.98849,44,2,7,51,4,3,76,2,4,91,9,8,18-3881-49228,15-5703-56992,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,50.23158,-76.40611111111112,-92.91464,44,2,7,50,2,3,76,2,4,92,9,1,18-3881-49228,15-5060-55643,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.39459,-76.40611111111112,-92.99692,44,2,7,51,3,9,76,2,4,92,9,9,18-3881-49228,15-5001-56935,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.66803,-76.40611111111112,-91.95766,44,2,7,49,6,6,76,2,4,91,9,5,18-3881-49228,15-5752-55022,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,50.04994,-76.40611111111112,-94.11017,44,2,7,50,0,4,76,2,4,94,1,1,18-3881-49228,15-4205-55446,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,50.42502,-76.40611111111112,-94.68222,44,2,7,50,4,2,76,2,4,94,6,8,18-3881-49228,15-3805-55872,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.04998,-76.40611111111112,-92.1326,44,2,7,49,0,4,76,2,4,92,1,3,18-3881-49228,15-5634-54332,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.47489,-76.40611111111112,-93.8864,44,2,7,49,4,7,76,2,4,93,8,8,18-3881-49228,15-4356-54806,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.31937,-76.40611111111112,-92.05985,44,2,7,49,3,1,76,2,4,92,0,5,18-3881-49228,15-5684-54631,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.0399,-76.40611111111112,-92.30277,44,2,7,49,0,3,76,2,4,92,3,0,18-3881-49228,15-5510-54322,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,50.02724,-76.40611111111112,-89.98958,44,2,7,50,0,2,76,2,4,89,9,8,18-3881-49228,16-2858-55459,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,48.68681,-76.40611111111112,-88.92751,44,2,7,48,6,8,76,2,4,88,9,2,18-3881-49228,16-3582-53944,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.84691,-76.40611111111112,-90.27474,44,2,7,49,8,4,76,2,4,90,2,7,18-3881-49228,15-6959-55251,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,48.7435,-76.40611111111112,-90.60175,44,2,7,48,7,4,76,2,4,90,6,0,18-3881-49228,15-6763-54017,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,48.72577,-76.40611111111112,-88.25103,44,2,7,48,7,2,76,2,4,88,2,5,18-3881-49228,16-4080-53975,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,48.66914,-76.40611111111112,-88.99708,44,2,7,48,6,6,76,2,4,88,9,9,18-3881-49228,16-3530-53926,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.33108,-76.40611111111112,-89.98319,44,2,7,49,3,3,76,2,4,89,9,8,18-3881-49228,16-2832-54685,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,45.51274,-76.40611111111112,-80.08817,44,2,7,45,5,1,76,2,4,80,0,8,18-3881-49228,17-5717-50405,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,44.47321,-76.40611111111112,-78.41617,44,2,7,44,4,7,76,2,4,78,4,1,18-3881-49228,17-7055-49277,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,44.91805,-76.40611111111112,-77.19745,44,2,7,44,9,1,76,2,4,77,1,9,18-3881-49228,18-3267-49749,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,53.9739,-76.40611111111112,-86.25172,44,2,7,53,9,7,76,2,4,86,2,5,18-3844-49200,16-5494-59810,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.90421,-76.40611111111112,-80.03334,44,2,7,49,9,0,76,2,4,80,0,3,18-3844-49200,17-5694-55282,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.77105,-76.40611111111112,-81.03836,44,2,7,49,7,7,76,2,4,81,0,3,18-3844-49200,17-4972-55128,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.33749,-76.40611111111112,-81.58852,44,2,7,49,3,3,76,2,4,81,5,8,18-3844-49200,17-4572-54649,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.74688,-76.40611111111112,-80.71109,44,2,7,49,7,4,76,2,4,80,7,1,18-3844-49200,17-5208-55103,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,48.46914,-76.40611111111112,-82.56376,44,2,7,48,4,6,76,2,4,82,5,6,18-3844-49200,17-3844-53694,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,47.73454,-76.40611111111112,-82.85545,44,2,7,47,7,3,76,2,4,82,8,5,18-3844-49200,17-3609-52882,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,47.33267,-76.40611111111112,-84.38602,44,2,7,47,3,3,76,2,4,84,3,8,18-3844-49200,16-6975-52452,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,46.85428,-76.40611111111112,-83.03,44,2,7,46,8,5,76,2,4,83,0,3,18-3844-49200,17-3453-51907,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,46.94007,-76.40611111111112,-81.21003,44,2,7,46,9,4,76,2,4,81,2,1,18-3844-49200,17-4840-51983,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.14351,-76.40611111111112,-87.96643,44,2,7,51,1,4,76,2,4,87,9,6,18-3844-49200,16-4324-56660,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,53.13145,-76.40611111111112,-88.30604,44,2,7,53,1,3,76,2,4,88,3,0,18-3844-49200,16-4137-58866,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.07751,-76.40611111111112,-92.21266,44,2,7,51,0,7,76,2,4,92,2,1,18-3844-49200,15-5552-56587,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,50.77244,-76.40611111111112,-93.35925,44,2,7,50,7,7,76,2,4,93,3,5,18-3844-49200,15-4747-56248,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.01365,-76.40611111111112,-91.87832,44,2,7,51,0,1,76,2,4,91,8,7,18-3844-49200,15-5787-56519,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.43954,-76.40611111111112,-91.98849,44,2,7,51,4,3,76,2,4,91,9,8,18-3844-49200,15-5703-56992,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,50.23158,-76.40611111111112,-92.91464,44,2,7,50,2,3,76,2,4,92,9,1,18-3844-49200,15-5060-55643,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,51.39459,-76.40611111111112,-92.99692,44,2,7,51,3,9,76,2,4,92,9,9,18-3844-49200,15-5001-56935,442706,762422,27,6,N,76,24,22,W
NA,44.45166666666667,49.66803,-76.40611111111112,-91.95766,44,2,7,49,6,6,76,2,4,91,9,5,18-3844-49200,15-5752-55022,442706,762422,27,6,N,76,24,22,W
