lakeName,latARU_conv,latBsM,longARU_conv,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID,latARU,longARU,latM_aru,latS_aru,latDirection,lonD_aru,lonM_aru,lonS_aru,lonDirection
NA,43.88027777777778,49.84691,-80.1061111111111,-90.27474,43,5,2,49,8,4,80,0,6,90,2,7,17-5718-48587,15-6959-55251,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,48.7435,-80.1061111111111,-90.60175,43,5,2,48,7,4,80,0,6,90,6,0,17-5718-48587,15-6763-54017,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,48.72577,-80.1061111111111,-88.25103,43,5,2,48,7,2,80,0,6,88,2,5,17-5718-48587,16-4080-53975,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,48.66914,-80.1061111111111,-88.99708,43,5,2,48,6,6,80,0,6,88,9,9,17-5718-48587,16-3530-53926,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.33108,-80.1061111111111,-89.98319,43,5,2,49,3,3,80,0,6,89,9,8,17-5718-48587,16-2832-54685,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,45.51274,-80.1061111111111,-80.08817,43,5,2,45,5,1,80,0,6,80,0,8,17-5718-48587,17-5717-50405,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,44.47321,-80.1061111111111,-78.41617,43,5,2,44,4,7,80,0,6,78,4,1,17-5718-48587,17-7055-49277,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,44.91805,-80.1061111111111,-77.19745,43,5,2,44,9,1,80,0,6,77,1,9,17-5718-48587,18-3267-49749,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,53.9739,-80.1061111111111,-86.25172,43,5,2,53,9,7,80,0,6,86,2,5,17-5710-48587,16-5494-59810,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.90421,-80.1061111111111,-80.03334,43,5,2,49,9,0,80,0,6,80,0,3,17-5710-48587,17-5694-55282,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.77105,-80.1061111111111,-81.03836,43,5,2,49,7,7,80,0,6,81,0,3,17-5710-48587,17-4972-55128,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.33749,-80.1061111111111,-81.58852,43,5,2,49,3,3,80,0,6,81,5,8,17-5710-48587,17-4572-54649,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.74688,-80.1061111111111,-80.71109,43,5,2,49,7,4,80,0,6,80,7,1,17-5710-48587,17-5208-55103,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,48.46914,-80.1061111111111,-82.56376,43,5,2,48,4,6,80,0,6,82,5,6,17-5710-48587,17-3844-53694,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,47.73454,-80.1061111111111,-82.85545,43,5,2,47,7,3,80,0,6,82,8,5,17-5710-48587,17-3609-52882,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,47.33267,-80.1061111111111,-84.38602,43,5,2,47,3,3,80,0,6,84,3,8,17-5710-48587,16-6975-52452,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,46.85428,-80.1061111111111,-83.03,43,5,2,46,8,5,80,0,6,83,0,3,17-5710-48587,17-3453-51907,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,46.94007,-80.1061111111111,-81.21003,43,5,2,46,9,4,80,0,6,81,2,1,17-5710-48587,17-4840-51983,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,51.14351,-80.1061111111111,-87.96643,43,5,2,51,1,4,80,0,6,87,9,6,17-5710-48587,16-4324-56660,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,53.13145,-80.1061111111111,-88.30604,43,5,2,53,1,3,80,0,6,88,3,0,17-5710-48587,16-4137-58866,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,51.07751,-80.1061111111111,-92.21266,43,5,2,51,0,7,80,0,6,92,2,1,17-5710-48587,15-5552-56587,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,50.77244,-80.1061111111111,-93.35925,43,5,2,50,7,7,80,0,6,93,3,5,17-5710-48587,15-4747-56248,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,51.01365,-80.1061111111111,-91.87832,43,5,2,51,0,1,80,0,6,91,8,7,17-5710-48587,15-5787-56519,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,51.43954,-80.1061111111111,-91.98849,43,5,2,51,4,3,80,0,6,91,9,8,17-5710-48587,15-5703-56992,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,50.23158,-80.1061111111111,-92.91464,43,5,2,50,2,3,80,0,6,92,9,1,17-5710-48587,15-5060-55643,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,51.39459,-80.1061111111111,-92.99692,43,5,2,51,3,9,80,0,6,92,9,9,17-5710-48587,15-5001-56935,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.66803,-80.1061111111111,-91.95766,43,5,2,49,6,6,80,0,6,91,9,5,17-5710-48587,15-5752-55022,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,50.04994,-80.1061111111111,-94.11017,43,5,2,50,0,4,80,0,6,94,1,1,17-5710-48587,15-4205-55446,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,50.42502,-80.1061111111111,-94.68222,43,5,2,50,4,2,80,0,6,94,6,8,17-5710-48587,15-3805-55872,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.04998,-80.1061111111111,-92.1326,43,5,2,49,0,4,80,0,6,92,1,3,17-5710-48587,15-5634-54332,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.47489,-80.1061111111111,-93.8864,43,5,2,49,4,7,80,0,6,93,8,8,17-5710-48587,15-4356-54806,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.31937,-80.1061111111111,-92.05985,43,5,2,49,3,1,80,0,6,92,0,5,17-5710-48587,15-5684-54631,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.0399,-80.1061111111111,-92.30277,43,5,2,49,0,3,80,0,6,92,3,0,17-5710-48587,15-5510-54322,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,50.02724,-80.1061111111111,-89.98958,43,5,2,50,0,2,80,0,6,89,9,8,17-5710-48587,16-2858-55459,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,48.68681,-80.1061111111111,-88.92751,43,5,2,48,6,8,80,0,6,88,9,2,17-5710-48587,16-3582-53944,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.84691,-80.1061111111111,-90.27474,43,5,2,49,8,4,80,0,6,90,2,7,17-5710-48587,15-6959-55251,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,48.7435,-80.1061111111111,-90.60175,43,5,2,48,7,4,80,0,6,90,6,0,17-5710-48587,15-6763-54017,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,48.72577,-80.1061111111111,-88.25103,43,5,2,48,7,2,80,0,6,88,2,5,17-5710-48587,16-4080-53975,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,48.66914,-80.1061111111111,-88.99708,43,5,2,48,6,6,80,0,6,88,9,9,17-5710-48587,16-3530-53926,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,49.33108,-80.1061111111111,-89.98319,43,5,2,49,3,3,80,0,6,89,9,8,17-5710-48587,16-2832-54685,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,45.51274,-80.1061111111111,-80.08817,43,5,2,45,5,1,80,0,6,80,0,8,17-5710-48587,17-5717-50405,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,44.47321,-80.1061111111111,-78.41617,43,5,2,44,4,7,80,0,6,78,4,1,17-5710-48587,17-7055-49277,435249,800622,52,49,N,80,6,22,W
NA,43.88027777777778,44.91805,-80.1061111111111,-77.19745,43,5,2,44,9,1,80,0,6,77,1,9,17-5710-48587,18-3267-49749,435249,800622,52,49,N,80,6,22,W
NA,43.956944444444446,53.9739,-81.065,-86.25172,43,5,7,53,9,7,81,0,3,86,2,5,17-4948-48669,16-5494-59810,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.90421,-81.065,-80.03334,43,5,7,49,9,0,81,0,3,80,0,3,17-4948-48669,17-5694-55282,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.77105,-81.065,-81.03836,43,5,7,49,7,7,81,0,3,81,0,3,17-4948-48669,17-4972-55128,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.33749,-81.065,-81.58852,43,5,7,49,3,3,81,0,3,81,5,8,17-4948-48669,17-4572-54649,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.74688,-81.065,-80.71109,43,5,7,49,7,4,81,0,3,80,7,1,17-4948-48669,17-5208-55103,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.46914,-81.065,-82.56376,43,5,7,48,4,6,81,0,3,82,5,6,17-4948-48669,17-3844-53694,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,47.73454,-81.065,-82.85545,43,5,7,47,7,3,81,0,3,82,8,5,17-4948-48669,17-3609-52882,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,47.33267,-81.065,-84.38602,43,5,7,47,3,3,81,0,3,84,3,8,17-4948-48669,16-6975-52452,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,46.85428,-81.065,-83.03,43,5,7,46,8,5,81,0,3,83,0,3,17-4948-48669,17-3453-51907,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,46.94007,-81.065,-81.21003,43,5,7,46,9,4,81,0,3,81,2,1,17-4948-48669,17-4840-51983,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.14351,-81.065,-87.96643,43,5,7,51,1,4,81,0,3,87,9,6,17-4948-48669,16-4324-56660,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,53.13145,-81.065,-88.30604,43,5,7,53,1,3,81,0,3,88,3,0,17-4948-48669,16-4137-58866,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.07751,-81.065,-92.21266,43,5,7,51,0,7,81,0,3,92,2,1,17-4948-48669,15-5552-56587,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.77244,-81.065,-93.35925,43,5,7,50,7,7,81,0,3,93,3,5,17-4948-48669,15-4747-56248,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.01365,-81.065,-91.87832,43,5,7,51,0,1,81,0,3,91,8,7,17-4948-48669,15-5787-56519,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.43954,-81.065,-91.98849,43,5,7,51,4,3,81,0,3,91,9,8,17-4948-48669,15-5703-56992,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.23158,-81.065,-92.91464,43,5,7,50,2,3,81,0,3,92,9,1,17-4948-48669,15-5060-55643,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.39459,-81.065,-92.99692,43,5,7,51,3,9,81,0,3,92,9,9,17-4948-48669,15-5001-56935,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.66803,-81.065,-91.95766,43,5,7,49,6,6,81,0,3,91,9,5,17-4948-48669,15-5752-55022,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.04994,-81.065,-94.11017,43,5,7,50,0,4,81,0,3,94,1,1,17-4948-48669,15-4205-55446,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.42502,-81.065,-94.68222,43,5,7,50,4,2,81,0,3,94,6,8,17-4948-48669,15-3805-55872,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.04998,-81.065,-92.1326,43,5,7,49,0,4,81,0,3,92,1,3,17-4948-48669,15-5634-54332,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.47489,-81.065,-93.8864,43,5,7,49,4,7,81,0,3,93,8,8,17-4948-48669,15-4356-54806,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.31937,-81.065,-92.05985,43,5,7,49,3,1,81,0,3,92,0,5,17-4948-48669,15-5684-54631,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.0399,-81.065,-92.30277,43,5,7,49,0,3,81,0,3,92,3,0,17-4948-48669,15-5510-54322,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.02724,-81.065,-89.98958,43,5,7,50,0,2,81,0,3,89,9,8,17-4948-48669,16-2858-55459,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.68681,-81.065,-88.92751,43,5,7,48,6,8,81,0,3,88,9,2,17-4948-48669,16-3582-53944,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.84691,-81.065,-90.27474,43,5,7,49,8,4,81,0,3,90,2,7,17-4948-48669,15-6959-55251,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.7435,-81.065,-90.60175,43,5,7,48,7,4,81,0,3,90,6,0,17-4948-48669,15-6763-54017,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.72577,-81.065,-88.25103,43,5,7,48,7,2,81,0,3,88,2,5,17-4948-48669,16-4080-53975,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.66914,-81.065,-88.99708,43,5,7,48,6,6,81,0,3,88,9,9,17-4948-48669,16-3530-53926,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.33108,-81.065,-89.98319,43,5,7,49,3,3,81,0,3,89,9,8,17-4948-48669,16-2832-54685,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,45.51274,-81.065,-80.08817,43,5,7,45,5,1,81,0,3,80,0,8,17-4948-48669,17-5717-50405,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,44.47321,-81.065,-78.41617,43,5,7,44,4,7,81,0,3,78,4,1,17-4948-48669,17-7055-49277,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,44.91805,-81.065,-77.19745,43,5,7,44,9,1,81,0,3,77,1,9,17-4948-48669,18-3267-49749,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,53.9739,-81.065,-86.25172,43,5,7,53,9,7,81,0,3,86,2,5,17-4948-48662,16-5494-59810,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.90421,-81.065,-80.03334,43,5,7,49,9,0,81,0,3,80,0,3,17-4948-48662,17-5694-55282,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.77105,-81.065,-81.03836,43,5,7,49,7,7,81,0,3,81,0,3,17-4948-48662,17-4972-55128,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.33749,-81.065,-81.58852,43,5,7,49,3,3,81,0,3,81,5,8,17-4948-48662,17-4572-54649,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.74688,-81.065,-80.71109,43,5,7,49,7,4,81,0,3,80,7,1,17-4948-48662,17-5208-55103,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.46914,-81.065,-82.56376,43,5,7,48,4,6,81,0,3,82,5,6,17-4948-48662,17-3844-53694,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,47.73454,-81.065,-82.85545,43,5,7,47,7,3,81,0,3,82,8,5,17-4948-48662,17-3609-52882,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,47.33267,-81.065,-84.38602,43,5,7,47,3,3,81,0,3,84,3,8,17-4948-48662,16-6975-52452,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,46.85428,-81.065,-83.03,43,5,7,46,8,5,81,0,3,83,0,3,17-4948-48662,17-3453-51907,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,46.94007,-81.065,-81.21003,43,5,7,46,9,4,81,0,3,81,2,1,17-4948-48662,17-4840-51983,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.14351,-81.065,-87.96643,43,5,7,51,1,4,81,0,3,87,9,6,17-4948-48662,16-4324-56660,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,53.13145,-81.065,-88.30604,43,5,7,53,1,3,81,0,3,88,3,0,17-4948-48662,16-4137-58866,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.07751,-81.065,-92.21266,43,5,7,51,0,7,81,0,3,92,2,1,17-4948-48662,15-5552-56587,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.77244,-81.065,-93.35925,43,5,7,50,7,7,81,0,3,93,3,5,17-4948-48662,15-4747-56248,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.01365,-81.065,-91.87832,43,5,7,51,0,1,81,0,3,91,8,7,17-4948-48662,15-5787-56519,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.43954,-81.065,-91.98849,43,5,7,51,4,3,81,0,3,91,9,8,17-4948-48662,15-5703-56992,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.23158,-81.065,-92.91464,43,5,7,50,2,3,81,0,3,92,9,1,17-4948-48662,15-5060-55643,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,51.39459,-81.065,-92.99692,43,5,7,51,3,9,81,0,3,92,9,9,17-4948-48662,15-5001-56935,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.66803,-81.065,-91.95766,43,5,7,49,6,6,81,0,3,91,9,5,17-4948-48662,15-5752-55022,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.04994,-81.065,-94.11017,43,5,7,50,0,4,81,0,3,94,1,1,17-4948-48662,15-4205-55446,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.42502,-81.065,-94.68222,43,5,7,50,4,2,81,0,3,94,6,8,17-4948-48662,15-3805-55872,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.04998,-81.065,-92.1326,43,5,7,49,0,4,81,0,3,92,1,3,17-4948-48662,15-5634-54332,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.47489,-81.065,-93.8864,43,5,7,49,4,7,81,0,3,93,8,8,17-4948-48662,15-4356-54806,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.31937,-81.065,-92.05985,43,5,7,49,3,1,81,0,3,92,0,5,17-4948-48662,15-5684-54631,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.0399,-81.065,-92.30277,43,5,7,49,0,3,81,0,3,92,3,0,17-4948-48662,15-5510-54322,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,50.02724,-81.065,-89.98958,43,5,7,50,0,2,81,0,3,89,9,8,17-4948-48662,16-2858-55459,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.68681,-81.065,-88.92751,43,5,7,48,6,8,81,0,3,88,9,2,17-4948-48662,16-3582-53944,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.84691,-81.065,-90.27474,43,5,7,49,8,4,81,0,3,90,2,7,17-4948-48662,15-6959-55251,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.7435,-81.065,-90.60175,43,5,7,48,7,4,81,0,3,90,6,0,17-4948-48662,15-6763-54017,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.72577,-81.065,-88.25103,43,5,7,48,7,2,81,0,3,88,2,5,17-4948-48662,16-4080-53975,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,48.66914,-81.065,-88.99708,43,5,7,48,6,6,81,0,3,88,9,9,17-4948-48662,16-3530-53926,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,49.33108,-81.065,-89.98319,43,5,7,49,3,3,81,0,3,89,9,8,17-4948-48662,16-2832-54685,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,45.51274,-81.065,-80.08817,43,5,7,45,5,1,81,0,3,80,0,8,17-4948-48662,17-5717-50405,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,44.47321,-81.065,-78.41617,43,5,7,44,4,7,81,0,3,78,4,1,17-4948-48662,17-7055-49277,435725,810354,57,25,N,81,3,54,W
NA,43.956944444444446,44.91805,-81.065,-77.19745,43,5,7,44,9,1,81,0,3,77,1,9,17-4948-48662,18-3267-49749,435725,810354,57,25,N,81,3,54,W
NA,44.93083333333333,53.9739,-78.25166666666667,-86.25172,44,5,5,53,9,7,78,1,5,86,2,5,NA,16-5494-59810,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.90421,-78.25166666666667,-80.03334,44,5,5,49,9,0,78,1,5,80,0,3,NA,17-5694-55282,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.77105,-78.25166666666667,-81.03836,44,5,5,49,7,7,78,1,5,81,0,3,NA,17-4972-55128,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.33749,-78.25166666666667,-81.58852,44,5,5,49,3,3,78,1,5,81,5,8,NA,17-4572-54649,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.74688,-78.25166666666667,-80.71109,44,5,5,49,7,4,78,1,5,80,7,1,NA,17-5208-55103,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,48.46914,-78.25166666666667,-82.56376,44,5,5,48,4,6,78,1,5,82,5,6,NA,17-3844-53694,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,47.73454,-78.25166666666667,-82.85545,44,5,5,47,7,3,78,1,5,82,8,5,NA,17-3609-52882,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,47.33267,-78.25166666666667,-84.38602,44,5,5,47,3,3,78,1,5,84,3,8,NA,16-6975-52452,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,46.85428,-78.25166666666667,-83.03,44,5,5,46,8,5,78,1,5,83,0,3,NA,17-3453-51907,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,46.94007,-78.25166666666667,-81.21003,44,5,5,46,9,4,78,1,5,81,2,1,NA,17-4840-51983,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,51.14351,-78.25166666666667,-87.96643,44,5,5,51,1,4,78,1,5,87,9,6,NA,16-4324-56660,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,53.13145,-78.25166666666667,-88.30604,44,5,5,53,1,3,78,1,5,88,3,0,NA,16-4137-58866,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,51.07751,-78.25166666666667,-92.21266,44,5,5,51,0,7,78,1,5,92,2,1,NA,15-5552-56587,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,50.77244,-78.25166666666667,-93.35925,44,5,5,50,7,7,78,1,5,93,3,5,NA,15-4747-56248,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,51.01365,-78.25166666666667,-91.87832,44,5,5,51,0,1,78,1,5,91,8,7,NA,15-5787-56519,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,51.43954,-78.25166666666667,-91.98849,44,5,5,51,4,3,78,1,5,91,9,8,NA,15-5703-56992,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,50.23158,-78.25166666666667,-92.91464,44,5,5,50,2,3,78,1,5,92,9,1,NA,15-5060-55643,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,51.39459,-78.25166666666667,-92.99692,44,5,5,51,3,9,78,1,5,92,9,9,NA,15-5001-56935,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.66803,-78.25166666666667,-91.95766,44,5,5,49,6,6,78,1,5,91,9,5,NA,15-5752-55022,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,50.04994,-78.25166666666667,-94.11017,44,5,5,50,0,4,78,1,5,94,1,1,NA,15-4205-55446,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,50.42502,-78.25166666666667,-94.68222,44,5,5,50,4,2,78,1,5,94,6,8,NA,15-3805-55872,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.04998,-78.25166666666667,-92.1326,44,5,5,49,0,4,78,1,5,92,1,3,NA,15-5634-54332,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.47489,-78.25166666666667,-93.8864,44,5,5,49,4,7,78,1,5,93,8,8,NA,15-4356-54806,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.31937,-78.25166666666667,-92.05985,44,5,5,49,3,1,78,1,5,92,0,5,NA,15-5684-54631,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.0399,-78.25166666666667,-92.30277,44,5,5,49,0,3,78,1,5,92,3,0,NA,15-5510-54322,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,50.02724,-78.25166666666667,-89.98958,44,5,5,50,0,2,78,1,5,89,9,8,NA,16-2858-55459,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,48.68681,-78.25166666666667,-88.92751,44,5,5,48,6,8,78,1,5,88,9,2,NA,16-3582-53944,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.84691,-78.25166666666667,-90.27474,44,5,5,49,8,4,78,1,5,90,2,7,NA,15-6959-55251,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,48.7435,-78.25166666666667,-90.60175,44,5,5,48,7,4,78,1,5,90,6,0,NA,15-6763-54017,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,48.72577,-78.25166666666667,-88.25103,44,5,5,48,7,2,78,1,5,88,2,5,NA,16-4080-53975,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,48.66914,-78.25166666666667,-88.99708,44,5,5,48,6,6,78,1,5,88,9,9,NA,16-3530-53926,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,49.33108,-78.25166666666667,-89.98319,44,5,5,49,3,3,78,1,5,89,9,8,NA,16-2832-54685,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,45.51274,-78.25166666666667,-80.08817,44,5,5,45,5,1,78,1,5,80,0,8,NA,17-5717-50405,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,44.47321,-78.25166666666667,-78.41617,44,5,5,44,4,7,78,1,5,78,4,1,NA,17-7055-49277,445551,781506,55,51,N,78,15,6,W
NA,44.93083333333333,44.91805,-78.25166666666667,-77.19745,44,5,5,44,9,1,78,1,5,77,1,9,NA,18-3267-49749,445551,781506,55,51,N,78,15,6,W
NA,44.79527777777778,53.9739,-78.65416666666667,-86.25172,44,4,7,53,9,7,78,3,9,86,2,5,17-6856-49627,16-5494-59810,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.90421,-78.65416666666667,-80.03334,44,4,7,49,9,0,78,3,9,80,0,3,17-6856-49627,17-5694-55282,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.77105,-78.65416666666667,-81.03836,44,4,7,49,7,7,78,3,9,81,0,3,17-6856-49627,17-4972-55128,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.33749,-78.65416666666667,-81.58852,44,4,7,49,3,3,78,3,9,81,5,8,17-6856-49627,17-4572-54649,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,49.74688,-78.65416666666667,-80.71109,44,4,7,49,7,4,78,3,9,80,7,1,17-6856-49627,17-5208-55103,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,48.46914,-78.65416666666667,-82.56376,44,4,7,48,4,6,78,3,9,82,5,6,17-6856-49627,17-3844-53694,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,47.73454,-78.65416666666667,-82.85545,44,4,7,47,7,3,78,3,9,82,8,5,17-6856-49627,17-3609-52882,444743,783915,47,43,N,78,39,15,W
NA,44.79527777777778,47.33267,-78.65416666666667,-84.38602,44,4,7,47,3,3,78,3,9,84,3,8,17-6856-49627,16-6975-52452,444743,783915,47,43,N,78,39,15,W
