BsM_Cycle,FMZ,lakeName,waterbodyID,secchiDepth,surfaceArea,lakeVolume,maxDepth,meanDepth,lat,long,yearSample,COLTR (TCU),pH,cond,alk,Ca,MGUT (mg/L),Na,KKUT (mg/L),CLIDUR (mg/L),SSO4UR (mg/L),SIO3UR (mg/L),FEUT,DIC,DOC,NNHTUR (mg/L),NNOTUR (ug/L),TKN,TDP,dateSample,NtoPratio,commonID,F0,FOFWBY,WBY,WBY2,ARU,ARU_NM,ARU_LID,LATITUDE,LONGITUDE,WSHED,GEOTWP,GEOTWP_NM,SRFAREA,PERIM,ISL,DEPMN,LIT_PC,ELEV,GDD,TDS,MEI,CROWN_PC,RSRT_CNT,COTT_CNT,FCT,SPECIES,SPC_080,SPC_081,SPC_091,SPC_093,SPC_131,SPC_132,SPC_316,SPC_331,SPC_332,SPC_334,latDirection,lonDirection,logTP,TP,lakeTrophicStatus,scaled_yearSample,scaled_secchi,scaled_maxDepth,samplingProgram,secchi_fit,secchi_fitWRand,rowID,updatedDOC,DOC_fit,DOC_fitWRandom
NA,NA,NA,NA,2.68,NA,NA,17,NA,47.08916666666667,-81.61999999999999,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lower Muldrew_1,NA,27,2CF1606,L45151,00,Lower Muldrew L.,17-4529-52150,470521,813712,2CF16,006040,Dublin,116.5,21.8,0.4,3.1,NA,419,1490,33,10.7,100,0,1,13,",091,131,163,331,334",0,0,1,0,1,0,0,1,0,1,N,W,2.652682183393156,14.19205333116584,mesotrophic,-22.080771235018346,-0.7616001637757526,-12.565919749869725,ARU,3.168036140755198,2.3209321312501583,1723,6.750792391144421,6.525570884528163,7.673448160809525
NA,NA,NA,NA,4.9799999999999995,NA,NA,31.1,NA,46.56083333333333,-81.56888888888888,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ministic_1,NA,35,2CF1003,L45168,00,Ministic L.,17-4564-51563,463339,813408,2CF10,006850,Ermatinger,567.2,50,13.4,11.1,29,359,1584,27,2.4,70,0,80,17,",081,093,163,271,331,334",0,1,0,1,0,0,0,1,0,1,N,W,2.4620450227041126,11.728772637470989,mesotrophic,-31.080771235018346,1.5383998362242468,1.5340802501302768,ARU,3.18823634422175,4.695787438570561,1724,4.9051926368134895,6.520016832050509,4.881387409329311
NA,NA,NA,NA,5.18,NA,NA,34,NA,46.967777777777776,-81.83583333333333,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pogamasing_1,NA,35,2CE0816,L45204,00,Pogamasing L.,17-4364-52017,465804,815009,2CE08,005530,Dennie,1587.2,74.6,8.6,8.8,NA,373,1491,30,3.4,100,3,7,27,",081,091,162,163,271,316,331,334,382",0,1,1,0,0,0,1,1,0,1,N,W,2.5621375125790475,12.963497360458325,mesotrophic,-14.080771235018346,1.738399836224247,4.434080250130275,ARU,3.1501878742673606,4.396088401906332,1725,4.9442141073667045,6.5305117918095705,4.684905955697944
NA,NA,NA,NA,4.18,NA,NA,26,NA,46.919999999999995,-80.56694444444445,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rawson_1,NA,35,2DC0217,L45209,00,Rawson L.,17-5330-51961,465512,803401,2DC02,013460,Mcconnell,158.6,11.3,1,5.6,NA,305,1593,29,5.2,100,0,0,0,",163,281,331",0,0,0,0,0,0,0,1,0,0,N,W,2.5299310384871503,12.552640457743086,mesotrophic,-21.080771235018346,0.738399836224247,-3.5659197498697246,ARU,3.165799588922464,4.603287975113717,1726,5.570876139397625,6.526188293445779,5.041440752429362
NA,NA,NA,NA,3.3800000000000003,NA,NA,13.1,NA,46.522777777777776,-81.39111111111112,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermilion_1,NA,35,2CF0726,L45264,00,Vermilion L.,17-4700-51520,463122,812328,2CF07,007080,Fairbank,1078.6,29.4,0.8,4.7,86,257,1597,48,10.2,0,0,144,7,",093,131,163,233,291,311,316,331,334",0,0,0,1,1,0,1,1,0,1,N,W,3.0086409603624964,20.25984727141576,eutrophic,-30.080771235018346,-0.06160016377575239,-16.465919749869727,ARU,3.1859855315661982,3.0910028410375987,1727,6.170202982411335,6.520633715478236,6.008041448681282
NA,NA,NA,NA,9.68,NA,NA,19,NA,47.28194444444444,-80.83083333333333,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White Pine_1,NA,35,2DC0148,L45271,00,White Pine L.,17-5128-52363,471655,804951,2DC01,013890,Mcleod,66.9,3.9,0,5.6,NA,412,1495,34,6,100,0,0,16,",081,331",0,1,0,0,0,0,0,1,0,0,N,W,2.681042498385353,14.600306160407541,mesotrophic,-22.080771235018346,6.2383998362242465,-10.565919749869725,ARU,3.168036140755198,6.624221060438891,1728,3.817907485835506,6.525570884528163,4.072871406103947
NA,NA,NA,NA,5.18,NA,NA,23.5,NA,46.87861111111111,-80.01805555555555,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aileen_1,NA,36,2DC0616,L46002,00,Aileen L.,17-5748-51919,465243,800105,2DC06,021050,Vogt,156.7,9.5,0,8.4,NA,312,1624,48,5.7,100,0,0,7,",093,131,163,198,206,311,313,316,331,334",0,0,0,1,1,0,1,1,0,1,N,W,3.0086409603624964,20.25984727141576,eutrophic,-23.080771235018346,1.738399836224247,-6.065919749869725,ARU,3.1702742726513446,4.972185717878739,1729,5.189580383694508,6.524953534020411,5.290575978279549
NA,NA,NA,NA,9.08,NA,NA,76.2,NA,47.25944444444445,-79.9063888888889,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anima Nipissing_1,NA,36,2DC0617,L46007,00,Anima Nipissing L.,17-5827-52344,471534,795423,2DC06,001250,Banting,2049.7,79.8,0,13.7,45,328,1566,30,2.2,93,4,15,31,",081,091,131,163,198,271,283,311,316,331,334,338,342",0,1,1,0,1,0,1,1,0,1,N,W,2.5621375125790475,12.963497360458325,mesotrophic,-15.080771235018346,5.638399836224247,46.63408025013028,ARU,3.1524133968457018,7.814021255656519,1730,3.113455810395052,6.529893973868138,3.5272302571035086
NA,NA,NA,NA,3.68,NA,NA,22.3,NA,47.424166666666665,-80.26833333333333,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anvil_2,NA,36,2JD0316,L46008,00,Anvil L.,17-5552-52523,472527,801606,2JD03,021640,Whitson,226.2,7.2,1,7,61,305,1499,26,3.7,100,0,0,5,",131,163,201,311,313,331,334,338",0,0,0,0,1,0,0,1,0,1,N,W,2.4261917111204077,11.315706440527002,mesotrophic,-26.080771235018346,0.23839983622424743,-7.265919749869724,ARU,3.17699815988692,3.142336458020608,1731,6.223607309827249,6.523101832901083,5.814480542986187
NA,NA,NA,NA,3.3800000000000003,NA,NA,11,NA,47.48722222222222,-80.58611111111111,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carmen_1,NA,25,2JD0304,L46037,00,Carmen L.,17-5312-52592,472914,803510,2JD03,002580,Brewster,14.1,2.4,0,2.3,83,427,1493,40,17.3,100,0,0,40,",080,091,163",1,0,1,0,0,0,0,0,0,0,N,W,2.8354354814082394,17.03781833819343,mesotrophic,-15.080771235018346,-0.06160016377575239,-18.565919749869725,ARU,3.1524133968457018,3.356732944611821,1732,6.860699837500024,6.529893973868138,6.329111714801967
NA,NA,NA,NA,4.58,NA,NA,36.6,NA,47.07166666666667,-79.7225,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cassels_1,NA,36,2JE1550,L46038,00,Cassels L.,17-5970-52137,470418,794321,2JE15,003700,Cassels,757.1,43.6,2.9,9.6,40,296,1590,58,6,80,0,26,31,",081,091,093,131,163,201,311,316,331,334,338",0,1,1,1,1,0,1,1,0,1,N,W,3.188420860019098,24.25010288413169,eutrophic,-15.080771235018346,1.1383998362242473,7.034080250130277,ARU,3.1524133968457018,4.33403490270708,1733,5.159022520019192,6.529893973868138,5.390497550203745
NA,NA,NA,NA,4.68,NA,NA,54.9,NA,46.87166666666667,-79.96638888888889,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cross_1,NA,36,2DC0626,L46056,00,Cross L.,17-5788-51912,465218,795759,2DC06,020510,Torrington,1735.4,86.9,23,11.8,44,292,1625,40,3.4,99,0,1,29,",081,091,093,131,163,208,271,311,313,334",0,1,1,1,1,0,0,0,0,1,N,W,2.8354354814082394,17.03781833819343,mesotrophic,-15.080771235018346,1.238399836224247,25.334080250130274,ARU,3.1524133968457018,4.507049074726806,1734,4.5340073875557385,6.529893973868138,4.125844182386516
NA,NA,NA,NA,4.9799999999999995,NA,NA,38.1,NA,47.20166666666667,-80.23416666666667,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diamond_1,NA,36,2JD0210,L46066,00,Diamond L.,17-5580-52276,471206,801403,2JD02,003360,Canton,925.2,48.1,6.9,9.6,47,297,1572,16,1.7,100,0,3,31,",081,091,093,131,163,316,331,334,342",0,1,1,1,1,0,1,1,0,1,N,W,1.964959286127792,7.134622106152435,oligotrophic,-26.080771235018346,1.5383998362242468,8.534080250130277,ARU,3.17699815988692,4.3371534833055145,1735,5.023267697086786,6.523101832901083,4.7128045117696225
NA,NA,NA,NA,2.98,NA,NA,19.2,NA,46.98194444444445,-79.88,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Driftwood_1,NA,36,2DC0631,L46067,00,Driftwood L.,17-5852-52035,465855,795248,2DC06,019730,Strathcona,57.5,7.8,0.2,5.7,NA,312,1625,56,9.9,100,0,0,13,",091,093,131,163,208,313,334,381",0,0,1,1,1,0,0,0,0,1,N,W,3.155084106198392,23.45500972017551,eutrophic,-23.080771235018346,-0.46160016377575275,-10.365919749869725,ARU,3.1702742726513446,2.8640194797578338,1736,6.4309499854509795,6.524953534020411,6.8371659362398844
NA,NA,NA,NA,15.28,NA,NA,38.1,NA,47.23777777777778,-80.55777777777777,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florence_1,NA,36,2JD0325,L46078,00,Florence L.,17-5335-52315,471416,803328,2JD03,016330,Parker,1006.5,69.7,5.3,7.5,60,366,1500,34,4.5,100,0,2,99,",999",0,0,0,0,0,0,0,0,0,0,N,W,2.681042498385353,14.600306160407541,mesotrophic,-27.080771235018346,11.838399836224246,8.534080250130277,ARU,3.1792426232073248,11.861132073619688,1737,2.275329382582006,6.5224847159775345,2.6572902612695857
NA,NA,NA,NA,1.9799999999999998,NA,NA,18,NA,46.81916666666667,-79.89222222222223,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hangstone_1,NA,36,2DC0634,L46102,00,Hangstone L.,17-5845-51855,464909,795332,2DC06,020510,Torrington,329.8,18.5,2.4,5.1,65,282,1634,29,5.6,100,0,2,31,",081,091,093,131,163,198,206,311,313,316,331,334,342",0,1,1,1,1,0,1,1,0,1,N,W,2.5299310384871503,12.552640457743086,mesotrophic,-25.080771235018346,-1.461600163775753,-11.565919749869725,ARU,3.17475528109975,2.1361327766687674,1738,6.925216820521424,6.523719008212396,6.89360533284795
NA,NA,NA,NA,3.78,NA,NA,15.3,NA,47.34055555555556,-79.95805555555556,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kittson_1,NA,36,2JD0144,L46139,00,Kittson L.,17-5787-52433,472026,795729,2JD01,011320,Kittson,78.5,8.2,0.3,4.8,65,293,1561,44,9.1,100,0,1,24,",081,091,163,194,198,271,311,331",0,1,1,0,0,0,0,1,0,0,N,W,2.9259801522223476,18.652499381834062,mesotrophic,-24.080771235018346,0.3383998362242471,-14.265919749869724,ARU,3.1725139857271745,3.6189287041206555,1739,6.377489249822587,6.524336241916997,6.420418063545469
NA,NA,NA,NA,5.279999999999999,NA,NA,44.8,NA,47.08694444444445,-80.03444444444445,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kokoko_1,NA,36,2DC0642,L46141,00,Kokoko L.,17-5733-52151,470513,800204,2DC06,005190,Cynthia,493.7,22,5.5,13.7,29,297,1601,14,1,100,0,0,29,",081,091,093,131,163,271,334",0,1,1,1,1,0,0,0,0,1,N,W,1.8381044631344952,6.284614245403726,oligotrophic,-31.080771235018346,1.8383998362242466,15.234080250130273,ARU,3.18823634422175,4.3649698299490565,1740,4.681046359647025,6.520016832050509,4.778354255156793
NA,NA,NA,NA,3.3800000000000003,NA,NA,29.6,NA,47.309444444444445,-80.19611111111111,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lady Evelyn_1,NA,36,2JD0206,L46143,00,Lady Evelyn L.,17-5608-52397,471834,801146,2JD02,011940,Leo,6262.9,205.5,99.3,7.5,52,305,1542,28,3.7,98,4,31,15,",091,093,131,163,194,271,311,316,334,338,381",0,0,1,1,1,0,1,0,0,1,N,W,2.4965942846664433,12.14107442582813,mesotrophic,-28.080771235018346,-0.06160016377575239,0.034080250130276823,ARU,3.1814886721803934,2.9570761753492585,1741,6.040178313468427,6.521867657436226,5.626437799651453
NA,NA,NA,NA,10.379999999999999,NA,NA,109.7,NA,47.006388888888885,-80.07944444444443,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temagami_1,NA,36,2DC0662,L46145,00,"Temagami, L.",17-5700-52061,470023,800446,2DC06,010730,Joan,22653.7,511.1,223.3,17.6,NA,294,1612,33,1.9,98,26,438,31,",081,091,093,102,131,163,185,194,198,200,201,206,208,211,271,283,291,311,313,316,331,334,338,342,381",0,1,1,1,1,0,1,1,0,1,N,W,2.652682183393156,14.19205333116584,mesotrophic,-15.080771235018346,6.938399836224246,80.13408025013028,ARU,3.1524133968457018,7.627397638914621,1742,2.4317456629710406,6.529893973868138,3.0965404637473233
NA,NA,NA,NA,6.38,NA,NA,23.2,NA,47.40555555555555,-80.75638888888889,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lulu_1,NA,25,2JD0716,L46184,00,Lulu L.,17-5184-52500,472420,804523,2JD07,004810,Corley,80.7,7.6,1.8,7.4,54,442,1494,32,4.3,100,0,0,16,",081",0,1,0,0,0,0,0,0,0,0,N,W,2.62344910765974,13.783181370965865,mesotrophic,-15.080771235018346,2.938399836224247,-6.365919749869725,ARU,3.1524133968457018,4.62029439257453,1743,4.962844709337131,6.529893973868138,5.043168819391097
NA,NA,NA,NA,4.279999999999999,NA,NA,22.6,NA,47.44833333333333,-80.42972222222222,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makobe_1,NA,36,2JD0407,L46189,00,Makobe L.,17-5430-52549,472654,802547,2JD04,013650,Mcgiffin,2021.5,61.9,9.3,5.8,51,366,1497,23,4,100,0,0,24,",081,091,093,162,163,185,214,281,338",0,1,1,1,0,0,0,0,0,0,N,W,2.309719505132692,10.071599226884342,mesotrophic,-25.080771235018346,0.8383998362242466,-6.965919749869723,ARU,3.17475528109975,3.6106992063086643,1744,5.930524858828249,6.523719008212396,5.375401502161084
NA,NA,NA,NA,7.879999999999999,NA,NA,25.6,NA,47.19472222222222,-79.97305555555556,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,McLean_1,NA,36,2DC0671,L46199,00,McLean L.,17-5778-52271,471141,795823,2DC06,001250,Banting,92.1,10.8,0.2,7.5,44,305,1580,36,4.8,100,0,0,9,",091,163,198,206,271,311,331,334,342",0,0,1,0,0,0,0,1,0,1,N,W,2.735342991533304,15.415029753987575,mesotrophic,-25.080771235018346,4.438399836224246,-3.965919749869723,ARU,3.17475528109975,7.204077666639539,1745,4.25612012979305,6.523719008212396,4.349909195691205
NA,NA,NA,NA,5.18,NA,NA,39.3,NA,47.2325,-79.83083333333333,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mountain_1,NA,36,2JE1541,L46206,00,Mountain L.,17-5885-52315,471357,794951,2JE15,001820,Best,221.5,22.7,3.1,10.9,42,313,1574,47,4.3,100,0,1,30,",081,091,131,163,198,311,313,316,331",0,1,1,0,1,0,1,1,0,0,N,W,2.9886402216245553,19.858660746487644,mesotrophic,-26.080771235018346,1.738399836224247,9.734080250130273,ARU,3.17699815988692,4.648976238566027,1746,4.928840462733515,6.523101832901083,5.1257227145528
NA,NA,NA,NA,5.18,NA,NA,47.5,NA,47.11388888888889,-79.80138888888888,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Net_1,NA,36,2JE1553,L46209,00,Net L.,17-5909-52183,470650,794805,2JE15,019750,Strathy,771.3,56.2,3.9,7.8,60,296,1584,51,6.6,0,1,34,31,",081,091,093,131,163,271,311,316,331,334",0,1,1,1,1,0,1,1,0,1,N,W,3.0662343510881094,21.460935974394644,eutrophic,-15.080771235018346,1.738399836224247,17.934080250130275,ARU,3.1524133968457018,3.956248364030679,1747,4.659928893379599,6.529893973868138,5.190589976551434
NA,NA,NA,NA,5.4799999999999995,NA,NA,40.3,NA,47.04361111111111,-80.25472222222223,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Obabika_1,NA,36,2DC0808,L46213,00,Obabika L.,17-5566-52101,470237,801517,2DC08,001620,Belfast,3155.1,83.3,17.1,12.6,36,274,1600,35,2.8,95,2,4,30,",081,091,131,163,200,206,208,311,316,331,342",0,1,1,0,1,0,1,1,0,0,N,W,2.7085806584149426,15.007958970451398,mesotrophic,-25.080771235018346,2.038399836224247,10.734080250130273,ARU,3.17475528109975,5.22997667293777,1748,4.703626692084157,6.523719008212396,4.593446506932944
NA,NA,NA,NA,13.08,NA,NA,32.9,NA,47.46527777777778,-80.76222222222222,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Okiniada_1,NA,25,2JD0718,L46215,00,Okiniada L.,17-5179-52567,472755,804544,2JD07,005830,Donovan,97.9,5,0.5,13,25,442,1490,27,2.1,100,0,1,32,",080",1,0,0,0,0,0,0,0,0,0,N,W,2.4620450227041126,11.728772637470989,mesotrophic,-15.080771235018346,9.638399836224247,3.334080250130274,ARU,3.1524133968457018,8.707597875622062,1749,2.8049257547102298,6.529893973868138,3.727513663623041
NA,NA,NA,NA,5.4799999999999995,NA,NA,42.7,NA,46.99527777777778,-79.64416666666668,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabbit_1,NA,36,2JE1518,L46234,00,Rabbit L.,17-6031-52053,465943,793839,2JE15,017590,Riddell,2106,105.2,9.5,14.2,30,290,1583,62,4.4,95,1,0,31,",081,091,093,131,163,198,208,271,311,316,331,334,385",0,1,1,1,1,0,1,1,0,1,N,W,3.251777665792837,25.836227296377604,eutrophic,-27.080771235018346,2.038399836224247,13.134080250130278,ARU,3.1792426232073248,4.642625940347789,1750,4.621799388473239,6.5224847159775345,4.986820252273656
NA,NA,NA,NA,5.4799999999999995,NA,NA,33.6,NA,47.16027777777778,-80.02416666666666,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Squirrel_1,NA,36,2DC0655,L46238,00,Red Squirrel L.,17-5740-52232,470937,800127,2DC06,000890,Aston,387.3,21.1,2.9,11.3,27,305,1588,38,3.4,100,0,0,27,",081,091,163,198,271,311,313,316,331,334",0,1,1,0,0,0,1,1,0,1,N,W,2.786706851740066,16.227492175337975,mesotrophic,-27.080771235018346,2.038399836224247,4.034080250130277,ARU,3.1792426232073248,4.695828606407727,1751,4.931057602648681,6.5224847159775345,4.6667971713247045
NA,NA,NA,NA,5.08,NA,NA,44.8,NA,47.21805555555556,-79.71694444444445,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rib_1,NA,36,2JE1542,L46241,00,Rib L.,17-5971-52300,471305,794301,2JE15,008260,Gillies Limit,682,31.9,4.5,16.4,10,313,1564,52,3.2,90,2,17,31,",081,091,131,163,271,316,331,334",0,1,1,0,1,0,1,1,0,1,N,W,3.084681532652356,21.86050387670777,eutrophic,-15.080771235018346,1.6383998362242473,15.234080250130273,ARU,3.1524133968457018,5.773553190721446,1752,4.813087589062271,6.529893973868138,4.540612523314809
NA,NA,NA,NA,4.279999999999999,NA,NA,31.1,NA,46.93194444444444,-79.89444444444445,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wasaksina_1,NA,36,2DC0666,L46297,00,Wasaksina L.,17-5842-51980,465555,795340,2DC06,022020,Yates,601,32.3,18.7,6.6,58,305,1625,50,7.5,100,0,0,31,",081,091,093,131,163,208,311,313,316,331,334,338,342",0,1,1,1,1,0,1,1,0,1,N,W,3.0474218551567382,21.060976120996813,eutrophic,-27.080771235018346,0.8383998362242466,1.5340802501302768,ARU,3.1792426232073248,3.288830971651965,1753,5.374701501088311,6.5224847159775345,5.701378917795875
NA,NA,NA,NA,2.2800000000000002,NA,NA,6,NA,47.52333333333333,-84.51972222222223,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Callahan_1,NA,23,2BE0504,L47052,00,Callahan L.,16-6867-52661,473124,843111,2BE05,024210,Bullock,57,5.9,0.1,2.8,NA,345,1390,17,5.9,0,0,6,32,",080,163,182",1,0,0,0,0,0,0,0,0,0,N,W,2.022552676853405,7.557592422607553,oligotrophic,-19.080771235018346,-1.1616001637757525,-23.565919749869725,ARU,3.1613312209860833,2.77200370731625,1754,7.793871906126604,6.52742328653271,6.840058351590843
NA,NA,NA,NA,4.08,NA,NA,26.6,NA,48.78111111111111,-85.03,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dayohessarah_1,NA,23,2BC1108,L47081,00,Dayohessarah L.,16-6447-54048,484652,850148,2BC11,015850,Odlum,1113.6,25.5,8.2,10.1,30,391,1216,81,8,100,0,1,24,",081,091,093,162,163,185,201,210,214,271,281,331,338,342,380",0,1,1,1,0,0,0,1,0,0,N,W,3.5057266969388166,33.305638165672654,eutrophic,-15.080771235018346,0.6383998362242473,-2.965919749869723,ARU,3.1524133968457018,4.718568282813575,1755,6.70511196553767,6.529893973868138,6.075242103224278
NA,NA,NA,NA,4.38,NA,NA,27.5,NA,47.82472222222223,-84.6825,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ear_1,NA,23,2BD0702,L47099,00,Ear L.,16-6735-52992,474929,844057,2BD07,024390,Redsky,60.5,8.2,0,7.7,52,381,1358,25,3.2,100,0,0,16,",081,093,163,185,198,271,331",0,1,0,1,0,0,0,1,0,0,N,W,2.3889320336247906,10.901844919964422,mesotrophic,-24.080771235018346,0.9383998362242472,-2.0659197498697246,ARU,3.1725139857271745,4.201285791366323,1756,5.934757499879744,6.524336241916997,5.952287340364391
NA,NA,NA,NA,2.3800000000000003,NA,NA,57.6,NA,48.14555555555555,-85.39805555555556,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ellen_1,NA,23,2BD0204,L47103,00,Ellen L.,16-6192-53335,480844,852353,2BD02,NA,NA,63.3,8.2,0.3,14.9,41,419,1311,25,1.7,100,0,0,0,",163,200,209,214,338,602",0,0,0,0,0,0,0,0,0,0,N,W,2.3889320336247906,10.901844919964422,mesotrophic,-25.080771235018346,-1.0616001637757524,28.034080250130277,ARU,3.17475528109975,2.338130512979807,1757,5.964677331749038,6.523719008212396,6.606874060726075
NA,NA,NA,NA,7.279999999999999,NA,NA,27.5,NA,47.6575,-84.76555555555555,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gamitagama_1,NA,34,2BE0308,L47122,00,Gamitagama L.,16-6678-52804,473927,844556,2BE03,024480,Asselin,195.2,15.8,3.2,7.2,56,434,1375,17,2.4,100,0,0,48,",080,081,163,182,183,198,212,338",1,1,0,0,0,0,0,0,0,0,N,W,2.022552676853405,7.557592422607553,oligotrophic,-29.080771235018346,3.8383998362242466,-2.0659197498697246,ARU,3.183736307926347,7.190380034158842,1758,4.629183716311174,6.521250657271634,4.360899325822813
NA,NA,NA,NA,2.7800000000000002,NA,NA,24.2,NA,48.00055555555556,-85.58944444444444,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jackfish_1,NA,23,2BC0804,L47151,00,Jackfish L.,16-6052-53171,480002,853522,2BC08,NA,NA,38.7,5.2,0.9,5.4,NA,351,1336,25,4.6,100,0,1,32,",080,182,214,281",1,0,0,0,0,0,0,0,0,0,N,W,2.3889320336247906,10.901844919964422,mesotrophic,-18.080771235018346,-0.6616001637757525,-5.365919749869725,ARU,3.1590994026538306,2.845908087053323,1759,7.001200978251542,6.528040870713079,7.109939523898716
NA,NA,NA,NA,6.08,NA,NA,30.5,NA,48.06361111111111,-85.33666666666666,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Katzenbach_1,NA,23,2BD0221,L47167,00,Katzenbach L.,16-6239-53245,480349,852012,2BD02,NA,NA,242.8,10.3,0,9,37,406,1325,24,2.7,100,0,0,16,",081,093,163,182,183",0,1,0,1,0,0,0,0,0,0,N,W,2.3501511388305483,10.487154621240087,mesotrophic,-30.080771235018346,2.6383998362242473,0.9340802501302754,ARU,3.1859855315661982,5.621867922295768,1760,5.219028576654461,6.520633715478236,5.306470978563302
NA,NA,NA,NA,13.18,NA,NA,38,NA,47.43888888888888,-84.58222222222221,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kwagama_1,NA,23,2BE0403,L47177,00,Kwagama L.,16-6823-52566,472620,843456,2BE04,024200,Greenwood,221.1,10.9,0.4,12.5,NA,402,1402,25,2,0,1,0,32,",080",1,0,0,0,0,0,0,0,0,0,N,W,2.3889320336247906,10.901844919964422,mesotrophic,-23.080771235018346,9.738399836224247,8.434080250130275,ARU,3.1702742726513446,10.09477556025789,1761,2.729621858302213,6.524953534020411,3.1172243850084604
