BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,lat,long,maxDepth,meanDepth.,surfaceArea,lakeVolume
NA,NA,15-5365-57696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.07642,-92.46707,4.7,1,328.7,3305164.56
NA,NA,15-5394-55901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.46512,-92.44463,13,4.1,114.7,4748418.92
NA,NA,15-5396-55107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.74941,-92.45084,8.2,4.2,517.6,21239399.55
NA,NA,15-5413-55979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.52717,-92.41983,6,3.5,267.5,9330207.95
NA,NA,15-5429-54280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.00154,-92.41658,12.2,3.7,2269.8,88851797.53
NA,NA,15-5430-56831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.31177,-92.40367,NA,NA,NA,NA
NA,NA,15-5433-56498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.01066,-92.39986,27.3,8.7,977.5,85759470.54
NA,NA,15-5449-54565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.26695,-92.38208,19,5.9,523.1,30603822.9
NA,NA,15-5452-56951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.39338,-92.37217,37,7.4,11623.4,874916825.7
NA,NA,15-5463-55189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.82359,-92.36295,41,20.3,3808.1,775500560.9
NA,NA,15-5464-53494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.29901,-92.37509,23,10.6,294.2,31630400.49
NA,NA,15-5464-56006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.54216,-92.33631,9.2,2,2350.9,47328000
NA,NA,15-5472-54633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.32443,-92.35219,46,11,1838.4,202921114.4
NA,NA,15-5477-54774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.44607,-92.32731,32.9,14,1826.9,256857993.2
NA,NA,15-5492-60415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.52068,-92.24003,30,8.9,5388.8,477886642.1
NA,NA,15-5502-54176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.90942,-92.31834,12,5.6,1138.5,67082400.22
NA,NA,15-5503-53695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.47819,-92.31846,21.4,6.2,188.5,12356599.81
NA,NA,15-5503-54708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.39447,-92.34669,36.6,12.6,3432.5,434985452.6
NA,NA,15-5510-54322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0399,-92.30277,2,1.4,58.9,837690.78
NA,NA,15-5527-53591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.38777,-92.27777,37,10.4,927.1,99299195.09
NA,NA,15-5535-55111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.75393,-92.2553,7,3.4,341.6,11626839.97
NA,NA,15-5537-54222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.94535,-92.26647,25,9,1113,101181525.1
NA,NA,15-5552-56587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.07751,-92.21266,10,3.3,421.8,13733873.34
NA,NA,15-5556-55428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.04484,-92.20826,41,12.6,6900.5,871168593.9
NA,NA,15-5581-54358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.07359,-92.20036,20,6.1,348.6,21158069.03
NA,NA,15-5581-55389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.00179,-92.15509,NA,NA,2243,NA
NA,NA,15-5586-54227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.95915,-92.20128,54.9,20.7,666.6,141070505.2
NA,NA,15-5600-54290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.01314,-92.18708,37.2,12.8,1016.7,130599714.3
NA,NA,15-5605-56599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0898,-92.13638,12.5,4.3,1580.7,74527601.21
NA,NA,15-5606-56722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.20038,-92.1061,14,1.6,515.2,8763335.91
NA,NA,15-5627-54364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.07877,-92.14008,29,14.5,152.6,22089284.92
NA,NA,15-5627-54632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.32637,-92.15291,45.8,12.5,1147.1,141962493.9
NA,NA,15-5630-53553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.34301,-92.11241,51,8.5,12208.5,1042799946
NA,NA,15-5634-54332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.04998,-92.1326,13,5.1,44.5,2279181.74
NA,NA,15-5634-54343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.05957,-92.13549,24,6.8,158.4,10807909.77
NA,NA,15-5646-55610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2001,-92.09297,NA,NA,NA,NA
NA,NA,15-5662-53769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.54596,-92.10223,64.7,22.3,1956.6,438880000.2
NA,NA,15-5670-54304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0294,-92.07951,48.8,17,1333.2,220626008.3
NA,NA,15-5670-55575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.16956,-92.06356,22.9,11.9,194.8,23283727.02
NA,NA,15-5676-54025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.78402,-92.08944,65.3,13.9,2446.5,344845077
NA,NA,15-5678-53647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.43632,-92.08719,43,12.3,1310.7,161289711.7
NA,NA,15-5684-54631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.31937,-92.05985,5.2,2.3,113.6,2523099.88
NA,NA,15-5688-53944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.70208,-92.0698,49.4,14.5,640,93358454.4
NA,NA,15-5704-54143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.87992,-92.0409,27,2.3,499.1,18280399.34
NA,NA,15-5704-54495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.19884,-92.02659,31,5.7,1077.3,62318100.7
NA,NA,15-5735-55360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.97183,-91.95802,44,12.2,17508.9,2128401752
NA,NA,15-5737-55520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1115,-91.96123,36,10.4,2296.9,238439369.3
NA,NA,15-5747-53824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.62465,-91.91309,88.6,21.8,2215.8,483402656.8
NA,NA,15-5751-58597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.89722,-91.89389,2.7,1.6,5512.7,89898043.94
NA,NA,15-5752-53953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.70827,-91.97711,50,20.8,465.2,96755455.7
NA,NA,15-5752-55022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.66803,-91.95766,5.5,2.8,64.3,1816290.24
NA,NA,15-5755-54281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.00747,-91.98602,73.2,27.2,3598.8,983151001.5
NA,NA,15-5765-55453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.05909,-91.92916,40,13.4,2438.5,325790362.5
NA,NA,15-5770-54220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.95315,-91.94003,18.3,6.3,1208.5,76327105.3
NA,NA,15-5782-55201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.83026,-91.91356,20.4,5.5,1161.6,63260997.31
NA,NA,15-5787-53500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.28734,-91.92461,37.2,12.7,879.3,107314998.4
NA,NA,15-5802-54916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.57403,-91.89103,10.3,4.7,128,5710499.77
NA,NA,15-5808-56326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.85048,-91.85134,8.5,4.7,1519.7,71153298.26
NA,NA,15-5813-53685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.47117,-91.88797,20.8,5.1,161.7,50547.14
NA,NA,15-5816-54402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.09057,-91.86311,56.4,22.1,8467.2,1823029031
NA,NA,15-5833-54665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.34622,-91.84931,19.9,5.4,103.6,5589452.98
NA,NA,15-5837-55088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.71847,-91.86176,18,6.2,767.9,48496399.26
NA,NA,15-5842-54507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.19934,-91.85993,55.2,16.2,1612.7,258001208.2
NA,NA,15-5849-53998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.74848,-91.83244,24.7,5.9,760.7,41506500.67
NA,NA,15-5849-54406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.11265,-91.83538,16,8.4,143.5,12192181.46
NA,NA,15-5853-54894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.55072,-91.82545,50,16.1,5242,854861751.7
NA,NA,15-5858-54247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.97243,-91.79738,50.3,12.4,1813,226920672.1
NA,NA,15-5866-55770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.34437,-91.77352,13.6,4.1,863.8,35999094.98
NA,NA,15-5888-53453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.25397,-91.80679,55.5,20.2,939.9,193253409.8
NA,NA,15-5946-55139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7724,-91.68396,19.5,5,4167.7,206439990.2
NA,NA,15-5955-54404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.10844,-91.68457,114.7,36.8,2912.1,1075185560
NA,NA,15-5958-53772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.53435,-91.7363,77.6,17,1340.4,227433228.7
NA,NA,15-5965-54891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.54834,-91.66632,36,9.4,4000.1,372503189.5
NA,NA,15-5970-53925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.67977,-91.68384,37.2,13,134.3,16925999.6
NA,NA,15-5970-55554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.13856,-91.6591,24,6.7,1472.6,99070208.44
NA,NA,15-5975-53595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.38032,-91.6971,70,16.1,1517,244808484.5
NA,NA,15-5979-54059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.79669,-91.6697,14,4.8,618.3,29739077.82
NA,NA,15-5988-58262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.58151,-91.53567,7,3.8,8027.9,304349603.6
NA,NA,15-6011-55383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.99869,-91.58399,11,3.4,376.2,13120600.16
NA,NA,15-6013-53540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.33273,-91.64059,21,6,530.5,31971475.53
NA,NA,15-6015-54420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1255,-91.60496,81.1,25.3,1428.1,361536989.1
NA,NA,15-6034-54181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9101,-91.58889,51.9,16.3,1459.2,237213896.9
NA,NA,15-6038-55223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.84431,-91.57267,19,3.7,507.8,18943283.92
NA,NA,15-6046-55042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.69139,-91.55158,2.8,1.4,143,2024643.07
NA,NA,15-6048-54975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.62381,-91.54686,28.1,8.9,926.2,82543383.6
NA,NA,15-6049-54231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.95168,-91.57173,25,5.3,166.6,8792699.99
NA,NA,15-6052-53411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.20644,-91.58065,50.9,16.8,944.6,160941159.8
NA,NA,15-6059-54782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.45098,-91.54113,7,2.7,218.5,5850900.02
NA,NA,15-6060-55787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.35053,-91.51247,6.3,2.2,126.8,2981000.06
NA,NA,15-6065-54144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.89674,-91.51896,24.4,6.2,3960,246709732
NA,NA,15-6065-55009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.65928,-91.53454,34,8.9,2456.1,218733829.1
NA,NA,15-6075-53504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.29252,-91.56278,75.1,22.4,736.9,164775025.2
NA,NA,15-6076-54043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.78507,-91.53701,16,4.2,209.6,8937599.72
NA,NA,15-6090-55164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.79986,-91.50461,22,5.6,3645.8,202602391.1
NA,NA,15-6098-53616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.40578,-91.51269,33,9.6,233.2,22450405.49
NA,NA,15-6111-54547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.23546,-91.47242,29.9,6.9,346.7,24991801.19
NA,NA,15-6126-53450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2466,-91.47747,85.7,18.2,537.6,100073682.5
NA,NA,15-6135-54228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.96026,-91.44366,30.5,6.3,5516.4,353070543.2
NA,NA,15-6136-53934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.68333,-91.42721,37.2,8.7,1792.5,159914694.4
NA,NA,15-6137-55606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.19345,-91.38973,33.5,7.2,3369.3,243153330.6
NA,NA,15-6143-55885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.43634,-91.3911,17,6.9,473.8,33271801.3
NA,NA,15-6144-53765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5358,-91.43887,39.3,12.9,557.1,72252904.71
NA,NA,15-6146-53867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.63384,-91.37177,74.7,17.7,5355.7,1072407612
NA,NA,15-6146-55661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.24067,-91.3921,18,7.8,685.2,53279383.68
NA,NA,15-6164-54885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.54021,-91.40065,24.4,12.4,1560.8,195266138.4
NA,NA,15-6183-53673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.44918,-91.39669,NA,NA,NA,NA
NA,NA,15-6207-55385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.98409,-91.28781,25,7.5,4326,325004945.2
NA,NA,15-6217-55096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.72761,-91.31415,15.9,5.3,1654.2,90534600.67
NA,NA,15-6217-56090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6223,-91.28022,40.9,8.8,1555.6,130996800.7
NA,NA,15-6228-53450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.22804,-91.35112,79.3,18,3011.8,545322038.8
NA,NA,15-6233-55269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.88748,-91.2871,32,10,102,10210285.28
NA,NA,15-6244-55581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.16413,-91.26503,18.8,6.3,592,41265001.25
NA,NA,15-6250-53348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1557,-91.32066,76.3,21.1,719.3,152597885.4
NA,NA,15-6253-53286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.10453,-91.32542,29.7,11.9,83,9861902.18
NA,NA,15-6259-55257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.86702,-91.24927,9,3.7,789.7,29393842.26
NA,NA,15-6263-53964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7076,-91.27802,47,15.9,623.9,99948942.89
NA,NA,15-6286-56283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.79425,-91.17578,22.6,5.2,3989.2,217297581.9
NA,NA,15-6300-55346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.95125,-91.19549,27.1,6.6,1446.1,95125801.85
NA,NA,15-6304-54898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.54735,-91.20672,18.3,6.3,3739.1,234271813.3
NA,NA,15-6317-54251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.96092,-91.20674,4.8,1.8,68.2,1254771.33
NA,NA,15-6321-55100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.72882,-91.1675,4.6,1.9,115.8,2260999.97
NA,NA,15-6332-53357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.16447,-91.2036,39.3,11.7,318.3,36749700.12
NA,NA,15-6340-53970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.71744,-91.15971,54.9,13.2,1726.2,230036834.6
NA,NA,15-6345-54482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.15786,-91.17121,27.8,9.2,1254.4,118827195.3
NA,NA,15-6348-53492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2938,-91.17707,45,11.6,630.5,73331427.47
NA,NA,15-6375-53394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.19347,-91.14873,32.6,10.9,175.4,19445598.65
NA,NA,15-6378-55460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0521,-91.07599,3,2,109.3,2223999.94
