BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,lat,long,maxDepth,meanDepth.,surfaceArea,lakeVolume
NA,NA,15-6383-54085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.80983,-91.09871,15.3,4.9,1668.8,72181900.21
NA,NA,15-6386-53456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.24321,-91.14132,30.2,9.4,194,18251837.39
NA,NA,15-6401-54050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7846,-91.09824,16.2,6.1,1672.9,97856195.49
NA,NA,15-6444-55569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.14869,-90.97855,17,5,246.7,12434999.85
NA,NA,15-6448-54598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.27585,-91.01053,14.3,4,555.7,21951999.51
NA,NA,15-6457-55062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.69831,-90.97644,12.3,1.8,1767.3,31150798.74
NA,NA,15-6471-56202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.71702,-90.90662,31,5.7,596.3,34178029.16
NA,NA,15-6480-53625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.39067,-90.99822,31,7,726.2,51066122.22
NA,NA,15-6483-54441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.12366,-90.96809,23,5.6,332.5,18498629.01
NA,NA,15-6493-54089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.82795,-90.97053,14,3.8,278.5,10575302.02
NA,NA,15-6500-55194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.80966,-90.93897,34.4,9.5,4161.8,396112009.3
NA,NA,15-6508-53496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.29466,-90.97617,31.3,6.9,2470,171962585.6
NA,NA,15-6523-56318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.82132,-90.87326,39,6,6693.6,378857988.3
NA,NA,15-6531-54804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.45958,-90.89168,9.8,1.9,1003.3,18203899.31
NA,NA,15-6578-54141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.86818,-90.84937,12.5,5.2,2225.6,117114393.2
NA,NA,15-6587-53594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.3689,-90.85668,15,5.3,104.7,5548221.48
NA,NA,15-6600-55380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.92729,-90.89686,93,13.6,24047.8,2912127175
NA,NA,15-6617-56410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.89944,-90.69978,24,6.9,412.6,28814535.02
NA,NA,15-6620-56188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.70008,-90.70631,41.2,6.3,3572.4,287872202.6
NA,NA,15-6648-53638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.41068,-90.77609,18,4.4,429.4,18892271.03
NA,NA,15-6720-56440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.92614,-90.55398,30.5,7.3,925.7,64991900.81
NA,NA,15-6723-53466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.24446,-90.6759,39.7,8.4,6622.1,577063157.4
NA,NA,15-6733-56270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.76686,-90.54351,24.4,6.3,1514.9,95453807.97
NA,NA,15-6742-56100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.61813,-90.53714,19.2,4.6,1147.7,50397597.83
NA,NA,15-6747-53842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.58834,-90.62706,74.7,24.3,1044.9,249463786.2
NA,NA,15-6758-53944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.68673,-90.6148,17.5,3.6,540.6,19742400.36
NA,NA,15-6767-55061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.68166,-90.53998,20.6,3.5,725.4,25420763.53
NA,NA,15-6775-54775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.42645,-90.55214,26.5,6.5,1962.7,131397500
NA,NA,15-6795-56370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.86908,-90.43634,23.2,5.1,1429.7,78835801.02
NA,NA,15-6804-53764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.51628,-90.55746,33.6,11.5,369.6,44171500.7
NA,NA,15-6812-53794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.54321,-90.54489,38.4,15.7,86.9,13706100.31
NA,NA,15-6824-55113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.72717,-90.47071,27,6.5,1994.5,131917500
NA,NA,15-6825-55952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4823,-90.42741,53,7.9,12524,951262696.1
NA,NA,15-6827-54135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.87653,-90.51282,24.4,6.8,24510.9,1639670499
NA,NA,15-6828-53703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.46221,-90.52889,11.8,5.7,653.1,40350300.04
NA,NA,15-6832-53585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.35538,-90.52995,49.4,13.6,968.3,130492003.7
NA,NA,15-6832-55663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.22294,-90.43085,8,3.1,240.1,7548343.32
NA,NA,15-6843-53443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.22431,-90.52344,21.4,5.2,559.7,29096110.72
NA,NA,15-6844-53328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.12228,-90.52495,36,15.3,1053.7,166953594.6
NA,NA,15-6863-55732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.28283,-90.38144,38,3.5,1114.3,44300611.38
NA,NA,15-6867-53877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.63351,-90.44608,37,6.4,1903.6,109786588
NA,NA,15-6869-55111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.72309,-90.40666,15.3,4.1,1098.8,45620696.94
NA,NA,15-6881-55875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.41174,-90.35324,10,2.7,152.8,4139207.6
NA,NA,15-6889-55829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3698,-90.34435,21.1,2.9,283.6,8163500.27
NA,NA,15-6890-55500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.06571,-90.35308,42.3,5.6,10651.1,601266411.6
NA,NA,15-6895-56512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.98287,-90.30102,14.9,3,5508.4,198191997.1
NA,NA,15-6904-53837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.57454,-90.42999,54.9,18.1,3407.2,553914320.5
NA,NA,15-6908-55246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.84777,-90.35099,7,3.5,202.1,7103174.8
NA,NA,15-6908-56374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.85869,-90.28963,49.7,6.5,4013.9,260875724.9
NA,NA,15-6910-53378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.16665,-90.42954,3.7,2.1,117,2457542.27
NA,NA,15-6913-53983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.71886,-90.39423,35,7.4,2163.3,169430409.4
NA,NA,15-6931-55274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.87008,-90.31323,11.5,3.8,503.9,19296399.29
NA,NA,15-6958-53562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.32507,-90.37651,15.2,5.9,1236,73592201.6
NA,NA,15-6959-55251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.84691,-90.27474,16.8,4.8,427.2,20758734.44
NA,NA,15-6959-55928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.45836,-90.23117,19,3.7,442,16192213.02
NA,NA,15-6978-59597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.78346,-90.00721,36.6,10.3,63882.8,6630818736
NA,NA,15-6979-53586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.35246,-90.32642,11,3.5,173.2,5904499.89
NA,NA,15-6979-55108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.71999,-90.24726,23.5,6,681.4,40625998.54
NA,NA,15-6981-54703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.39128,-90.27892,21.4,4.1,5176.7,194221099.5
NA,NA,15-6985-55358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.94546,-90.21669,47,12.8,2947.3,361395192.9
NA,NA,15-6988-53913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.64304,-90.30157,36.6,6.1,5971.7,362115459.1
NA,NA,15-7008-55644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.19687,-90.18618,15.5,3.2,3525.3,113532798.6
NA,NA,15-7012-54867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.53029,-90.19699,18,2.1,1335,28434763.52
NA,NA,15-7020-53669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.42444,-90.26943,6.7,2.6,125.6,3343314.65
NA,NA,15-7025-53379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.15855,-90.26498,54.9,17.8,3234.4,589963157.3
NA,NA,15-7026-53901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.64559,-90.26705,25,9.7,1799.1,165549377.8
NA,NA,15-7031-55216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.81424,-90.17712,30.5,9.7,1221.8,122801997.6
NA,NA,15-7043-56488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.95093,-90.10466,10,2.1,2926.6,60282599.31
NA,NA,15-7048-55476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.06193,-90.1059,61.5,7.9,3290,246187706.8
NA,NA,15-7050-54058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.77457,-90.20796,32.9,9.4,1764.9,169801595.4
NA,NA,15-7053-53459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.23175,-90.24029,23.8,7.3,729.9,68269602.67
NA,NA,15-7067-53777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.51593,-90.20803,3,1.2,545.9,6645207.82
NA,NA,15-7071-54348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.04034,-90.16612,2,1.7,382.8,6540686.52
NA,NA,15-7080-54418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.09563,-90.15218,1.2,0.6,266.1,1647600.1
NA,NA,15-7085-54809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.44536,-90.13101,9,2.9,426.9,12333700.05
NA,NA,15-7088-54764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.40645,-90.12211,14,4,280.1,10908000.49
NA,NA,15-7089-53866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.61245,-90.17507,12.2,3.9,2309.4,91101557.01
NA,NA,15-7091-53688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.44209,-90.17355,14.9,6.6,614.6,41197200.21
NA,NA,15-7111-54802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.43642,-90.08177,10,2.9,302.6,8850800.65
NA,NA,15-7156-54333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.01629,-90.04908,12.2,4.7,3494,163259198
NA,NA,15-7163-54881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.50753,-90.01676,15.3,5.4,931.6,48918602.18
NA,NA,15-7307-50900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.92549,-90.00708,5.3,1.6,120.7,1999920.96
NA,NA,16-2773-53446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.22119,-90.00085,6.4,2,2871.3,60300000
NA,NA,16-2832-54685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.33108,-89.98319,23,5.3,179.7,9570161.52
NA,NA,16-2858-55459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.02724,-89.98958,15,5,103.2,5200740.38
NA,NA,16-2863-55212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.80782,-89.97097,16,3.3,2429.9,81302383.53
NA,NA,16-2880-54647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.29861,-89.919,4.8,1.8,52.9,934407.11
NA,NA,16-2890-55711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.25964,-89.95835,8,2.2,417.1,9435278.52
NA,NA,16-2901-53647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4031,-89.83696,13.9,3.6,39.4,1427183.07
NA,NA,16-2934-56630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.07903,-89.9514,3.2,1,65.4,644283.68
NA,NA,16-3020-56135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.64342,-89.78198,46.1,7,6260.9,475692006.8
NA,NA,16-3040-55939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.46972,-89.76793,20,5.4,1676.9,90022242.66
NA,NA,16-3068-56476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.92925,-89.78041,6,1.2,462.2,5573179.81
NA,NA,16-3069-55034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.65403,-89.68153,16.8,5.3,1957.5,119477906.9
NA,NA,16-3076-55545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.11625,-89.6922,13.5,4.5,310.4,12271500.55
NA,NA,16-3103-54530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.20226,-89.61011,30,5.3,1558.5,83803599.9
NA,NA,16-3132-54041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.77812,-89.51281,117,29.6,14552.4,4382072799
NA,NA,16-3199-53954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.68599,-89.45228,33.6,11.7,430.8,50988597.74
NA,NA,16-3207-54488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.16785,-89.45932,5,2.1,100.9,2034899.94
NA,NA,16-3223-54503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.18251,-89.43716,12,3.7,121.7,4767353.64
NA,NA,16-3237-55525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.10119,-89.46517,24,7.4,115.3,8783799.89
NA,NA,16-3240-55701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.26074,-89.47701,41.1,9.8,941.5,83290204.01
NA,NA,16-3297-55263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.86587,-89.37235,73,23.3,117.3,26701798.77
NA,NA,16-3319-54724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.38988,-89.32933,7.1,3.3,111.7,4075324.19
NA,NA,16-3346-55390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.97411,-89.3113,71.7,16.1,3730.3,604849365.5
NA,NA,16-3411-55531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.11444,-89.2204,44.5,11.3,795,89416900.13
NA,NA,16-3431-54406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.10807,-89.15595,13.7,3.3,177.1,5940186.14
NA,NA,16-3483-54344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.04481,-89.07437,23,9.8,93.9,9506000.19
NA,NA,16-3488-53829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.58443,-89.04505,14,2.7,41.2,1103654.57
NA,NA,16-3492-57692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.06298,-89.1905,7,2.5,2709.5,69269409.57
NA,NA,16-3500-55543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.12945,-89.09663,42.7,15.2,1151.8,175918051.8
NA,NA,16-3534-54692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.35977,-89.01858,15,5.2,386.2,20175999.26
NA,NA,16-3557-55322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.92643,-89.01587,47.6,22.2,244.9,54767401.2
NA,NA,16-3576-55491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.08021,-88.98877,38.5,10.5,1727,184337997.4
NA,NA,16-3593-54568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.25292,-88.94318,7.6,4,503,2024.32
NA,NA,16-3601-56788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.25607,-88.99587,19,3.6,4087,146802102.3
NA,NA,16-3610-55699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.27741,-88.96094,15.4,7.8,126.1,9933498.87
NA,NA,16-3634-54687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.35824,-88.87211,52.4,18.5,4874.4,944498981.9
NA,NA,16-3637-55505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.09411,-88.90322,NA,NA,NA,NA
NA,NA,16-3646-55478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.07008,-88.89478,16,7.2,228.4,15991200.02
NA,NA,16-3657-54310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.01989,-88.83585,32,13.2,234.1,30973474.07
NA,NA,16-3663-55543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1269,-88.87219,36,9.6,611.4,58874168.25
NA,NA,16-3666-53602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.38319,-88.80144,15.2,6.7,775.5,52112615.65
NA,NA,16-3680-53921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6695,-88.79215,21,8.3,46.3,4058700.22
NA,NA,16-3700-54335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.04188,-88.77821,12,5.4,41.1,2316600.12
NA,NA,16-3706-53956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.70281,-88.75896,13.1,5.9,34.9,1740500.03
NA,NA,16-3708-54345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.05233,-88.76841,29,10.2,179.3,18295555.29
