BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,maxDepth,meanDepth,lat,long,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,NtoPratio
1,6,15-7089-53866,Lower Shebandowan,2008-05-29,2008,2.2,12.2,3.9,48.61245,-90.17507,20.4,7.78,2.48,30.4,62.8,5.08,6.9,0.545,1.71,2.02,14,4,338,6.92,7.8,2.58,3.75,65,2.8174786560084524
1,6,16-3237-55525,Maggotte,2008-05-29,2008,1.5,24,7.4,50.10119,-89.46517,3.98,2.02,0.21,113,17.2,1.22,12.3,0.44,0.67,0.68,14,48,411,5.88,20.8,2.98,1.15,202,1.9800438059638323
1,6,16-3666-53602,Marie Louise,2008-05-22,2008,2.5,15.2,6.7,48.38319,-88.80144,91.9,23.8,2,14.8,192,21.7,7.5,0.705,2.38,1.42,8,6,407,7.96,8.6,2.6,4.75,101,2.7776983761702247
1,6,16-2901-53647,Marks,2008-05-23,2008,1.8,13.9,3.6,48.4031,-89.83696,18.5,8.1,0.3,81.2,57.4,4.58,11.9,0.675,1.63,0.925,40,102,561,7.09,25.1,2.6,5.85,100,1.9616377964078353
1,6,15-6824-55113,Metionga,2008-05-23,2008,1.7,27,6.5,49.72717,-90.47071,13.6,4.32,0.25,71.4,34.6,3.28,9.5,0.565,1.31,0.995,18,72,357,7.1,10.2,3.32,1.5,182,2.520434466590499
1,6,15-7026-53901,Middle Shebandowan,2008-05-29,2008,2.3,25,9.7,48.64559,-90.26705,20.3,7.54,2.45,33.4,60.2,5.22,7.3,0.57,1.66,2,18,42,355,6.77,10,2.76,3.1,329,2.53937707478639
1,6,15-7156-54333,Muskeg,2008-05-21,2008,1.7,12.2,4.7,49.01629,-90.04908,27.1,7.9,0.26,60,60.4,6.94,10.6,0.525,2.74,0.965,28,90,529,7.34,19.4,2.46,1.2,709,2.111212937655596
1,6,16-3593-54568,Muskrat,2008-05-22,2008,1.5,7.6,4,49.25292,-88.94318,26.7,7.52,1.8,58.4,68.2,6.88,11.2,0.5,2.69,2.98,30,60,489,7.4,15.4,5.2,2.25,102,2.259368264287398
1,6,16-3680-53921,Nalla,2008-08-13,2008,4.4,21,8.3,48.6695,-88.79215,NA,3.42,0.22,29.6,29.4,NA,8,0.325,1.32,0.775,8,8,303,NA,3.6,2.84,2.7,NA,4.367438237612643
1,6,15-6828-53703,Nelson,2008-05-18,2008,2,11.8,5.7,48.46221,-90.52889,9.65,NA,0.39,81,34,2.38,13.3,NA,NA,NA,12,46,477,6.65,12.4,2.82,2.5,168,2.441959125902566
1,6,15-6844-53328,North,2008-05-18,2008,6,36,15.3,48.12228,-90.52495,43.8,NA,1.01,7.6,102,10.6,3.3,NA,NA,NA,10,46,212,7.38,13.6,3.96,4.65,258,2.0467129176140277
1,6,15-6723-53466,Northernght L.,2008-05-18,2008,2,39.7,8.4,48.24446,-90.6759,10.1,NA,0.56,63.8,35.4,2.62,11.9,NA,NA,NA,12,88,424,6.66,12,2.28,2.35,86,2.4265827231225123
1,6,16-3346-55390,Obonga,2008-05-29,2008,2.1,71.7,16.1,49.97411,-89.3113,18.7,6.86,0.31,77.2,49,4.9,10.1,0.595,1.88,0.855,8,108,332,6.65,6.9,3.06,2.1,179,2.9834040031093334
1,6,15-6981-54703,Pakashkan,2008-05-21,2008,1.8,21.4,4.1,49.39128,-90.27892,25.7,7.48,0.21,45.2,57.4,6.74,6.6,0.775,2.1,1.12,14,84,398,7.37,12,4.28,1.5,65,2.401207338832289
1,6,16-3488-53829,Penassens,2008-08-14,2008,2.8,14,2.7,48.58443,-89.04505,NA,2.36,0.1,33.8,19.8,NA,7.6,0.135,0.87,0.57,16,8,350,NA,4,1.68,1.4,NA,4.151858902393787
1,6,16-4521-55219,Pinel,2008-05-23,2008,1.7,28,1.9,49.85723,-87.67222,38.3,12.8,0.25,105,81.8,9.38,14,0.29,2.71,0.47,34,34,512,7.55,8.9,1.38,1.15,280,2.839272772941446
1,6,16-3964-54451,Purdom,2008-05-22,2008,1.5,8.2,3.2,49.15261,-88.4217,20.4,6.72,0.32,65.6,50.2,4.98,10.9,0.49,2.06,0.85,30,76,464,7.3,12.5,3.04,2.4,161,2.4233759984316294
1,6,16-3610-55699,Randolph,2008-05-23,2008,2,15.4,7.8,50.27741,-88.96094,28.7,9.66,2.32,62.8,74.2,7.64,6.2,0.975,2.12,1.91,18,84,236,7.37,7.4,4.4,2,NA,2.7119198236255007
1,6,15-7080-54418,Ricestalk,2008-05-21,2008,1.3,1.2,0.6,49.09563,-90.15218,12.3,4.24,0.17,125,31.8,3.42,16.1,0.49,1.56,0.705,18,4,546,6.76,14.4,2.44,0.9,377,2.356937827861493
1,6,16-3223-54503,Rinker,2008-05-22,2008,1.7,12,3.7,49.18251,-89.43716,24.8,8.28,0.27,60.2,57,6.4,10,0.4,1.9,0.865,30,50,455,7.24,12.2,3.6,1.9,189,2.438842434637203
1,6,16-3076-55545,Sandison,2008-05-23,2008,1.3,13.5,4.5,50.11625,-89.6922,4.62,1.94,0.16,90.6,16.6,1.2,10.5,0.465,0.66,0.615,18,50,320,6.53,7.3,2.16,1.2,108,2.8821839070938515
1,6,15-7053-53459,Sandstone,2008-05-21,2008,3,23.8,7.3,48.23175,-90.24029,32,9.44,2.71,33.2,85.8,8.22,6.9,0.4,1.89,1.4,10,96,346,7.41,10.1,2.86,4.35,154,2.517550234855118
1,6,16-3240-55701,Shawanabis,2008-05-23,2008,2.2,41.1,9.8,50.26074,-89.47701,4.22,2.06,0.22,74.8,17.8,1.28,9.1,0.48,0.605,0.575,18,68,291,6.46,6.1,1.68,1.3,NA,3.10962651185685
1,6,15-6988-53913,Shebandowans,2008-05-29,2008,2.4,36.6,6.1,48.64304,-90.30157,21.5,8.09,1.92,29.7,61.5,5.46,6.7,0.547,1.65,1.707,13,17,333,6.9,8.33,2.47,3.33,146,2.7246700161351645
1,6,16-3646-55478,Snowshoe,2008-05-29,2008,2,16,7.2,50.07008,-88.89478,19.3,7.02,0.32,64.2,49.6,5,9.9,0.52,1.81,1.11,32,30,411,6.72,22.1,2.52,2.3,92,1.94150235962225
1,6,15-7031-55216,Sparkling,2008-05-23,2008,2.5,30.5,9.7,49.81424,-90.17712,5.54,2.3,0.32,47.2,21.8,1.64,8,0.43,0.765,0.75,12,56,303,6.54,6.2,2.24,1.5,144,3.104541534974049
1,6,15-6843-53443,Sunbow,2008-05-18,2008,2.7,21.4,5.2,48.22431,-90.52344,13.4,NA,0.74,37.6,41.6,3.76,8.6,NA,NA,NA,14,102,442,6.86,12.7,1.84,2.4,NA,2.3893575630891783
1,6,15-6832-53585,Titmarsh,2008-05-18,2008,3.3,49.4,13.6,48.35538,-90.52995,10,NA,0.29,20.8,35.2,3.18,6,NA,NA,NA,8,76,244,6.78,6,1.84,2.5,184,3.0402102059250744
1,6,16-3744-54268,Unknown,2008-05-22,2008,4,25,7.7,48.98106,-88.72206,14.9,4.26,0.22,5.4,39,3.96,3.1,0.29,1.71,0.655,20,10,269,7.21,6.2,0.26,3.05,109,3.0398979501600545
1,6,16-3723-53954,Upper Hunters,2008-05-29,2008,4,8.2,1.8,48.69995,-88.73578,5.25,2.18,0.15,59.8,20.2,1.46,6.9,0.155,0.835,0.495,32,22,325,6.23,8.3,1.56,1.75,87,2.7178116045412963
1,6,15-6867-53877,Upper Shebandowan,2008-05-29,2008,2.8,37,6.4,48.63351,-90.44608,23.8,8.96,0.82,25.4,61.4,6.1,6,0.525,1.59,1.1,8,4,306,7.01,7.2,2.08,3.15,44,2.8794133046013544
1,6,16-3576-55491,Wabinosh,2008-05-29,2008,1.7,38.5,10.5,50.08021,-88.98877,24.3,8.08,0.8,62.6,58.4,6.08,8.8,0.695,2.1,1.24,18,88,306,6.95,9.2,3.18,1.8,167,2.5667600377570268
1,6,16-3483-54344,Walotka,2008-05-22,2008,3.9,23,9.8,49.04481,-89.07437,11.3,3.86,0.23,25.6,34.8,3.2,5.7,0.315,1.55,0.695,8,116,256,6.96,3.9,1.72,2.95,161,4.000281721355053
1,6,15-7048-55476,Wapikaimaski,2008-05-23,2008,1.7,61.5,7.9,50.06193,-90.1059,8.57,3.22,0.22,81.4,26,2.12,10,0.535,0.96,0.78,22,68,350,6.84,8.6,2.2,1.3,137,2.7079722993157263
1,6,16-3500-55543,Waweig,2008-05-29,2008,4,42.7,15.2,50.12945,-89.09663,21.7,6.86,1,38.8,54,5.64,6.5,0.79,1.87,1.39,14,68,279,6.78,11.6,3.12,1.65,184,2.2896388391534703
1,6,15-6958-53562,Weikwabinonaw,2008-05-23,2008,1.6,15.2,5.9,48.32507,-90.37651,10.1,3.98,0.63,69.2,34,2.84,10.4,0.34,1.26,1.05,16,98,441,6.77,10.1,2.6,2.25,188,2.6219875147935796
1,6,16-2832-54685,West Arm Armistice,2008-05-23,2008,1.5,23,5.3,49.33108,-89.98319,26.1,7.88,0.26,79.6,58.6,7.08,13.2,0.61,2.56,0.99,12,72,439,7.14,10.5,2.98,1.25,205,2.577341578380598
1,6,16-2773-53446,Whitefish,2008-05-27,2008,2.5,6.4,2,48.22119,-90.00085,58.7,18.6,3.05,22.8,138,13.2,5.1,0.595,4.52,2.28,32,4,470,7.26,18.2,3.2,3.1,NA,2.1166683390156873
1,7,16-4420-54651,Barbara,2012-05-04,2012,6.5,54.9,14,49.34384,-87.80103,21.4,7.6,0.2,33.6,56.6,5.4,8,0.4,1.8,0.5,2,146,258,7.6,3.5,1.6,2.1,NA,4.335389471047461
1,7,16-4450-54254,Buckaday,2012-05-04,2012,3.2,33.6,7.1,48.98064,-87.75228,5.7,2.5,0.3,57.4,23.8,1.5,10.3,0.3,0.7,0.7,12,84,347,6.8,13,2.1,2.2,219,2.273802811858989
1,7,16-5188-55331,Burrows,2012-05-04,2012,2.5,18.3,2.9,49.9523,-86.73837,62.9,21.7,2.8,48.8,156,16.5,11.8,0.4,4.5,2,20,8,394,7,12.3,1.8,0.9,86,2.373838446857292
1,7,16-5042-54260,Cairngorm,2012-05-05,2012,3.5,61,14.7,48.99187,-86.93716,5.5,2.7,0.2,49.8,25.2,1.6,8.6,0.5,0.6,0.5,10,160,242,6.8,4.8,1.4,3.3,60,3.454083351709625
1,7,16-4995-54471,Catlonite,2012-05-05,2012,2.4,35.1,11,49.17841,-87.00698,21.7,8.2,0.5,65.6,60,5.2,11.7,0.5,2,0.7,10,102,340,7.6,11,1.8,2.2,90,2.4218415583585906
1,7,16-5538-55350,Chipman,2012-05-04,2012,4.5,55.7,14.7,49.98361,-86.23982,69.4,24.4,1.2,41.4,165,18.1,11.3,0.4,5.3,1.1,8,60,340,8,11.1,2.3,1.3,NA,2.4128508824981605
1,7,16-5087-55041,Kenogamisis,2012-05-05,2012,2.5,9.2,1.9,49.70602,-86.85844,54.3,20.1,3.3,54.4,151,14.2,11.8,0.6,4.6,2.3,28,10,402,8,15.7,1.7,4.5,112,2.1727098612665503
1,7,16-4348-54546,Kilgour,2012-05-04,2012,2.2,23.2,8.1,49.24343,-87.89394,9.4,3.9,0.2,95.2,30.8,2.3,14.2,0.3,1.1,0.5,6,92,400,7,8.2,2.5,1.7,204,2.831281229489068
1,7,16-5818-55170,Klotz,2012-05-04,2012,3.8,19.8,7.8,49.80202,-85.86278,88.1,30.5,4.9,37.2,216,22.5,10.9,0.4,6.9,3.5,22,8,382,8.1,13.7,2.6,1.4,NA,2.265307845800309
1,7,16-5079-54800,Long,2012-05-04,2012,6,186.1,39.2,49.47507,-86.89059,61.6,21.9,1.8,35.4,154,15.8,10.2,0.6,4.1,1.5,2,154,290,8,7,2,2.3,NA,2.8928323963085525
1,7,16-5406-54956,McKay,2012-05-04,2012,5,48.8,9.4,49.6134,-86.43808,75.8,25.1,0.8,17.8,177,19.6,8.7,0.7,5.4,1,12,24,283,8.1,9.9,1.6,1.6,NA,2.4519398693651024
1,7,16-4688-55390,Onaman,2012-05-05,2012,2.7,18.9,2.2,50.00783,-87.44852,27.9,9.6,0.2,17.2,70,7.3,9,0.2,2,0.3,46,46,529,7.8,16.2,0,0.7,98,2.246795588106382
1,7,16-4548-54782,Parks,2012-05-04,2012,4.2,21.4,2.8,49.45125,-87.64326,23.5,8.5,0.5,55.6,61.2,5.7,11,0.5,2,0.5,8,86,331,7.6,6.4,1.5,1.8,50,3.0999111530888337
1,7,16-5774-55353,Shacabac,2012-05-04,2012,4,6.4,1.6,49.96674,-85.92055,28.5,10.6,0.5,40.2,70.4,7.5,13.2,0.2,2,0.4,12,2,534,7.7,19,0.2,0.4,139,2.1292361680081564
1,7,16-4747-54847,South Beatty,2012-05-04,2012,3.5,5.9,2.6,49.52071,-87.3487,55.7,18.7,0.4,60.8,132,13.8,13.3,0.5,4.2,0.6,14,2,420,8,8.6,2.2,1.1,82,2.792228764047368
1,7,16-4824-54701,Wig,2012-05-04,2012,5,9.8,3.2,49.38507,-87.24311,69.9,24.4,0.4,30.8,166,17.8,11.2,0.7,5.1,0.6,12,2,385,8.1,8.8,2.9,1.4,NA,2.723405029045958
1,7,16-4882-55089,Wildgoose,2012-05-05,2012,3.5,15.9,3.6,49.72631,-87.17505,81.8,34,4.2,21.2,290,21.8,8.7,0.4,5.7,2.9,20,30,314,8.3,8.3,1.9,1.2,NA,2.701637885922852
1,7,16-4802-54759,Wintering,2012-05-04,2012,4.5,36.6,4.8,49.43486,-87.28556,70.3,24.2,0.5,34.8,164,18.1,10.5,0.6,4.5,0.7,14,16,356,8.1,9,2.3,1.5,49,2.660544158056496
1,12,18-3280-50833,Allumette,2008-05-13,2008,2.5,84.5,10.1,45.891,-77.223,14,5.5,2.37,50,55.4,3.7,6.6,0.68,1.6,2.58,24,116,349,6.9,12.6,2.16,5.95,205,2.303806193561152
1,12,17-7120-51253,Holden,2009-05-12,2009,2.2,99,17.1,46.245,-78.004,9.71,4.28,1.03,66.4,39.4,2.6,7.6,0.555,1.24,1.47,4,126,287,6.83,11.5,2.16,5.15,299,2.3091876028679126
1,12,18-3577-50825,Lac Coulonge,2008-05-14,2008,2.5,19,3.8,45.8734,-76.814,12.5,5,1.79,52.6,49.8,2.88,6.9,0.63,1.46,2.33,16,126,324,7.04,14.8,2.12,6,40,2.140051497900692
1,12,18-3854-50393,Lac des Chats,2009-05-12,2009,3.3,22,4.9,45.5,-76.47222,13.4,5.4,1.61,65.4,48.6,3.52,7.4,0.66,1.51,1.86,14,122,316,6.97,16.4,2.28,5.3,335,2.053271016607651
1,12,18-4334-50239,Lac Deschenes,2009-04-30,2009,1.8,37,5.2,45.36995,-75.85265,18.9,7.56,2.3,62.2,62.2,4.7,7.4,0.735,1.87,2.62,16,148,288,7.28,15.3,2.32,5.4,354,2.071158182863509
1,12,18-5390-50495,Lac Dollard-des-Ormeaux,2009-04-30,2009,1.5,34,6.1,45.59411,-74.48757,20.5,8.32,3.05,62.8,66,5.12,7,0.74,1.99,2.89,40,146,318,7.28,21.3,2.24,5.45,452,1.8810416121951263
1,12,18-3662-50545,Lac du Rocher-Fendu,2009-05-12,2009,1.9,49,7.9,45.63544,-76.68752,12.2,5.14,1.5,63.6,45.6,3.26,7.4,0.62,1.47,1.82,4,138,307,6.97,13,2.26,5.35,310,2.226209360353432
1,12,18-3485-50735,Lower Allumette,2010-04-13,2010,2,17,2.7,45.78736,-76.94457,20.7,7.04,2.66,50.6,67,4.92,6.8,0.73,2.03,2.73,6,142,266,7.42,13.4,2.4,5.4,183,2.1454237165543044
1,15,17-6025-50535,Ahmic,2012-04-16,2012,2.1,24.4,7.3,45.63437,-79.69545,5.8,2.6,3.3,43.8,39.2,1.5,5.7,0.6,0.8,2.5,26,174,286,6.7,12.5,2.6,4.8,265,2.23244603257061
1,15,17-7255-49721,Alder,2008-05-07,2008,3,18.3,6.5,44.86839,-78.14583,13.1,NA,0.51,57.8,25.8,1.1,8.2,NA,NA,NA,28,68,389,7.23,9.8,1.28,4.8,NA,2.6014159049999055
1,15,18-2779-50548,Aylen,2008-05-06,2008,6.1,67.1,22.5,45.61836,-77.85586,9.02,3.7,0.51,12.6,43.8,2.6,3.3,0.67,1.52,1.15,6,100,178,6.93,3.5,1.98,7.35,107,4.045755531134566
1,15,18-3681-50211,Balmer,2010-08-25,2010,2.8,4.8,2.4,45.33239,-76.68411,98.4,26.7,2.92,13.8,210,24.6,7.8,1.33,11,1.8,40,2,493,8.47,9.3,3.76,8.45,NA,2.7672982461345628
1,15,18-2642-49981,Baptiste,2011-05-04,2011,3,32,4.7,45.11648,-78.00344,12.3,5.6,1.4,36.4,44.8,3.4,4.9,0.7,0.9,1.5,22,140,245,7,8.7,2.6,4.7,275,2.5297905209977034
1,15,18-2782-50364,Bark,2010-05-06,2010,3,87.5,24.3,45.4552,-77.84943,5.39,2.88,2.2,23.4,34.4,1.46,4.6,0.5,0.95,1.96,2,90,231,6.29,6.8,2.34,5.4,98,2.8179084552640945
1,15,17-6539-50341,Bella,2011-05-09,2011,4.2,36.6,12.8,45.44431,-79.03118,5.1,3.1,1.4,12.6,29.6,1.6,2.7,0.5,0.8,1.2,24,18,194,6.8,7.2,1.5,4.5,134,2.650254778460429
1,15,17-6257-50660,Bernard,2009-05-15,2009,2.1,47.9,15.1,45.73885,-79.38526,6.72,3.8,9.81,17.2,62.6,1.92,3.5,0.785,0.925,6.18,12,72,214,6.87,8.3,0.92,5.35,65,2.5215502526564255
1,15,17-5971-50688,Big Deer,2011-05-17,2011,2,18,3.2,45.7668,-79.7507,13,6.5,0.6,34.4,39,3.6,7,0.4,0.7,0.6,24,46,300,7,8.8,1.3,3.1,169,2.6093238585682625
1,15,17-6532-49909,Bigwind,2008-05-15,2008,4.7,36.3,9.9,45.05711,-79.05464,2.63,2.04,0.55,16.8,22.2,0.8,3.2,0.305,0.565,0.815,14,84,224,6.46,6.3,0.8,5,184,2.9155299466444435
1,15,18-3469-50088,Black Donald,2009-05-12,2009,4,42.7,15.8,45.21682,-76.93969,29.1,11.3,3.22,30.6,83,7.38,5.4,0.705,1.95,2.37,20,50,301,7.4,11.2,2.14,5.9,114,2.3537759896723074
1,15,17-6254-50307,Buck,2011-05-17,2011,1,23.5,9.9,45.42025,-79.39479,2,2,0.7,85.6,18.4,0.8,9.3,0.4,0.4,0.9,34,76,348,6,11.8,1.8,3.2,498,2.3631734499007804
1,15,18-2916-50515,Burns,2010-06-21,2010,5.7,6.1,2.8,45.5871,-77.67143,20.8,7.68,10.2,10,66.8,6.1,5,0.915,2.57,1.82,36,16,393,7.51,9.1,0.28,2.95,NA,2.691985694575347
1,15,18-3634-50151,Calabogie,2010-04-14,2010,5.6,24.4,5.2,45.27732,-76.74264,39.4,14.4,3.42,23.4,102,9.72,4.6,0.72,2.46,2.52,8,92,246,7.46,7.1,2.88,5.7,108,2.7890131584374114
1,15,17-7116-49585,Catchacoma,2008-05-16,2008,4.1,43.9,18.9,44.75058,-78.32526,13.2,7.02,2.97,38.6,54.4,3.38,6.1,0.385,0.995,1.97,12,140,310,7.01,5.2,1.58,5.15,NA,3.439990024257757
1,15,17-6111-50550,"Cecebe,",2008-05-05,2008,2.5,19.5,4.9,45.64268,-79.58059,4.22,2.72,2.99,50.8,38.2,1.2,5.8,0.615,0.63,2.47,12,112,346,6.47,14.3,2.06,5.15,58,2.1920613077700852
1,15,18-3287-50341,"Clear,",2008-05-15,2008,4,36,8,45.44131,-77.1955,108,35.3,10.5,4.2,255,26.5,3.5,0.75,6.68,5.57,24,6,334,8.27,17.9,1.46,8.45,NA,2.0106203755577536
1,15,17-6554-50468,Cripple,2008-05-16,2008,2.7,9,1.6,45.5596,-79.00745,0.83,1.32,0.14,30.6,16.2,0.62,4.2,0.25,0.33,0.6,20,30,284,5.94,9.1,1.22,4.05,84,2.5456549295504556
1,15,17-6239-50430,Doe,2008-05-05,2008,2.2,22.9,5.9,45.53377,-79.41413,5.4,2.84,2.89,32.8,37.8,1.6,4.9,0.595,0.625,2.36,8,110,273,6.61,11.4,2.2,4.6,278,2.296904554201337
1,15,18-3351-50535,"Dore,",2010-04-13,2010,3.4,19.5,7.6,45.61781,-77.11506,81.8,25.6,9.35,14.6,195,NA,5.4,1.16,6.16,6.12,14,12,387,7.85,15.4,1.58,5.4,48,2.174035334265908
1,15,17-6571-50360,Dotty,2011-05-09,2011,3,27.1,7,45.46152,-78.99156,1.9,2.2,0.6,44.2,21.6,1.3,5.6,0.4,0.6,0.9,22,156,237,6.2,8,2.4,3.8,357,2.6141669973926316
1,15,17-6164-50763,Eagle,2008-05-15,2008,4,21.9,6,45.83223,-79.50188,7.33,2.24,1.91,14,27.8,0.8,2.8,0.55,0.535,1.46,10,40,258,NA,7.2,0.9,4.9,55,2.7936107289077947
1,15,17-7269-49741,Eels,2011-05-05,2011,5,29.9,6.7,44.89509,-78.13984,15.7,7.5,0.7,25.2,48.8,4.5,4.8,0.4,0.8,0.8,20,128,242,7.1,7.3,1.7,4.1,181,2.742645873737293
1,15,17-6738-50244,Fletcher,2008-05-15,2008,4.5,21.3,7.1,45.35355,-78.78435,3.69,2.14,0.56,24.2,25.6,1.04,4.2,0.38,0.86,0.86,16,110,264,6.57,7.3,1.34,5,0,2.786102193735466
1,15,18-2900-50140,Fosters,2008-05-07,2008,3.5,13.1,4.6,45.24977,-77.67526,49.8,NA,1.68,45.8,121,11.6,9.4,NA,NA,NA,30,78,419,7.23,9.2,3.44,6.5,191,2.7076549615553787
1,15,17-5384-50622,Giroux,2011-05-19,2011,2,5.8,2.9,45.71367,-80.50404,3.1,1.8,6.2,45.6,37.8,1,8.5,0.4,0.5,4,38,50,362,6.3,13,1.3,2.1,615,2.290248156169759
1,15,18-3186-50482,Golden,2009-05-12,2009,4,24.4,8.6,45.57388,-77.33611,29.8,9.9,3.72,30.2,86.2,7.32,6.3,0.99,3.08,2.79,26,12,334,7.42,11.7,3.08,5.9,89,2.3546215520318197
1,15,17-6844-50137,Goodwin,2009-05-20,2009,6.5,25,8.2,45.25505,-78.64918,4.32,1.6,0.29,10,17.2,0.68,2.9,0.36,0.425,0.51,14,6,206,6.47,3.5,0.42,4.15,NA,4.159747598810884
1,15,17-5352-50862,Gurd,2011-05-25,2011,2.5,6.1,1.6,45.92921,-80.54408,14.4,4.6,2.2,54.8,49,3.3,9.4,0.5,1.5,1.8,50,2,419,7.1,13.4,1.3,2.4,439,2.3199498536837972
1,15,17-7358-49530,Jack,2010-04-23,2010,3.9,36.6,7.4,44.69486,-78.03569,62.6,25.3,5.03,10.8,151,3.76,4.6,0.83,1.77,2.77,26,2,392,8,9.8,1.4,4.5,NA,2.6047661396185324
1,15,18-3066-50616,Jackss,2010-06-28,2010,4.5,9.1,5.1,45.6908,-77.48759,24.2,8.02,7.2,23.8,88.6,7.3,4.3,1.02,2.83,4.62,10,2,241,7.19,7.9,3.46,5.3,223,2.6378292802383885
1,15,17-5998-50031,Joseph,2011-05-10,2011,5.5,92,26.6,45.17434,-79.7239,6.5,4.2,9.3,6.2,61.8,1.5,2.4,0.6,0.8,5.9,8,118,170,6.8,3.8,0.4,5.8,NA,3.7740448118433183
1,15,18-2891-50334,Kamaniskeg,2008-05-06,2008,4.3,40,9.3,45.41755,-77.68981,6.06,3.12,2.5,24.6,41.8,1.7,4.5,0.56,1.02,2.11,8,120,233,6.81,6.2,2.26,6.1,NA,2.9618693498521957
1,15,18-3191-50636,Kelly,2009-05-14,2009,3,28,12.2,45.7037,-77.32428,10.8,3.34,0.27,45.4,31.6,2.96,5.8,0.605,1.24,0.92,20,38,317,6.88,15,2.2,3.05,508,2.121497157149359
1,15,17-6858-50095,Kennisis,2011-05-12,2011,7,73.2,21.3,45.21362,-78.63637,2.9,2.3,0.7,8.2,24,0.9,3,0.5,0.5,0.8,10,108,157,6.4,4.4,0.8,4.7,142,3.3621159097930167
1,15,17-6818-50232,Kimball,2008-05-15,2008,8,67.1,22.8,45.34172,-78.67605,1.67,1.82,0.32,13.2,20.6,0.7,3.3,0.3,0.545,0.61,12,106,197,6.18,5.5,1.1,5.2,125,3.0669919077179064
1,15,17-6567-50131,Lake of B.s,2008-05-16,2008,5.5,70.1,22.2,45.25269,-79.0313,3.68,2.62,3.02,14.6,34.8,1.06,3.5,0.395,0.81,2.21,6,158,191,6.53,4.5,1.56,5.65,NA,3.442072772292879
1,15,17-7258-50190,Little Meach,2009-05-12,2009,4.7,25.9,7.9,45.28978,-78.12084,15.2,2.88,0.29,17.4,27.8,1.8,3.6,0.61,0.7,1.05,12,44,217,8.49,5.2,2,5.6,61,3.2262013985670337
1,15,17-5833-50403,McKellar,2011-05-19,2011,3.2,9.8,4.5,45.51374,-79.93303,8.9,3.9,4.7,24.8,46.8,2.5,5.4,0.4,0.8,3.2,38,56,298,6.9,9.3,1.3,2.9,228,2.5426895005416963
1,15,17-7331-50275,McKenzie,2009-05-04,2009,3.8,27.4,8.4,45.36459,-78.01951,4.53,3.04,3.06,39.6,36.8,1.52,5.5,0.53,0.8,2.24,6,104,283,6.47,6.7,2.28,5.15,220,2.9452415847352107
1,15,17-7249-50200,Meach,2009-05-12,2009,4.1,12.2,4.2,45.29978,-78.13084,4.35,2.62,0.25,29.2,25.4,1.48,4.8,0.535,0.63,0.97,12,70,259,6.52,5.9,2.12,4.95,97,3.10154023629203
1,15,18-3401-50475,Mink,2010-04-13,2010,12,13,5.9,45.56477,-77.04829,136,41.4,17.3,7.8,324,NA,5.6,1.78,11.9,10.1,34,36,418,8.13,4.8,3.48,9.85,NA,3.797877506696538
1,15,18-2810-50600,Murphys,2008-07-04,2008,5.9,20.7,7.8,45.66067,-77.81168,6.41,3.18,0.33,17,34.4,1.58,4.8,0.595,1.14,1.12,24,6,249,6.93,9.2,1.34,6.9,NA,2.474358202294206
1,15,17-6201-49898,"Muskoka,",2009-05-13,2009,4,66.5,15,45.02374,-79.47732,5.48,3.42,6.43,33.2,50,1.28,4.3,0.575,0.875,4.38,8,168,232,6.7,7.5,1.76,4.85,128,2.685784099142027
1,15,18-3511-50603,Muskrat,2009-05-12,2009,1.6,64,17.9,45.67461,-76.90849,121,38.5,18,25.2,308,20,6.8,2.24,8.65,10.9,160,2,742,8.13,43.1,1.56,10.7,52,1.755115229472085
1,15,17-6403-50645,North,2008-07-02,2008,7.1,41.1,14.9,45.72134,-79.19754,1.4,1.6,0.2,8.6,17,0.7,2.3,0.4,0.4,0.6,10,20,215,6.3,4.1,0.5,4,NA,3.7427084897252545
1,15,18-3652-50219,Norway,2010-05-06,2010,4.3,38.1,9.2,45.33922,-76.71995,112,34.7,2.96,13.6,224,26,7.4,1.38,8.7,1.57,6,18,458,7.8,6.2,1.72,5.4,NA,3.3289444575219913
1,15,17-7323-49829,Paudash,2011-05-05,2011,4.6,48.8,11.6,44.96256,-78.04905,25,10.4,6.5,21.2,92.2,6.7,4.2,0.6,1.9,4.5,24,106,235,7.3,6.7,1.8,6,174,2.8483210124642504
1,15,17-6436-50702,Peyton,2008-05-13,2008,4.6,13.7,4.3,45.77203,-79.15232,9.63,1.34,0.19,17,15.4,0.54,3,0.325,0.32,0.54,38,160,255,NA,6.2,0.8,3.6,NA,3.01086997307341
1,15,17-6320-50600,Pickerel,2011-05-09,2011,2.4,38.1,8.6,45.68198,-79.3074,1,2.3,0.4,50,22.2,0.7,5.8,0.5,0.6,0.9,26,152,241,6.3,10.4,2.6,4.2,380,2.332767502114517
1,15,18-3191-50532,Rattrays,2010-07-26,2010,2.8,14,4.5,45.61116,-77.31996,14.7,5.42,0.33,53.6,41.8,5.06,8.9,0.49,1.6,1.09,10,4,436,7.11,10.3,1.12,3.95,NA,2.5953781303701966
