BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,maxDepth,meanDepth,lat,long,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,NtoPratio
2,10,16-7046-52151,Adelaide,2015-05-14,2015,5.5,47.2,12.2,47.05965,-84.31112,7.059,2.919,0.13,13.6,24.5,2.399,2.6,0.18,0.42,0.5,4,272,146,6.79,4.099,1.6,2.25,NA,3.47374556108873
2,10,17-4414-51336,Agnew,2014-05-27,2014,2.5,39.6,12.1,46.36526,-81.75464,9.359,3.56,0.98,76.599,33.1,2.06,8.3,0.295,1.03,1.35,14,64,319,6.96,8.5,2.359,3.7,220,2.6794338726420075
2,10,16-6809-53004,Anjigami,2013-06-06,2013,3.2,44.7,12.3,47.851,-84.58297,5.309,2.259,0.22,58.2,23.199,1.78,8.199,0.305,0.565,0.725,16,100,281,6.799,7.7,2.08,2.5,NA,2.745068559121294
2,10,17-3094-52159,Anvil,2013-06-06,2013,5.4,18.3,6.8,47.07089,-83.51018,7.49,2.759,0.13,22,28.199,2.2,5.4,0.155,0.71,0.735,14,26,209,7.15,4.099,1.36,3.1,NA,3.723612924767968
2,10,17-3582-51582,Astonish,2013-06-06,2013,5.9,15.6,5.4,46.56531,-82.85482,14.4,6.98,0.22,13,43.799,4.66,4.5,0.195,0.64,0.84,12,34,198,7.41,2.899,1.76,3.049,44,4.815509024918111
2,10,17-3340-51953,Aubrey,2017-05-09,2017,1.8,23,8.2,46.90546,-83.18616,26.1,8.38,0.68,80.599,62.6,6.059,9.3,0.345,1.919,1.179,16,94,333,7.309,8.5,3.24,2.35,150,2.699388778370156
2,10,17-3874-51976,Bark,2015-05-20,2015,4.5,29.3,7,46.91066,-82.46795,8.07,2.819,0.27,40.6,27.699,2.08,6.4,0.295,0.824,0.91,8,66,262,6.78,6.599,1.899,3,110,2.9278908075832417
2,10,17-3164-51328,Basswood,2013-06-06,2013,6.2,73.2,38.7,46.33314,-83.39658,4.889,3.359,1.409,0.2,35.6,1.56,0.9,0.26,0.83,1.439,6,244,104,7.009,2.1,0.12,5.75,NA,5.891697140698583
2,10,17-3525-51431,Bay,2016-05-08,2016,10,48.8,22.1,46.42728,-82.9196,5.5,2.759,0.27,8.099,25.8,1.84,1.399,0.165,0.56,0.645,4,28,135,6.5,2.899,0.2,4.45,NA,4.467003095486526
2,10,17-3370-52303,Beak,2014-05-14,2014,3.5,23,3.5,47.21363,-83.14591,10.07,3.66,0.19,49.719,28.899,3.72,6.099,0.22,0.748,0.88,24,80,255,6.54,6.299,2.799,2.799,180,2.985577847360407
2,10,17-4652-51149,Bear,2017-05-08,2017,4.7,54,14,46.18806,-81.44897,11.199,4.74,1.96,12.1,47.7,2.899,2.799,0.53,1.21,1.84,14,4,216,7.049,7.299,0.56,6.2,NA,2.686064446888525
2,10,17-3557-51418,Big Moon,2014-05-27,2014,3.7,41.8,16.2,46.41782,-82.87769,6.549,2.66,0.24,17.399,23.6,1.6,3.2,0.22,0.536,0.75,10,80,190,6.91,4.099,1.34,3.75,40,3.6572209006271255
2,10,17-4936-51883,Bigwood,2015-05-22,2015,2.7,63.1,19.5,46.84458,-81.09413,3.049,1.84,0.14,50,22.3,0.94,6.7,0.345,0.598,0.725,2,104,251,6.219,7,2,3.799,210,2.8191755373959904
2,10,17-4182-52388,Biscotasi,2017-05-08,2017,1.9,24,4.1,47.29951,-82.08179,10.5,3.819,0.2,74.099,31.399,2.5,9.4,0.255,1.03,0.815,14,74,319,6.96,9,2.399,2.45,200,2.610864165240512
2,10,17-3914-51928,Boumage,2015-05-20,2015,3.2,16,6.4,46.87978,-82.42729,2.149,1.3,0.14,34.7,16.6,0.84,5.2,0.19,0.404,0.77,6,54,212,6.29,3.7,2,2.7,120,4.012774217988468
2,10,17-3228-51260,Bright,2014-05-27,2014,2.8,10.4,4.7,46.26885,-83.30474,16.699,5.94,3.89,30.899,60.7,3.799,3.6,0.59,1.79,2.95,22,34,299,7.519,13.9,0.6,4.9,90,2.1601569248467234
2,10,17-5038-51346,Brodill,2016-05-09,2016,3.7,30,9.4,46.37408,-80.94251,1.659,1.52,0.36,25.899,22.5,0.96,3.1,0.3,0.658,0.85,2,68,183,6,5.9,1.84,5.75,150,2.907774475959715
2,10,17-2822-52479,Caesar,2015-05-14,2015,2.9,13.4,3.8,47.35505,-83.8853,8.9,3.72,0.15,60.1,27.3,2.5,9.3,0.125,0.512,0.595,78,58,408,6.82,6.9,1.659,2,80,3.0893061765108665
2,10,16-6867-52661,Callahan,2015-05-14,2015,3.9,6,2.8,47.5234,-84.51967,18.899,1.24,0.39,29.8,14.699,1.26,5,0.175,0.286,0.595,106,84,336,6.299,5.4,2,1.649,90,3.4124741134583068
2,10,17-5312-52592,Carmen,2014-07-11,2014,3.3,11,2.3,47.48696,-80.58688,19.6,6.599,0.14,31,53.2,4.28,5.2,0.28,1.75,1.06,4,2,280,7.57,6,2.58,4.349,40,3.1162869404929907
2,10,17-3457-51246,Cataract,2015-05-20,2015,3.5,4.9,1.7,46.25956,-83.00214,6.61,2.319,0.19,9.96,25,1.74,2.799,0.225,0.584,0.85,10,28,203,6.759,5,0.92,3.35,40,3.2614573103281725
2,10,17-3423-51340,Chiblow,2013-06-06,2013,5.9,66.9,24.1,46.3472,-83.05073,4.759,2.62,0.25,2.6,26,1.639,2.7,0.23,0.69,0.875,8,54,150,7.019,2.399,1,3.649,NA,5.471506591427398
2,10,17-5240-51985,Chiniguchi,2015-05-22,2015,6.1,44.2,13.6,46.93198,-80.68185,1.72,1.54,0.17,5.87,21.3,0.78,1.8,0.275,0.506,0.69,6,22,142,6.21,2.799,0.98,5.549,30,4.6567926201171375
2,10,17-4919-52573,Chrysler,2015-05-13,2015,3.5,27.5,9.5,47.47118,-81.10758,49.399,14.4,0.28,4.62,104,12.199,1.8,0.245,2.629,0.885,10,2,196,7.639,10.699,1.56,3.899,NA,2.2184189144964654
2,10,17-3191-51490,Cummings,2017-05-09,2017,3.8,39,17.1,46.472,-83.35656,6.059,2.399,1.26,14.4,28,NA,3,0.235,0.612,1.419,10,122,162,6.74,3.6,2.12,3.5,NA,3.889081854647744
2,10,17-3903-51589,Deschamp,2015-05-22,2015,2.6,7.5,3,46.57699,-82.43105,3.439,1.76,0.08,40.899,18.199,1.08,5.799,0.235,0.43,0.64,8,38,268,6.48,12,1.52,2.899,100,2.2426391051748293
2,10,17-2752-51845,Devils,2015-05-14,2015,4,42.1,11.4,46.77811,-83.94464,6.179,2.48,0.09,14.3,24.5,1.919,3.799,0.335,0.578,0.705,4,78,215,6.809,4.2,1.28,3.299,NA,3.6823308088059936
2,10,16-7004-52204,Dick,2013-06-06,2013,3.6,27.4,9,47.10866,-84.358,7.04,4.04,0.1,29,26.8,2.259,5.2,0.19,0.43,0.585,10,116,220,7.08,4.5,1.34,2.399,NA,3.534654636384401
2,10,17-3453-51907,Doehead,2015-07-18,2015,3.8,16.4,6.3,46.85428,-83.03,11.3,3.839,0.2,32.2,31.899,2.66,5.9,0.15,0.92,0.815,14,4,215,7.139,22.399,2.72,2.85,50,1.7251174882541749
2,10,17-3432-51760,Duval,2016-05-08,2016,3.8,21.4,8.3,46.72117,-83.05211,6.669,3.02,0.23,36.799,25.6,2.399,4.7,0.13,0.6,0.625,2,106,208,6.48,4.699,2.14,2.7,140,3.403464035592163
2,10,17-3432-51760,Duval,2015-05-20,2015,3.2,21.4,8.3,46.72117,-83.05211,7.96,2.879,0.18,31.5,25,2.02,5.4,0.15,0.536,0.645,8,88,246,6.759,4.099,2,2.149,140,3.8371619086655864
2,10,16-6735-52992,Ear,2015-05-14,2015,4.1,27.5,7.7,47.82228,-84.68512,3.25,1.56,0.09,30.6,16.399,1.72,5.4,0.28,0.402,0.65,6,86,223,6.4,5.599,1.879,1.899,80,3.107308472453602
2,10,17-4672-51457,Fairbank,2016-05-09,2016,9,42.7,15.9,46.46577,-81.42763,15.5,6.7,1.7,8.109,61.399,4.12,1.5,0.43,1.61,1.459,2,44,137,6.91,5,1.76,8.4,NA,3.0202480644036083
2,10,17-3354-52393,Flame,2015-05-14,2015,1.8,9,2.7,47.28889,-83.17746,11.6,3.98,2.49,50.799,43,4.379,6.299,0.2,0.88,2.52,10,46,251,7.019,6.599,3.56,2.6,120,2.905348333842825
2,10,17-2792-52332,Galloway,2013-06-27,2013,2.5,20.8,5,47.21974,-83.91641,4.37,2.6,0.28,58.399,20.8,1.399,7.9,0.165,0.575,0.725,18,2,350,6.66,11.4,1.8,2.45,NA,2.398602140942286
2,10,16-6678-52804,Gamitagama,2013-06-06,2013,6.9,27.5,8,47.65757,-84.76551,3.25,1.5,0.16,9.599,16.8,1.32,2.799,0.17,0.315,0.52,20,78,151,6.769,4.2,0.6,2.399,NA,3.440209919127111
2,10,17-2933-51822,Garden,2014-05-27,2014,3.1,22.9,8.8,46.76463,-83.70654,8.779,3.56,0.21,65.5,29.199,2.359,7.7,0.275,0.958,0.785,14,146,311,6.82,6.5,2.779,3.25,150,3.041813749082824
2,10,16-7267-52208,Gavor,2013-06-06,2013,3.1,21.3,6.3,47.10214,-84.01306,15.199,7.839,0.2,31,44.2,4.12,6.799,0.195,0.565,0.53,16,80,266,7.419,4.799,1.2,1.8,40,3.5140106248700187
2,10,17-3074-52158,Gong,2013-06-06,2013,3.6,24,6.7,47.07006,-83.53602,6.15,2.759,0.17,51.2,26.8,1.98,8.199,0.175,0.785,0.75,16,34,275,6.94,5,2.56,2.7,NA,3.4477012638418896
2,10,17-2975-52266,Goulais,2015-05-14,2015,1.5,33.5,8.2,47.16373,-83.67077,6.5,2.859,0.1,106,22.899,2.04,10.6,0.145,0.696,0.565,16,64,360,6.61,9.199,2.52,1.95,160,2.639743325811893
2,10,17-2862-52249,Graham,2013-06-06,2013,1.9,17.4,6.8,47.1448,-83.81865,4,2.54,0.12,76.4,20,1.459,10.4,0.115,0.61,0.645,18,28,347,6.549,8.099,1.96,1.899,43,2.7802181636882453
2,10,17-3856-51190,Grassy,2015-05-20,2015,2.8,6.8,2.8,46.21392,-82.48552,9.369,8.859,3.68,21.199,85.2,2.319,4,0.79,1.01,3.04,10,164,244,6.809,5.099,1.04,17.899,80,3.3349653428733297
2,10,16-6971-52177,Griffin,2013-06-06,2013,6.9,45.7,20.3,47.08604,-84.40354,6.37,3.5,0.14,12.4,25.8,1.96,3.299,0.21,0.47,0.635,6,242,148,7.07,2.7,1.679,2.149,NA,4.854111760010048
2,10,17-3006-52333,Gull,2013-06-06,2013,1.5,20.7,6,47.22479,-83.63434,6.049,2.72,0.11,110,25.6,1.76,13.8,0.195,0.88,0.675,18,26,400,6.74,8.8,2.14,2.549,76,2.740884708250621
2,10,17-2809-52215,Hanes,2013-06-06,2013,2.4,18.3,4.6,47.11457,-83.88482,5.849,3.94,0.19,51.799,27.6,1.82,9,0.17,0.705,0.675,10,54,306,6.96,6.299,2.2,2.5,NA,3.0837687441215795
2,10,17-4925-52070,Helen,2015-05-13,2015,1.2,26,6.5,47.01777,-81.0952,2.399,1.56,0.17,38.299,19.399,1.439,5.4,0.24,0.55,0.685,12,74,220,6.16,8.4,1.82,3.149,230,2.520521131795286
2,10,17-4145-52197,Indian,2014-05-14,2014,2.5,15.5,3.9,47.12966,-82.1271,6.339,2.58,0.18,51.13,24.399,2.22,6.4,0.235,0.792,0.8,22,72,285,6.469,8.199,1.48,3.45,150,2.671304017697204
2,10,17-5310-52621,Island,2013-07-10,2013,2.8,18.6,6,47.51388,-80.5893,16.3,6.099,0.21,31.199,46.6,4,6.5,0.25,1.34,0.87,22,2,282,7.37,6.099,2.24,4.95,NA,3.092687330159011
2,10,17-3986-50757,"Kagawong,",2017-05-08,2017,5.2,34,11.2,45.82922,-82.30542,121,29.399,3.72,6.71,277,29,3.7,0.71,15.5,1.75,8,4,279,8.14,5.299,1.48,16.5,NA,3.3397723962420645
2,10,17-3400-51692,Kirkpatrick,2014-05-27,2014,7.2,70.2,17,46.65714,-83.09401,8.63,3.359,0.25,14.9,27.399,2.62,3.1,0.175,0.754,0.7,12,76,188,6.96,3.799,1.72,3.35,30,3.848678135803559
2,10,17-4157-51611,Klondykes,2013-06-06,2013,3.8,16.3,4.8,46.59388,-82.09527,1.84,1.6,0.1,22.399,18.199,0.86,3.899,0.205,0.405,0.88,14,8,189,6.549,6.599,2.12,3.5,44,2.756251849321873
2,10,17-5344-51754,Kukagami,2015-05-22,2015,4.4,60.4,12.4,46.73335,-80.55126,5.889,3.16,0.66,13.199,34.1,2.359,3,0.29,0.822,0.905,2,24,202,6.75,4.4,0.72,5.849,40,3.5295807488284687
2,10,16-6823-52566,Kwagama,2013-06-06,2013,7.5,38,12.5,47.44016,-84.58345,2.569,1.139,0.13,13,15.4,1.1,2.7,0.21,0.3,0.63,28,80,181,6.629,3.2,0.56,2.6,NA,4.354595463423431
2,10,17-4485-51124,Lang,2015-05-22,2015,3,21,6.3,46.16152,-81.66548,13.699,5.08,4.44,15.6,64.5,3.18,4.299,0.63,1.57,3.62,6,14,246,7.009,7.099,1.1,7.4,30,2.789209410311249
2,10,17-3592-51192,Lauzon,2013-06-06,2013,4.8,82.3,23.8,46.21199,-82.82266,6.759,3.52,1.429,6.2,37.799,2.06,2.7,0.37,1.02,1.32,10,72,178,7.15,3.1,0.68,5,NA,4.455437030698876
2,10,17-4930-52197,Little Burwash,2015-05-13,2015,2.3,28.4,10.4,47.13256,-81.09204,4.919,2.64,0.25,39.2,24.899,1.74,5.2,0.165,0.626,0.74,8,76,236,6.53,6.9,2.06,3.95,110,2.808071815003491
2,10,17-3360-51357,Little Chiblow,2013-06-06,2013,4.8,38.1,17.3,46.357,-83.13157,5.44,2.52,0.41,4.2,26.199,1.58,2.799,0.24,0.69,0.89,10,22,171,7.03,7.299,0.64,4.099,NA,2.5693963564685824
2,10,16-6714-52922,Little Dossier,2014-06-29,2014,4.1,11.6,3.4,47.76202,-84.71272,12.3,4.08,0.17,29.199,32.899,3.399,4.2,0.39,0.87,0.8,12,70,245,6.929,5.599,2.12,2.299,60,3.1613489772776995
2,10,17-2884-53030,Little Wawa,2014-05-14,2014,5,11,6.1,47.84731,-83.82821,31.98,10.5,1.34,17.23,73.5,8.96,3.6,0.545,1.6,1.449,64,112,286,7.23,5.4,1.82,1.55,140,3.317992509162446
2,10,17-4529-52150,Lower Muldrew,2015-05-13,2015,1.3,17,3.1,47.08843,-81.61974,5.33,2.58,7.96,102,54.299,1.7,11.3,0.28,0.792,5.759,12,54,347,6.349,10.5,2.919,2.95,320,2.477752931819401
2,10,17-5184-52500,Lulu,2017-05-08,2017,2.3,21,6.8,47.40481,-80.75706,1.159,1.159,0.17,24.399,15.1,NA,4.4,0.2,0.416,0.645,16,42,75,5.75,4.799,2,3.6,140,2.717895547513305
2,10,16-6811-52113,Mamainse,2013-06-06,2013,7.1,36.6,12,47.03048,-84.61844,3.5,1.78,0.17,6.4,19,1.26,2.6,0.225,0.36,0.555,26,154,143,6.839,2.6,1.24,2.45,NA,4.997266374384831
2,10,17-4235-50696,"Manitou,",2016-05-09,2016,6.1,49.1,14.6,45.77755,-81.98346,117,31,3,9.589,266,28.899,4.299,0.735,14.4,0.875,2,2,240,8.009,5.2,1.399,13.9,NA,3.2865821711954415
2,10,17-3525-51387,Matinenda,2014-05-27,2014,5.5,85.3,22.5,46.37703,-82.95394,6.419,2.56,0.24,14,24.6,1.74,2.899,0.22,0.666,0.83,8,94,182,6.91,6.2,1.48,3.85,40,2.827718357763831
2,10,16-7153-52806,McEwen,2015-05-14,2015,4,35.5,11.1,47.64612,-84.13189,5.599,2.339,0.16,31.5,21.3,2.04,5.2,0.215,0.52,0.685,2,64,233,6.54,6,2.2,2.299,70,3.014710721499734
2,10,17-3678-51289,McGiverin,2013-06-06,2013,3.6,36,11.7,46.30329,-82.73474,4.32,2.439,0.23,24.199,24.199,1.34,5.299,0.285,0.665,0.935,14,56,246,6.94,5.099,1.919,3.299,NA,3.339915386438708
2,10,17-3202-52877,McLennan,2015-05-14,2015,2.9,31,7.9,47.72341,-83.39714,23.5,7.5,0.18,27.6,51,5.759,6.799,0.4,1.28,0.48,20,12,362,7.259,14.4,0.5,1.399,50,2.2032882944017036
2,10,17-3090-52347,Megisan,2015-05-14,2015,2.1,18,6.4,47.24629,-83.52106,11.6,4.12,0.2,66.5,33.399,3.319,9.3,0.175,0.988,0.705,8,88,297,6.889,5.9,2.2,2.45,90,3.1779202958094266
2,10,16-6718-52845,Mijinemungshing,2013-06-06,2013,3.2,33.6,7.5,47.69125,-84.70487,3.22,1.8,0.09,39.6,18.399,1.2,6.099,0.21,0.385,0.555,12,122,242,6.66,12.6,1.24,2.399,47,2.159799558726852
2,10,17-4239-51999,Mile,2017-05-08,2017,2.7,21,6.9,46.94294,-82.00621,2.089,1.36,0.16,32.5,17.8,1.12,5.4,0.145,0.518,0.8,12,36,215,6.12,4.9,2.2,3.549,130,3.337253953556042
2,10,17-4564-51563,Ministic,2017-05-08,2017,4.2,32,10.7,46.56112,-81.56769,2.14,1.7,1.169,16.3,23.1,1.08,3.2,0.33,0.492,1.139,12,62,191,6.25,4.4,1.659,4.25,80,3.492371378297869
2,10,17-4175-51987,Mozhabong,2015-05-22,2015,4.3,44.8,12.1,46.95159,-82.08518,4.12,1.78,0.19,9.13,21.1,1.5,3.2,0.205,0.58,0.77,6,30,226,6.53,3.6,0.98,3.75,30,4.143423827534481
2,10,17-4352-52392,Ninth,2015-05-13,2015,1.3,42,17.4,47.30503,-81.85852,10.6,4.54,1.62,142,39.7,3.24,14.5,0.315,1.22,1.639,16,72,483,6.7,14.9,3.12,2.25,420,2.282167320622392
2,10,17-5179-52567,Okiniada,2013-05-29,2013,6.1,32.9,13,47.46489,-80.76159,1.23,1.34,0.24,19.399,17.199,0.84,4.5,0.2,0.45,0.74,6,10,158,6.16,8.4,2.259,4.099,NA,2.365921124580338
2,10,16-6710-52766,Old Woman,2013-06-06,2013,4,45.8,15.9,47.62155,-84.72187,2.319,1.379,0.1,22.199,16,1.159,4.099,0.195,0.315,0.535,16,160,190,6.509,5.2,1.24,2.35,NA,3.146566401724231
2,10,17-4620-52125,Onaping,2016-05-09,2016,3,52,8.1,47.13886,-81.52075,4.429,2.48,2.75,47.1,34.399,1.72,7,0.25,0.788,2.279,2,98,232,6.349,4.799,2.279,3.899,140,3.4279809276068756
2,10,17-4743-51217,"Panache,",2014-05-27,2014,4.5,58.5,14.8,46.23782,-81.35711,13.699,5.759,4.889,14.8,67.4,3.2,3.6,0.61,1.81,3.899,10,46,222,7.33,4.7,1.2,8.3,0,3.4445192536909746
2,10,17-3091-51898,Penelope,2016-05-08,2016,4.7,36.6,11.6,46.83672,-83.50296,26.3,7.66,0.22,14.3,64.799,6.879,2.399,0.365,2.25,1.1,6,66,172,6.98,7.4,3.359,4,NA,2.5549992484660664
2,10,17-4364-52017,Pogamasing,2015-05-22,2015,4,34,8.8,46.96784,-81.83568,6.33,2.48,0.13,16.699,26.899,1.76,4.299,0.245,0.714,0.975,4,40,201,6.769,8.099,1.76,3.799,50,2.520803970544824
2,10,17-2857-52221,Point,2013-06-06,2013,1.6,28.7,5.7,47.11663,-83.82459,3.66,2.64,0.07,67.4,21.199,1.159,9.599,0.135,0.645,0.655,16,38,320,6.719,6.799,2.06,2.35,NA,2.9867990658139014
2,10,17-3813-51443,Popeye,2015-05-20,2015,3.8,15.2,7.1,46.44422,-82.54487,6.879,2.96,1.08,20.699,28.199,1.84,4.299,0.21,0.46,0.975,8,30,271,6.78,4.7,1.04,2.6,40,3.5716122044429817
2,10,17-4902-52259,Prune,2016-05-08,2016,5,21,7.2,47.18868,-81.12899,4.799,2.419,0.21,18.6,26.399,2.16,3.299,0.195,0.75,0.77,6,40,191,6.349,5.2,1.639,5.049,40,3.1497123993823135
2,10,16-6806-52259,Queminico,2014-08-21,2014,2.6,7.3,4.3,47.16395,-84.61718,19.132,5.719,0.19,20.529,47.899,4.559,4.5,0.465,1.58,1.11,10,2,306,7.543,7.2,1.639,3.049,NA,2.8794133046013544
2,10,16-6806-52259,Queminico,2013-06-06,2013,3.9,7.3,4.3,47.16395,-84.61718,18.5,5.36,0.16,11.4,50.799,5.16,4,0.465,1.85,1.06,14,40,223,7.559,5.799,1.48,2.6,NA,3.046919298667601
2,10,17-2800-52265,Quinn,2013-06-06,2013,2.3,19.8,4.9,47.16053,-83.89663,3.24,2.259,0.11,50.6,19.399,1.1,8.599,0.14,0.51,0.69,14,34,300,6.599,5.099,2.08,2,40,3.4602562117994236
2,10,17-3810-51468,Quirke,2014-05-27,2014,8.2,104.9,32.9,46.48519,-82.55613,7.089,15.4,2.379,9.039,121,2.04,2.6,1.389,1.379,2.18,10,404,156,6.929,2.5,1.179,36.899,30,5.285647653729954
2,10,16-6829-52763,Radium,2015-05-14,2015,3.5,11.5,4.8,47.61506,-84.57498,3.69,1.54,0.1,28.3,16.399,1.5,4.5,0.23,0.334,0.615,46,90,239,6.4,6.7,2.24,2.149,80,2.8571220557672197
2,10,17-3053-51969,Ranger,2013-06-06,2013,6.9,73.2,21.7,46.90502,-83.56707,7.419,3.439,0.54,5.2,31.8,2.259,3.399,0.22,0.98,0.74,4,38,233,7.179,2.299,1,3.049,NA,6.229878506199822
2,10,17-3764-51679,Rawhide,2015-05-20,2015,8.3,61,23,46.65506,-82.61487,8.939,3.1,0.25,3.21,32.5,2.259,1.5,0.295,0.898,0.735,8,2,164,6.759,3.6,0.36,5.549,NA,3.8984545228023912
2,10,17-2870-51459,Rock,2015-05-14,2015,0.9,21.4,11.6,46.43338,-83.77218,16.8,5.099,0.48,44.7,44.5,4.259,5,0.395,1.47,1.189,16,146,255,7.179,11,2.859,2.899,250,2.3023606171973205
2,10,17-4759-52050,Rome,2013-06-04,2013,2.2,12.6,3.8,46.99809,-81.30837,1.95,2.04,0.19,51,21.199,0.78,7.9,0.18,0.615,0.785,10,2,270,6.28,10.4,1.879,4.849,74,2.3810713512195973
2,10,17-3930-52114,Rose,2016-05-08,2016,2.4,18,4.5,47.0495,-82.40792,2.649,1.72,0.2,72.299,20.1,1.659,7.099,0.2,0.584,0.765,18,82,305,6.009,8.8,2.68,3.149,320,2.6168826196330803
2,10,17-3631-51330,Rossmere,2013-06-06,2013,2.1,6,3.6,46.33895,-82.77877,5.009,2.779,0.35,39,25.8,1.439,6.799,0.34,0.715,1.02,18,72,313,6.9,6.299,2,2.799,66,3.0959503475185572
2,10,17-4329-51689,S,2016-05-08,2016,3,16.3,2.5,46.67256,-81.87708,4.44,2.08,0.17,24.5,22.199,1.639,2.399,0.285,0.464,0.785,6,16,163,6.44,4.3,2.259,3.799,90,3.4384097570659016
2,10,17-2880-52035,Saddle,2013-06-06,2013,2.6,15.2,3.8,46.95281,-83.78813,4.41,2.52,0.14,27.8,22.399,1.379,6.299,0.275,0.53,0.745,16,94,304,6.889,5.7,1.1,2.25,NA,3.252456605050378
2,10,16-6855-52885,Sand,2013-06-06,2013,2.9,29.1,6.5,47.72534,-84.52605,1.889,1.439,0.08,83.2,16,1.48,10.699,0.21,0.37,0.695,16,50,376,6.099,9.9,2.14,1.7,55,2.575303333422399
2,10,17-3086-52062,Saymo,2014-05-27,2014,7,52.2,16.6,46.98215,-83.51746,9.06,3.399,0.17,19.899,28.8,2.54,4.2,0.205,0.788,0.71,10,62,221,6.99,3.399,1.48,3.299,40,4.3103499450265375
2,10,17-4713-52126,Scotia,2017-05-08,2017,2.6,63.1,17.8,47.07183,-81.37676,3.72,2.319,0.23,32.1,24.199,1.3,5.7,0.18,0.682,0.81,2,114,183,6.44,4,2.04,4.5,60,3.69247381354657
2,10,17-5289-52606,Shack,2013-06-04,2013,2.1,12.4,2,47.50515,-80.61946,4.91,2.899,0.16,61.799,25.6,1.62,8.5,0.225,0.7,0.7,38,24,312,6.83,9.5,2.1,3.45,105,2.539312650892685
2,10,17-3014-51622,Shelden,2013-06-06,2013,5,21.3,9.9,46.58666,-83.59021,7.379,3.6,0.36,11.4,30.399,2.04,3.799,0.27,0.75,0.875,10,128,173,7.15,2.2,1.679,3.25,NA,6.187793266113291
2,10,16-7100-51834,Sill,2013-06-06,2013,5.9,18.3,6.8,46.77338,-84.24994,8.31,3.14,0.28,8.199,28.8,2.48,3.799,0.3,0.68,0.64,18,70,246,7.24,5.299,0.36,2.6,NA,3.265148296507959
2,10,17-2976-52164,South Branch,2013-06-06,2013,2.6,12.2,2.9,47.06961,-83.67101,4.45,2.359,0.14,50.6,23.199,1.54,8.4,0.145,0.66,0.67,12,54,282,6.78,8.199,1.96,2.6,NA,2.666305103269428
2,10,17-5338-52629,Southbear,2016-05-08,2016,2.4,13.2,3.9,47.5213,-80.55067,13.4,4.839,0.26,39.899,40,4.059,4.799,0.4,0.99,0.87,14,32,288,6.719,6.599,2.759,3.25,80,2.977619307768745
2,10,17-3943-51700,Spinweb,2013-06-06,2013,4.5,12.5,3.6,46.67548,-82.38285,6.48,3.299,0.26,11,28.8,2.04,3.899,0.34,0.665,0.885,18,76,217,7.08,3.899,1.32,3.399,NA,3.881808078540696
2,10,17-3849-51482,Teasdale,2017-05-08,2017,5.1,52,21.2,46.4795,-82.49876,20.6,8.699,0.21,4.419,56.1,NA,1.5,0.205,0.646,0.535,12,6,163,7.219,4,0.4,5.599,NA,3.6104964854714994
2,10,17-3629-51531,Ten Mile,2015-05-20,2015,10,116.2,30.1,46.51978,-82.78766,6.11,2.899,0.18,3.029,25,1.86,1.399,0.17,0.366,0.53,6,40,134,6.679,2.399,0.3,3.95,NA,5.348439554850747
2,10,16-6806-52194,Upper Pancake,2013-06-06,2013,3.6,16.8,4,47.10561,-84.61995,3.91,1.96,0.24,24.8,19.6,1.34,4.9,0.215,0.39,0.64,24,118,239,6.82,4.9,1.52,1.7,NA,3.402978041060987
2,10,17-4810-51976,Venetian,2015-05-22,2015,3.5,22.3,5.7,46.93902,-81.25157,3.7,1.86,0.07,23.399,23,1.28,5,0.245,0.628,0.79,4,34,219,6.519,9.8,1.72,3.75,90,2.350903614357291
2,10,17-4700-51520,Vermilion,2016-05-09,2016,2.3,12.2,4.7,46.51845,-81.4009,8.699,6.379,3.52,49.5,64.2,2.54,4.7,0.61,1.26,2.43,14,78,225,6.7,9.199,2.68,11.5,200,2.4290452784671093
2,10,16-6845-52653,Vesi,2015-07-27,2015,2.8,14.2,6.6,47.52308,-84.55705,4.25,1.78,0.13,24.8,17.3,1.6,4.5,0.185,0.42,0.665,28,4,228,6.58,21,1.639,1.95,30,1.7806815123489292
2,10,17-4549-51263,Wabagishik,2015-05-22,2015,2.1,18.5,7.7,46.29283,-81.58644,23.6,16.6,12.699,47.5,173,5.259,6.4,1.53,3.16,10.4,50,162,388,7.15,15.199,2.08,30.1,230,2.185383982792597
2,10,17-3606-52610,Wakami,2015-05-14,2015,2.9,10,3.7,47.48206,-82.84313,28.1,8.019,0.19,20.699,62.2,6.78,3.799,0.35,1.8,0.905,18,2,270,7.29,11.699,1.62,3.5,60,2.2685408131933045
2,10,17-3191-51595,Wakomata,2013-06-06,2013,6.3,73.2,28.3,46.57189,-83.36057,6.849,3.379,0.56,2,31.399,2.02,1.899,0.23,0.78,0.92,8,94,136,7.16,5,1.2,3.649,NA,3.0157547580241464
2,10,17-5191-51772,Wanapitei,2016-05-09,2016,4,125.9,38.4,46.71176,-80.7164,16.699,6.879,0.75,35.899,56.799,4.299,5.099,0.325,1.71,1.1,2,214,162,6.889,3.599,2.279,6.15,40,3.8898855205736487
