waterbodyID,lakeName,lat,long,latD,latM1,latM2,longD,longM1,longM2,waterbodyID_OG,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
15-6708-53937,Stetham ,48.67442,-90.68295,48,6,7,90,6,8,15-6708-53937,Stetham,,15-6708-53937 Stetham ,TRUE,3,
15-6885-53406,Sunbeam ,48.19223,-90.4631,48,1,9,90,4,6,15-6885-53406,Sunbeam,,15-6885-53406 Sunbeam ,TRUE,3,
15-6843-53443,Sunbow ,48.22431,-90.52344,48,2,2,90,5,2,15-6843-53443,Sunbow,,15-6843-53443 Sunbow ,TRUE,3,
16-2818-53430,Sunset ,48.20291,-89.93727,48,2,0,89,9,3,16-2818-53430,Sunset,,16-2818-53430 Sunset ,TRUE,3,
16-3763-53995,Sunset ,48.73803,-88.68164,48,7,3,88,6,8,16-3763-53995,Sunset,,16-3763-53995 Sunset ,TRUE,3,
15-6508-53878,Tilly ,48.62935,-90.9475,48,6,2,90,9,4,15-6508-53878,Tilly,,15-6508-53878 Tilly ,TRUE,3,
15-7029-53799,Tinto ,48.54084,-90.25014,48,5,4,90,2,5,15-7029-53799,Tinto,,15-7029-53799 Tinto ,TRUE,3,
15-6832-53585,Titmarsh ,48.35538,-90.52995,48,3,5,90,5,2,15-6832-53585,Titmarsh,,15-6832-53585 Titmarsh ,TRUE,3,
15-6642-53574,Trout ,48.34586,-90.79178,48,3,4,90,7,9,15-6642-53574,Trout,,15-6642-53574 Trout ,TRUE,3,
15-6587-53594,Twinhouse ,48.3689,-90.85668,48,3,6,90,8,5,15-6587-53594,Twinhouse,,15-6587-53594 Twinhouse ,TRUE,3,
16-3744-54268,Unknown ,48.98106,-88.72206,48,9,8,88,7,2,16-3744-54268,Unknown,,16-3744-54268 Unknown ,TRUE,3,
16-3723-53954,Upper Hunters ,48.69995,-88.73578,48,6,9,88,7,3,16-3723-53954,Upper,Hunters,16-3723-53954 Upper Hunters ,FALSE,4, 
15-7071-54348,Upper Kaogomok ,49.04034,-90.16612,49,0,4,90,1,6,15-7071-54348,Upper,Kaogomok,15-7071-54348 Upper Kaogomok ,FALSE,4, 
15-6867-53877,Upper Shebandowan ,48.63351,-90.44608,48,6,3,90,4,4,15-6867-53877,Upper,Shebandowan,15-6867-53877 Upper Shebandowan ,FALSE,4, 
15-7076-53374,Wabindon ,48.15543,-90.21026,48,1,5,90,2,1,15-7076-53374,Wabindon,,15-7076-53374 Wabindon ,TRUE,3,
16-3576-55491,Wabinosh ,50.08021,-88.98877,50,0,8,88,9,8,16-3576-55491,Wabinosh,,16-3576-55491 Wabinosh ,TRUE,3,
16-3483-54344,Walotka ,49.04481,-89.07437,49,0,4,89,0,7,16-3483-54344,Walotka,,16-3483-54344 Walotka ,TRUE,3,
15-7048-55476,Wapikaimaski ,50.06193,-90.1059,50,0,6,90,1,0,15-7048-55476,Wapikaimaski,,15-7048-55476 Wapikaimaski ,TRUE,3,
15-6815-53784,Watershed ,48.5347,-90.54017,48,5,3,90,5,4,15-6815-53784,Watershed,,15-6815-53784 Watershed ,TRUE,3,
16-3500-55543,Waweig ,50.12945,-89.09663,50,1,2,89,0,9,16-3500-55543,Waweig,,16-3500-55543 Waweig ,TRUE,3,
15-7012-54867,Weaver ,49.53029,-90.19699,49,5,3,90,1,9,15-7012-54867,Weaver,,15-7012-54867 Weaver ,TRUE,3,
16-4332-55499,Weewullee ,50.09338,-87.9311,50,0,9,87,9,3,16-4332-55499,Weewullee,,16-4332-55499 Weewullee ,TRUE,3,
15-6958-53562,Weikwabinonaw ,48.32507,-90.37651,48,3,2,90,3,7,15-6958-53562,Weikwabinonaw,,15-6958-53562 Weikwabinonaw ,TRUE,3,
16-2832-54685,NA,49.33108,-89.98319,49,3,3,89,9,8,16-2832-54685,"NA",NA,16-2832-54685 NA,FALSE,2,
16-2773-53446,Whitefish ,48.22119,-90.00085,48,2,2,90,0,0,16-2773-53446,Whitefish,,16-2773-53446 Whitefish ,TRUE,3,
15-6707-53610,Whitefish ,48.37969,-90.68675,48,3,7,90,6,8,15-6707-53610,Whitefish,,15-6707-53610 Whitefish ,TRUE,3,
16-3699-53936,Wideman ,48.68394,-88.76817,48,6,8,88,7,6,16-3699-53936,Wideman,,16-3699-53936 Wideman ,TRUE,3,
16-3738-54079,Wiggins ,48.81279,-88.71842,48,8,1,88,7,1,16-3738-54079,Wiggins,,16-3738-54079 Wiggins ,TRUE,3,
15-6508-53978,Windigoostigwan ,48.72305,-90.93205,48,7,2,90,9,3,15-6508-53978,Windigoostigwan,,15-6508-53978 Windigoostigwan ,TRUE,3,
15-6550-53632,Wye ,48.40446,-90.90487,48,4,0,90,9,0,15-6550-53632,Wye,,15-6550-53632 Wye ,TRUE,3,
15-6896-53457,Yellowhammer ,48.23741,-90.44997,48,2,3,90,4,4,15-6896-53457,Yellowhammer,,15-6896-53457 Yellowhammer ,TRUE,3,
16-4420-54651,Barbara ,49.34384,-87.80103,49,3,4,87,8,0,16-4420-54651,Barbara,,16-4420-54651 Barbara ,TRUE,3,
16-4457-54868,Bigamy ,49.53574,-87.75902,49,5,3,87,7,5,16-4457-54868,Bigamy,,16-4457-54868 Bigamy ,TRUE,3,
16-4450-54254,Buckaday ,48.98064,-87.75228,48,9,8,87,7,5,16-4450-54254,Buckaday,,16-4450-54254 Buckaday ,TRUE,3,
16-5188-55331,Burrows ,49.9523,-86.73837,49,9,5,86,7,3,16-5188-55331,Burrows,,16-5188-55331 Burrows ,TRUE,3,
16-5042-54260,Cairngorm ,48.99187,-86.93716,48,9,9,86,9,3,16-5042-54260,Cairngorm,,16-5042-54260 Cairngorm ,TRUE,3,
16-4995-54471,Catlonite ,49.17841,-87.00698,49,1,7,87,0,0,16-4995-54471,Catlonite,,16-4995-54471 Catlonite ,TRUE,3,
16-4881-55533,Cavell ,50.14754,-87.15817,50,1,4,87,1,5,16-4881-55533,Cavell,,16-4881-55533 Cavell ,TRUE,3,
16-5538-55350,Chipman ,49.98361,-86.23982,49,9,8,86,2,3,16-5538-55350,Chipman,,16-5538-55350 Chipman ,TRUE,3,
16-4636-55195,Dilla ,49.82976,-87.5004,49,8,2,87,5,0,16-4636-55195,Dilla,,16-4636-55195 Dilla ,TRUE,3,
16-5680-55298,Fernow ,49.91841,-86.05307,49,9,1,86,0,5,16-5680-55298,Fernow,,16-5680-55298 Fernow ,TRUE,3,
16-4869-54848,Gamsby ,49.51785,-87.18172,49,5,1,87,1,8,16-4869-54848,Gamsby,,16-4869-54848 Gamsby ,TRUE,3,
16-4979-55546,Jeno ,50.14644,-87.02873,50,1,4,87,0,2,16-4979-55546,Jeno,,16-4979-55546 Jeno ,TRUE,3,
16-5087-55041,Kenogamisis ,49.70602,-86.85844,49,7,0,86,8,5,16-5087-55041,Kenogamisis,,16-5087-55041 Kenogamisis ,TRUE,3,
16-4348-54546,Kilgour ,49.24343,-87.89394,49,2,4,87,8,9,16-4348-54546,Kilgour,,16-4348-54546 Kilgour ,TRUE,3,
16-5341-54366,Killala ,49.07862,-86.52877,49,0,7,86,5,2,16-5341-54366,Killala,,16-5341-54366 Killala ,TRUE,3,
16-5818-55170,Klotz ,49.80202,-85.86278,49,8,0,85,8,6,16-5818-55170,Klotz,,16-5818-55170 Klotz ,TRUE,3,
16-5079-54800,Long ,49.47507,-86.89059,49,4,7,86,8,9,16-5079-54800,Long,,16-5079-54800 Long ,TRUE,3,
16-4793-54217,Louise ,48.94242,-87.28084,48,9,4,87,2,8,16-4793-54217,Louise,,16-4793-54217 Louise ,TRUE,3,
16-5406-54956,McKay ,49.6134,-86.43808,49,6,1,86,4,3,16-5406-54956,McKay,,16-5406-54956 McKay ,TRUE,3,
16-4688-55390,Onaman ,50.00783,-87.44852,50,0,0,87,4,4,16-4688-55390,Onaman,,16-4688-55390 Onaman ,TRUE,3,
16-5657-55074,Pagwachuan ,49.71758,-86.08862,49,7,1,86,0,8,16-5657-55074,Pagwachuan,,16-5657-55074 Pagwachuan ,TRUE,3,
16-4548-54782,Parks ,49.45125,-87.64326,49,4,5,87,6,4,16-4548-54782,Parks,,16-4548-54782 Parks ,TRUE,3,
16-5774-55353,Shacabac ,49.96674,-85.92055,49,9,6,85,9,2,16-5774-55353,Shacabac,,16-5774-55353 Shacabac ,TRUE,3,
16-4747-54847,South Beatty ,49.52071,-87.3487,49,5,2,87,3,4,16-4747-54847,South,Beatty,16-4747-54847 South Beatty ,FALSE,4, 
16-5024-55448,Springwater ,50.05944,-86.96565,50,0,5,86,9,6,16-5024-55448,Springwater,,16-5024-55448 Springwater ,TRUE,3,
16-5935-55207,Upper Flynne ,49.82881,-85.70068,49,8,2,85,7,0,16-5935-55207,Upper,Flynne,16-5935-55207 Upper Flynne ,FALSE,4, 
16-4824-54701,Wig ,49.38507,-87.24311,49,3,8,87,2,4,16-4824-54701,Wig,,16-4824-54701 Wig ,TRUE,3,
16-4882-55089,Wildgoose ,49.72631,-87.17505,49,7,2,87,1,7,16-4882-55089,Wildgoose,,16-4882-55089 Wildgoose ,TRUE,3,
16-4802-54759,Wintering ,49.43486,-87.28556,49,4,3,87,2,8,16-4802-54759,Wintering,,16-4802-54759 Wintering ,TRUE,3,
16-5311-54861,Y ,49.52868,-86.57058,49,5,2,86,5,7,16-5311-54861,Y,,16-5311-54861 Y ,TRUE,3,
17-5718-50868,Big Caribou ,45.93283,-80.07311,45,9,3,80,0,7,17-5718-50868,Big,Caribou,17-5718-50868 Big Caribou ,FALSE,4, 
17-6007-50961,Commanda ,46.01084,-79.70668,46,0,1,79,7,0,17-6007-50961,Commanda,,17-6007-50961 Commanda ,TRUE,3,
18-3280-50833,Allumette ,45.891,-77.223,45,8,9,77,2,2,18-3280-50833,Allumette,,18-3280-50833 Allumette ,TRUE,3,
17-7120-51253,Holden ,46.245,-78.004,46,2,4,78,0,0,17-7120-51253,Holden,,17-7120-51253 Holden ,TRUE,3,
18-3577-50825,Lac Coulonge,45.8734,-76.814,45,8,7,76,8,1,18-3577-50825,Lac,Coulonge,18-3577-50825 Lac Coulonge,TRUE,3,
18-3854-50393,Lac des Chats,45.5,-76.47222,45,5,,76,4,7,18-3854-50393,Lac,des,18-3854-50393 Lac des Chats,FALSE,4, Chats
18-4334-50239,Lac Desch�nes,45.36995,-75.85265,45,3,6,75,8,5,18-4334-50239,Lac,Desch�nes,18-4334-50239 Lac Desch�nes,TRUE,3,
18-5390-50495,Lac Dollard-des-Ormeaux,45.59411,-74.48757,45,5,9,74,4,8,18-5390-50495,Lac,Dollard-des-Ormeaux,18-5390-50495 Lac Dollard-des-Ormeaux,TRUE,3,
18-3662-50545,Lac du Rocher-Fendu,45.63544,-76.68752,45,6,3,76,6,8,18-3662-50545,Lac,du,18-3662-50545 Lac du Rocher-Fendu,FALSE,4, Rocher-Fendu
18-3485-50735,Lower Allumette ,45.78736,-76.94457,45,7,8,76,9,4,18-3485-50735,Lower,Allumette,18-3485-50735 Lower Allumette ,FALSE,4, 
17-6025-50535,Ahmic ,45.63437,-79.69545,45,6,3,79,6,9,17-6025-50535,Ahmic,,17-6025-50535 Ahmic ,TRUE,3,
17-7255-49721,Alder ,44.86839,-78.14583,44,8,6,78,1,4,17-7255-49721,Alder,,17-7255-49721 Alder ,TRUE,3,
17-6707-50264,Arbuckle ,45.37262,-78.81965,45,3,7,78,8,1,17-6707-50264,Arbuckle,,17-6707-50264 Arbuckle ,TRUE,3,
17-5846-50402,Armstrong ,45.51245,-79.91693,45,5,1,79,9,1,17-5846-50402,Armstrong,,17-5846-50402 Armstrong ,TRUE,3,
18-2779-50548,Aylen ,45.61836,-77.85586,45,6,1,77,8,5,18-2779-50548,Aylen,,18-2779-50548 Aylen ,TRUE,3,
18-3681-50211,Balmer ,45.33239,-76.68411,45,3,3,76,6,8,18-3681-50211,Balmer,,18-3681-50211 Balmer ,TRUE,3,
18-2642-49981,Baptiste ,45.11648,-78.00344,45,1,1,78,0,0,18-2642-49981,Baptiste,,18-2642-49981 Baptiste ,TRUE,3,
18-2782-50364,Bark ,45.4552,-77.84943,45,4,5,77,8,4,18-2782-50364,Bark,,18-2782-50364 Bark ,TRUE,3,
17-6391-50491,Beaver ,45.58197,-79.20919,45,5,8,79,2,0,17-6391-50491,Beaver,,17-6391-50491 Beaver ,TRUE,3,
17-6539-50341,Bella ,45.44431,-79.03118,45,4,4,79,0,3,17-6539-50341,Bella,,17-6539-50341 Bella ,TRUE,3,
17-6512-50304,Benson ,45.41326,-79.06773,45,4,1,79,0,6,17-6512-50304,Benson,,17-6512-50304 Benson ,TRUE,3,
17-6257-50660,Bernard,45.73885,-79.38526,45,7,3,79,3,8,17-6257-50660,Bernard,NA,17-6257-50660 Bernard,FALSE,2,
17-5971-50688,Big Deer ,45.7668,-79.7507,45,7,6,79,7,5,17-5971-50688,Big,Deer,17-5971-50688 Big Deer ,FALSE,4, 
17-6532-49909,Bigwind ,45.05711,-79.05464,45,0,5,79,0,5,17-6532-49909,Bigwind,,17-6532-49909 Bigwind ,TRUE,3,
18-3469-50088,Black Donald ,45.21682,-76.93969,45,2,1,76,9,3,18-3469-50088,Black,Donald,18-3469-50088 Black Donald ,FALSE,4, 
17-6417-50675,Bluesky ,45.74939,-79.17707,45,7,4,79,1,7,17-6417-50675,Bluesky,,17-6417-50675 Bluesky ,TRUE,3,
18-2851-50189,Buck ,45.29311,-77.74,45,2,9,77,7,4,18-2851-50189,Buck,,18-2851-50189 Buck ,TRUE,3,
17-6254-50307,Buck ,45.42025,-79.39479,45,4,2,79,3,9,17-6254-50307,Buck,,17-6254-50307 Buck ,TRUE,3,
18-2916-50515,Burns ,45.5871,-77.67143,45,5,8,77,6,7,18-2916-50515,Burns,,18-2916-50515 Burns ,TRUE,3,
18-3634-50151,Calabogie ,45.27732,-76.74264,45,2,7,76,7,4,18-3634-50151,Calabogie,,18-3634-50151 Calabogie ,TRUE,3,
17-7116-49585,Catchacoma ,44.75058,-78.32526,44,7,5,78,3,2,17-7116-49585,Catchacoma,,17-7116-49585 Catchacoma ,TRUE,3,
17-6111-50550,Cecebe,45.64268,-79.58059,45,6,4,79,5,8,17-6111-50550,Cecebe,NA,17-6111-50550 Cecebe,FALSE,2,
18-3287-50341,Clear,45.44131,-77.1955,45,4,4,77,1,9,18-3287-50341,Clear,NA,18-3287-50341 Clear,FALSE,2,
17-5828-50266,Cramadog ,45.38969,-79.94266,45,3,8,79,9,4,17-5828-50266,Cramadog,,17-5828-50266 Cramadog ,TRUE,3,
17-6554-50468,Cripple ,45.5596,-79.00745,45,5,5,79,0,0,17-6554-50468,Cripple,,17-6554-50468 Cripple ,TRUE,3,
17-6239-50430,Doe ,45.53377,-79.41413,45,5,3,79,4,1,17-6239-50430,Doe,,17-6239-50430 Doe ,TRUE,3,
18-3351-50535,Dor�,45.61781,-77.11506,45,6,1,77,1,1,18-3351-50535,Dor�,NA,18-3351-50535 Dor�,FALSE,2,
17-6571-50360,Dotty ,45.46152,-78.99156,45,4,6,78,9,9,17-6571-50360,Dotty,,17-6571-50360 Dotty ,TRUE,3,
17-7042-49937,Drag ,45.07432,-78.41081,45,0,7,78,4,1,17-7042-49937,Drag,,17-7042-49937 Drag ,TRUE,3,
17-6523-50498,Dunstan ,45.58689,-79.04685,45,5,8,79,0,4,17-6523-50498,Dunstan,,17-6523-50498 Dunstan ,TRUE,3,
17-6973-50011,Eagle ,45.13784,-78.49157,45,1,3,78,4,9,17-6973-50011,Eagle,,17-6973-50011 Eagle ,TRUE,3,
17-6164-50763,Eagle ,45.83223,-79.50188,45,8,3,79,5,0,17-6164-50763,Eagle,,17-6164-50763 Eagle ,TRUE,3,
17-6520-50042,Echo ,45.17698,-79.06794,45,1,7,79,0,6,17-6520-50042,Echo,,17-6520-50042 Echo ,TRUE,3,
17-7269-49741,Eels ,44.89509,-78.13984,44,8,9,78,1,3,17-7269-49741,Eels,,17-7269-49741 Eels ,TRUE,3,
18-2699-49935,Faraday ,45.05977,-77.92222,45,0,5,77,9,2,18-2699-49935,Faraday,,18-2699-49935 Faraday ,TRUE,3,
17-6738-50244,Fletcher ,45.35355,-78.78435,45,3,5,78,7,8,17-6738-50244,Fletcher,,17-6738-50244 Fletcher ,TRUE,3,
18-2900-50140,Fosters ,45.24977,-77.67526,45,2,4,77,6,7,18-2900-50140,Fosters,,18-2900-50140 Fosters ,TRUE,3,
17-5384-50622,Giroux ,45.71367,-80.50404,45,7,1,80,5,0,17-5384-50622,Giroux,,17-5384-50622 Giroux ,TRUE,3,
18-3186-50482,Golden ,45.57388,-77.33611,45,5,7,77,3,3,18-3186-50482,Golden,,18-3186-50482 Golden ,TRUE,3,
17-6844-50137,Goodwin ,45.25505,-78.64918,45,2,5,78,6,4,17-6844-50137,Goodwin,,17-6844-50137 Goodwin ,TRUE,3,
17-6755-49685,Gull ,44.84876,-78.77936,44,8,4,78,7,7,17-6755-49685,Gull,,17-6755-49685 Gull ,TRUE,3,
17-5352-50862,Gurd ,45.92921,-80.54408,45,9,2,80,5,4,17-5352-50862,Gurd,,17-5352-50862 Gurd ,TRUE,3,
17-7045-50074,Haliburton ,45.1925,-78.40044,45,1,9,78,4,0,17-7045-50074,Haliburton,,17-7045-50074 Haliburton ,TRUE,3,
17-6801-50260,Hinterland ,45.37457,-78.68668,45,3,7,78,6,8,17-6801-50260,Hinterland,,17-6801-50260 Hinterland ,TRUE,3,
17-5930-50285,Isabella ,45.40315,-79.81337,45,4,0,79,8,1,17-5930-50285,Isabella,,17-5930-50285 Isabella ,TRUE,3,
17-7358-49530,Jack ,44.69486,-78.03569,44,6,9,78,0,3,17-7358-49530,Jack,,17-7358-49530 Jack ,TRUE,3,
18-3066-50616,Jacks s,45.6908,-77.48759,45,6,9,77,4,8,18-3066-50616,Jacks,s,18-3066-50616 Jacks s,TRUE,3,
17-5998-50031,Joseph,45.17434,-79.7239,45,1,7,79,7,2,17-5998-50031,Joseph,NA,17-5998-50031 Joseph,FALSE,2,
18-2891-50334,Kamaniskeg ,45.41755,-77.68981,45,4,1,77,6,8,18-2891-50334,Kamaniskeg,,18-2891-50334 Kamaniskeg ,TRUE,3,
17-6767-50182,Kawagama ,45.29874,-78.75251,45,2,9,78,7,5,17-6767-50182,Kawagama,,17-6767-50182 Kawagama ,TRUE,3,
18-3191-50636,Kelly ,45.7037,-77.32428,45,7,0,77,3,2,18-3191-50636,Kelly,,18-3191-50636 Kelly ,TRUE,3,
17-6858-50095,Kennisis ,45.21362,-78.63637,45,2,1,78,6,3,17-6858-50095,Kennisis,,17-6858-50095 Kennisis ,TRUE,3,
17-6818-50232,Kimball ,45.34172,-78.67605,45,3,4,78,6,7,17-6818-50232,Kimball,,17-6818-50232 Kimball ,TRUE,3,
17-6567-50131,of Bays,45.25269,-79.0313,45,2,5,79,0,3,17-6567-50131,of,Bays,17-6567-50131 of Bays,TRUE,3,
17-6339-50346,Langford ,45.454,-79.28835,45,4,5,79,2,8,17-6339-50346,Langford,,17-6339-50346 Langford ,TRUE,3,
17-7258-50190,Little Meach ,45.28978,-78.12084,45,2,8,78,1,2,17-7258-50190,Little,Meach,17-7258-50190 Little Meach ,FALSE,4, 
17-6412-50632,Long ,45.71027,-79.17508,45,7,1,79,1,7,17-6412-50632,Long,,17-6412-50632 Long ,TRUE,3,
17-5857-50363,Manitouwabing ,45.47417,-79.90332,45,4,7,79,9,0,17-5857-50363,Manitouwabing,,17-5857-50363 Manitouwabing ,TRUE,3,
17-6369-50115,Mary ,45.24434,-79.25842,45,2,4,79,2,5,17-6369-50115,Mary,,17-6369-50115 Mary ,TRUE,3,
17-5797-50167,McDonald ,45.29828,-79.98012,45,2,9,79,9,8,17-5797-50167,McDonald,,17-5797-50167 McDonald ,TRUE,3,
17-5833-50403,McKellar ,45.51374,-79.93303,45,5,1,79,9,3,17-5833-50403,McKellar,,17-5833-50403 McKellar ,TRUE,3,
17-7331-50275,McKenzie ,45.36459,-78.01951,45,3,6,78,0,1,17-7331-50275,McKenzie,,17-7331-50275 McKenzie ,TRUE,3,
17-7249-50200,Meach ,45.29978,-78.13084,45,2,9,78,1,3,17-7249-50200,Meach,,17-7249-50200 Meach ,TRUE,3,
18-3401-50475,Mink ,45.56477,-77.04829,45,5,6,77,0,4,18-3401-50475,Mink,,18-3401-50475 Mink ,TRUE,3,
17-7123-49536,Mississagua ,44.70569,-78.32072,44,7,0,78,3,2,17-7123-49536,Mississagua,,17-7123-49536 Mississagua ,TRUE,3,
17-6995-50027,Moose ,45.14983,-78.46416,45,1,4,78,4,6,17-6995-50027,Moose,,17-6995-50027 Moose ,TRUE,3,
17-6234-49731,Muldrew s,44.89904,-79.44424,44,8,9,79,4,4,17-6234-49731,Muldrew,s,17-6234-49731 Muldrew s,TRUE,3,
18-2810-50600,Murphys ,45.66067,-77.81168,45,6,6,77,8,1,18-2810-50600,Murphys,,18-2810-50600 Murphys ,TRUE,3,
17-6201-49898,Muskoka,45.02374,-79.47732,45,0,2,79,4,7,17-6201-49898,Muskoka,NA,17-6201-49898 Muskoka,FALSE,2,
18-3511-50603,Muskrat ,45.67461,-76.90849,45,6,7,76,9,0,18-3511-50603,Muskrat,,18-3511-50603 Muskrat ,TRUE,3,
17-6595-50395,Nelson ,45.4919,-78.9583,45,4,9,78,9,5,17-6595-50395,Nelson,,17-6595-50395 Nelson ,TRUE,3,
17-5742-50352,Nine Mile ,45.46238,-80.05162,45,4,6,80,0,5,17-5742-50352,Nine,Mile,17-5742-50352 Nine Mile ,FALSE,4, 
17-6403-50645,North ,45.72134,-79.19754,45,7,2,79,1,9,17-6403-50645,North,,17-6403-50645 North ,TRUE,3,
18-3652-50219,Norway ,45.33922,-76.71995,45,3,3,76,7,1,18-3652-50219,Norway,,18-3652-50219 Norway ,TRUE,3,
17-6628-50250,Oxtongue ,45.36592,-78.91921,45,3,6,78,9,1,17-6628-50250,Oxtongue,,17-6628-50250 Oxtongue ,TRUE,3,
17-7323-49829,Paudash ,44.96256,-78.04905,44,9,6,78,0,4,17-7323-49829,Paudash,,17-7323-49829 Paudash ,TRUE,3,
17-6165-50616,Pearceley ,45.70041,-79.50356,45,7,0,79,5,0,17-6165-50616,Pearceley,,17-6165-50616 Pearceley ,TRUE,3,
17-6488-50221,Peninsula ,45.34289,-79.09921,45,3,4,79,0,9,17-6488-50221,Peninsula,,17-6488-50221 Peninsula ,TRUE,3,
17-7080-50094,Percy ,45.20788,-78.36041,45,2,0,78,3,6,17-7080-50094,Percy,,17-7080-50094 Percy ,TRUE,3,
17-6436-50702,Peyton ,45.77203,-79.15232,45,7,7,79,1,5,17-6436-50702,Peyton,,17-6436-50702 Peyton ,TRUE,3,
17-6320-50600,Pickerel ,45.68198,-79.3074,45,6,8,79,3,0,17-6320-50600,Pickerel,,17-6320-50600 Pickerel ,TRUE,3,
17-6758-50257,Poorhouse ,45.36477,-78.7556,45,3,6,78,7,5,17-6758-50257,Poorhouse,,17-6758-50257 Poorhouse ,TRUE,3,
17-7175-50433,Rapid ,45.51247,-78.21316,45,5,1,78,2,1,17-7175-50433,Rapid,,17-7175-50433 Rapid ,TRUE,3,
18-3191-50532,Rattrays ,45.61116,-77.31996,45,6,1,77,3,1,18-3191-50532,Rattrays,,18-3191-50532 Rattrays ,TRUE,3,
17-6806-50080,Red Pine ,45.20439,-78.70184,45,2,0,78,7,0,17-6806-50080,Red,Pine,17-6806-50080 Red Pine ,FALSE,4, 
17-6934-50060,Redstone ,45.18369,-78.53568,45,1,8,78,5,3,17-6934-50060,Redstone,,17-6934-50060 Redstone ,TRUE,3,
17-6112-50030,Rosseau,45.1741,-79.59755,45,1,7,79,5,9,17-6112-50030,Rosseau,NA,17-6112-50030 Rosseau,FALSE,2,
18-3030-50572,Round ,45.64074,-77.52889,45,6,4,77,5,2,18-3030-50572,Round,,18-3030-50572 Round ,TRUE,3,
17-6247-50356,Round ,45.46467,-79.40602,45,4,6,79,4,0,17-6247-50356,Round,,17-6247-50356 Round ,TRUE,3,
18-2790-50077,Salmon Trout ,45.19005,-77.81305,45,1,9,77,8,1,18-2790-50077,Salmon,Trout,18-2790-50077 Salmon Trout ,FALSE,4, 
17-6216-50117,Skeleton ,45.25123,-79.45331,45,2,5,79,4,5,17-6216-50117,Skeleton,,17-6216-50117 Skeleton ,TRUE,3,
17-5585-50777,Smoky ,45.85335,-80.2396,45,8,5,80,2,3,17-5585-50777,Smoky,,17-5585-50777 Smoky ,TRUE,3,
17-6512-50588,South Branch ,45.6684,-79.05924,45,6,6,79,0,5,17-6512-50588,South,Branch,17-6512-50588 South Branch ,FALSE,4, 
17-6023-50734,Spring ,45.81025,-79.68167,45,8,1,79,6,8,17-6023-50734,Spring,,17-6023-50734 Spring ,TRUE,3,
17-5971-49992,Stewart ,45.14283,-79.76496,45,1,4,79,7,6,17-5971-49992,Stewart,,17-5971-49992 Stewart ,TRUE,3,
17-5827-49888,Tadenac ,45.04297,-79.93642,45,0,4,79,9,3,17-5827-49888,Tadenac,,17-5827-49888 Tadenac ,TRUE,3,
17-7329-49698,Tallan ,44.84589,-78.0525,44,8,4,78,0,5,17-7329-49698,Tallan,,17-7329-49698 Tallan ,TRUE,3,
18-2932-51151,Tee ,46.15836,-77.67588,46,1,5,77,6,7,18-2932-51151,Tee,,18-2932-51151 Tee ,TRUE,3,
17-6807-49881,Twelve Mile ,45.02509,-78.7047,45,0,2,78,7,0,17-6807-49881,Twelve,Mile,17-6807-49881 Twelve Mile ,FALSE,4, 
17-5717-50405,NA,45.51274,-80.08817,45,5,1,80,0,8,17-5717-50405,"NA",NA,17-5717-50405 NA,FALSE,2,
17-6518-49859,Wood ,45.01328,-79.0739,45,0,1,79,0,7,17-6518-49859,Wood,,17-6518-49859 Wood ,TRUE,3,
17-6187-49397,Bass ,44.60345,-79.50664,44,6,0,79,5,0,17-6187-49397,Bass,,17-6187-49397 Bass ,TRUE,3,
17-5535-48461,Belwood,43.7585,-80.33953,43,7,5,80,3,3,17-5535-48461,Belwood,NA,17-5535-48461 Belwood,FALSE,2,
17-4820-49523,Boat ,44.72592,-81.22706,44,7,2,81,2,2,17-4820-49523,Boat,,17-4820-49523 Boat ,TRUE,3,
17-4561-50068,Cameron ,45.217,-81.55793,45,2,1,81,5,5,17-4561-50068,Cameron,,17-4561-50068 Cameron ,TRUE,3,
17-4822-49331,Chesley ,44.55287,-81.22414,44,5,5,81,2,2,17-4822-49331,Chesley,,17-4822-49331 Chesley ,TRUE,3,
17-5215-48384,Conestogo ,43.69615,-80.73137,43,6,9,80,7,3,17-5215-48384,Conestogo,,17-5215-48384 Conestogo ,TRUE,3,
17-6286-49481,Couchiching,44.66428,-79.3763,44,6,6,79,3,7,17-6286-49481,Couchiching,NA,17-6286-49481 Couchiching,FALSE,2,
17-4583-50085,Cyprus ,45.23131,-81.53198,45,2,3,81,5,3,17-4583-50085,Cyprus,,17-4583-50085 Cyprus ,TRUE,3,
17-4857-47670,Fanshawe ,43.05847,-81.17886,43,0,5,81,1,7,17-4857-47670,Fanshawe,,17-4857-47670 Fanshawe ,TRUE,3,
17-5814-49627,Farlain ,44.81714,-79.97121,44,8,1,79,9,7,17-5814-49627,Farlain,,17-5814-49627 Farlain ,TRUE,3,
17-4736-50056,Gillies ,45.20467,-81.33557,45,2,0,81,3,3,17-4736-50056,Gillies,,17-4736-50056 Gillies ,TRUE,3,
17-6026-49666,Gloucester Pool,44.84489,-79.70973,44,8,4,79,7,0,17-6026-49666,Gloucester,Pool,17-6026-49666 Gloucester Pool,TRUE,3,
17-4839-49376,Gould ,44.59698,-81.19684,44,5,9,81,1,9,17-4839-49376,Gould,,17-4839-49376 Gould ,TRUE,3,
