Cycle,FMZ,Lake Name,waterbodyID,Latitude,Longitude,secchiDepth,COLTR (TCU),pH,cond,alk,Ca,MGUT (mg/L),Na,KKUT (mg/L),CLIDUR (mg/L),SSO4UR (mg/L),SIO3UR (mg/L),FEUT,DIC,DOC,NNHTUR (mg/L),NNOTUR (ug/L),NNTKUR (ug/L),TDP
3,10,Ten Mile L.,17-3629-51531,46.51978,-82.78766,8.1,4.48,6.759,23.8,5.559,3.21,0.391,0.539,0.182,0.246,3.399,0.21,30,1.82,1.96,10,40.5,130,2.865
3,10,Venetian L.,17-4810-51976,46.93902,-81.25157,4,26.5,6.629,21.3,4.49,2.02,0.649,0.786,0.272,0.184,3.33,1.629,90,1.419,4.45,20.699,22,260,6.894
3,10,Vermilion L.,17-4700-51520,46.51845,-81.4009,1.5,47,6.91,76.5,11.199,7.4,1.28,2.77,0.737,4.41,13.1,2.629,190,2.71,5.799,40,120,300.199,10.75
3,10,Wabagishik L.,17-4549-51263,46.29283,-81.58644,1.5,48.299,7.03,135,15.1,11.699,2.12,7.059,1.05,10.6,24,2.43,191,3.819,6.019,70,210,351.595,13.9
3,10,Wakami L.,17-3606-52610,47.48206,-82.84313,3.1,12,7.339,63.7,25.699,8.179,1.919,0.927,0.363,0.215,3.18,1.73,30,6.19,3.569,10.9,5.2,240,8.775
3,10,Wakomata L.,17-3191-51595,46.57189,-83.36057,6.3,5.429,6.7,30,7.78,3.439,0.762,0.845,0.24,0.53,3.85,1.5,10,2.12,2.399,2,102,152,2.899
3,10,Wanapitei L.,17-5191-51772,46.71176,-80.7164,5,31.5,7.089,56,17.3,6.65,1.57,1.06,0.327,0.716,4.889,2.509,38,4.379,5.339,30,310,345.514,7.174
3,10,Weckstrom L.,16-7186-51904,46.82679,-84.15028,4.7,9.91,6.669,26.8,8.439,3.22,0.672,0.82,0.495,0.3,2.35,2.5,10,2.419,2.399,12,120,143,17.899
3,10,Whiskey L.,17-3974-51436,46.43411,-82.34418,3.5,10.4,6.82,83.099,7.45,9.919,1,1.649,0.83,1.669,22.699,1.28,10,2.14,2.399,16,216,141,4.8
3,10,Windy L.,17-4664-51605,46.59835,-81.44559,4.5,14.199,6.58,64,3.96,2.339,0.768,6.36,0.379,11.1,4.759,2.24,30,1.28,2.98,20,140,254.979,5.82
3,11,Aileen L.,17-5748-51919,46.87867,-80.01783,3.7,17.8,6.78,40.1,12.6,4.78,1.58,0.695,0.19,0.17,3.85,1.659,20,3.379,4.7,8,42,213,4.7
3,11,Anima Nipissing L.,17-5827-52344,47.25951,-79.90616,8,9.679,6.65,30.6,8.47,3.459,1,0.64,0.19,0.2,4.5,0.94,10,2.22,3.1,6,36,183,3.6
3,11,Anvil L.,17-5552-52523,47.42262,-80.26691,3.4,28.6,6.33,24.199,1.95,1.84,0.628,0.665,0.825,0.41,5.349,2,100,0.96,4.299,24,98,149,6.599
3,11,Bay L.,17-5880-52436,47.34738,-79.83923,1.8,59,7.139,44.299,16.199,5.82,1.389,0.895,0.285,0.41,3.2,2.359,110,,7.599,26,60,250,8.9
3,11,Bear L.,17-5577-51311,46.3314,-80.25596,1,86.9,7.08,89.9,34.2,10.6,4.24,3,1.04,3.089,2.399,1.48,490,8.48,10.3,52,2,562,38.899
3,11,Cadden L.,17-5879-50852,45.9228,-79.86579,1.5,69.799,6.419,50.7,4.08,2.1,0.57,6.009,0.48,9.07,1.449,1.8,300,1.3,8.099,16,38,393,11.3
3,11,Caribou L.,17-5718-50868,45.93283,-80.07311,4,29.399,6.75,49.6,5.679,2.439,0.789,4.389,0.457,6.91,3.009,1.449,61,1.56,5.12,30,190,327.94,7.799
3,11,Cassels L.,17-5970-52137,47.06939,-79.71594,2.5,29.399,6.96,71.299,21.3,8.06,2.149,2.45,0.285,2.759,6.099,1.919,20,5.299,5.299,12,74,235,5.599
3,11,Clear L.,17-5942-51055,46.09839,-79.78115,1.9,51.1,6.57,38,5.919,2.66,0.78,2.91,0.555,4.089,2.399,2.16,200,1.72,6.5,24,98,320,9.3
3,11,Commanda L.,17-6007-50961,46.01084,-79.70668,1.8,62,6.559,34.5,4.849,2.279,0.544,3.24,0.43,4.139,2.2,1.459,230,1.6,7.599,34,24,303,12.6
3,11,Cross L.,17-5788-51912,46.8721,-79.96696,6,11.5,6.74,48,12.5,6.04,1.84,0.975,0.285,0.53,7.349,0.98,10,3.08,3.1,6,64,183,4.599
3,11,Deer L.,17-5601-51477,46.48181,-80.21786,3,62.799,6.91,49.299,17.3,6.36,2.149,1.129,0.685,1.169,2.549,2,220,4.96,8,34,30,400,16.1
3,11,Diamond L.,17-5580-52276,47.20455,-80.24759,3.9,18.5,6.469,22.6,4.29,2.439,0.73,0.74,0.27,0.17,3.85,1.48,50,1.419,3.7,6,36,201,4.9
3,11,Driftwood L.,17-5852-52035,46.98242,-79.87887,2.5,54.1,6.96,51.5,19.699,7.12,1.77,0.625,0.215,0.15,2.799,1.899,50,4.379,7.799,26,4,344,9.599
3,11,Emerald L.,17-5515-51958,46.9159,-80.32312,7,5.129,6.66,53.399,9.869,6.62,1.419,0.765,0.28,0.8,11.1,1.08,0,2.419,2,4,28,147,2.6
3,11,Florence L.,17-5335-52315,47.2431,-80.55819,5.1,7.379,5.669,15.25,0.814,0.9,0.324,0.525,0.19,0.16,4.2,1.48,30,0.72,2.2,26,24,114,3
3,11,Gull L.,17-5618-51964,46.92203,-80.18504,8.6,7.429,6.849,29.899,7.629,3.22,0.814,0.58,0.18,0.19,4.799,0.84,10,2.24,2.5,20,44,123,4.099
3,11,Hangstone L.,17-5845-51854,46.81988,-79.88986,2.8,41.7,6.889,44.399,16.1,5.36,1.73,0.86,0.26,0.58,2.899,1.84,50,3.62,6.799,22,52,287,8.5
3,11,Kittson L.,17-5787-52433,47.33973,-79.95931,2.1,42.399,6.65,33.2,9.669,3.96,1.06,0.87,0.23,0.19,4.2,2.439,70,2.48,6.2,20,22,284,7.9
3,11,Kokoko L.,17-5733-52151,47.08895,-80.03639,4.1,20.699,6.9,49.5,17.699,6.719,1.57,0.665,0.195,0.2,4.2,1.679,10,4.04,4.799,12,56,216,5.9
3,11,Lady Evelyn L.,17-5608-52396,47.35053,-80.14644,4,23.699,6.53,23.5,5.089,2.58,0.798,0.755,0.275,0.14,3.7,1.96,50,1.54,4.2,8,44,196,4.4
3,11,Makobe L.,17-5430-52549,47.4477,-80.43034,2.8,20.699,6.25,17.3,2.629,1.52,0.494,0.61,0.225,0.11,3.2,1.1,50,0.96,4,12,24,204,4.599
3,11,Manitou L.,17-5548-51889,46.85356,-80.28079,7,7.459,6.94,40.2,11.1,4.53,1.03,0.74,0.261,0.772,4.96,2.41,30,3,2.169,30,130,140.884,6.445
3,11,Marten L.,17-5953-51723,46.70317,-79.73057,2,66.599,6.809,35.5,7.5,3.459,0.924,1.84,0.305,2.31,2.6,1.679,100,2.259,8.699,28,62,262,8.099
3,11,McConnell L.,17-6268-51774,46.73979,-79.33974,4.6,4.49,7.129,38.899,14.9,4.82,1.09,0.675,0.585,0.19,3.25,0.34,10,3.879,1.6,26,2,161,6.599
3,11,McLean L.,17-5778-52271,47.19445,-79.97194,6.1,10.3,6.849,30,8.359,3.299,0.896,0.6,0.17,0.15,4.099,1.139,20,2.48,3.5,18,42,152,3.9
3,11,Mercer L.,17-5565-51124,46.16368,-80.24789,1.9,71.5,6.759,37.1,11.699,3.759,1.48,1.32,0.585,1.37,1.85,1.52,220,2.779,9.099,24,2,398,16.8
3,11,Mountain L.,17-5885-52314,47.23078,-79.83215,3.9,24.699,7.009,41.2,14.3,5.879,1.05,0.625,0.19,0.15,4.049,1.679,30,3.72,4.9,24,56,168,5.9
3,11,Muskosung L.,17-5732-51489,46.49128,-80.04488,2.5,38.399,6.9,44.299,16.3,5.36,1.61,0.9,0.52,0.71,2.6,1.08,130,3.6,6.5,14,66,313,7.2
3,11,Net L.,17-5909-52183,47.11604,-79.78758,3.3,42.6,7.059,42.7,12.9,5.679,1.32,0.815,0.175,0.47,3.899,2,60,3.72,6.599,26,50,211,7.099
3,11,"Nipissing, L.",17-5770-51258,46.26473,-79.7733,2,51.2,6.929,57.2,17.899,5.82,1.85,2.21,0.61,2.919,2.85,1.52,190,4.259,5.9,48,44,321,16.3
3,11,"Nipissing, L.",17-5770-51258,46.26473,-79.7733,3,35,7.15,69.299,18.3,6.28,1.919,3.45,0.546,4.929,3.87,1.58,86,4.44,5.719,60,120,282.91,11.75
3,11,"Nosbonsing, L.",17-6382-51179,46.20715,-79.21294,1.9,27.699,6.87,51.2,14.8,4.879,1.58,2.299,0.89,2.899,2.95,2.08,170,3.759,4.599,32,1,329,12.1
3,11,Obabika L.,17-5566-52101,47.04318,-80.26229,4.6,15.3,6.799,27.399,6.589,2.98,0.792,0.675,0.225,0.17,4.45,1.24,20,2,3.6,18,46,152,4.599
3,11,Rabbit L.,17-6031-52053,46.9898,-79.6473,3.5,22.5,6.95,71.5,21.399,8.08,2.069,2.5,0.28,2.81,6,1.76,10,4.94,4.599,8,84,207,4.599
3,11,Red Cedar L.,17-5812-51735,46.71781,-79.94034,2.7,54.799,6.82,48.6,13.699,5.459,1.53,1.899,0.43,2.45,2.85,1.56,90,3.16,8,16,64,308,7.9
3,11,Red Squirrel L.,17-5740-52232,47.16035,-80.02394,3,17.5,6.919,33.1,10.3,3.74,0.991,0.618,0.161,0.155,3.52,1.26,30,2.6,3.71,12.5,23.399,200,4.73
3,11,Regan L.,17-5170-52317,47.24027,-80.77368,7.5,7.549,6.559,23.1,4.019,1.919,0.67,0.76,0.24,0.14,4.75,1.6,20,1.56,2.799,22,20,142,3.299
3,11,Restoule L.,17-5950-51006,46.05187,-79.78066,2.5,55.899,6.75,38.5,5.9,2.43,0.653,2.85,0.476,4.23,2.169,2.509,213,0.1,6.83,40,190,374.774,12.699
3,11,Rib L.,17-5972-52300,47.21484,-79.71615,5.1,13.5,6.91,81.5,17.399,6.48,1.83,6.41,0.27,8.9,4.299,1.74,0,4.139,3.399,4,68,153,3.6
3,11,Smoothwater L.,17-5243-52488,47.39379,-80.6852,6,6.87,6.469,19,2.89,1.47,0.515,0.616,0.206,0.165,3.93,1.74,30,0.927,2.6,19.5,47,160,3.895
3,11,Stormy L.,17-5947-51034,46.07978,-79.77476,2,45.2,6.66,34.5,5.11,2.22,0.602,2.819,0.46,3.72,2.45,2.08,140,1.56,6.2,40,84,258,11.6
3,11,"Temagami, L.",17-5700-52061,46.98896,-80.07046,8,6.29,6.79,55.6,13.3,6.48,1.82,1.02,0.31,0.73,8.8,0.82,10,3.379,2.7,2,58,167,5.299
3,11,Thieving Bear L.,17-5889-52256,47.17876,-79.82724,2.6,35.399,7,32.6,10.8,4.2,1.03,0.6,0.14,0.12,3.25,1.919,40,2.839,5.599,24,30,194,6.5
3,11,Tomiko L.,17-5904-51531,46.53029,-79.82432,1.8,63,6.49,28.3,4.929,2.18,0.62,1.86,0.355,2.21,2.549,1.8,210,1.399,8.099,32,84,248,9.8
3,11,Trout L.,17-6290-51301,46.3193,-79.33669,5.5,13.1,6.78,94.599,13.4,5.379,1.56,9.57,1.159,14.199,4.15,1.399,30,3.64,3.1,10,142,187,4.099
3,11,Turtleshell L.,17-5573-51927,46.88701,-80.24756,4,15.699,6.719,24.699,5.37,2.45,0.707,0.563,0.169,0.177,4.099,1.459,30,1.6,3.859,30,110,178.789,5.389
3,11,Upper Bass L.,17-5579-52068,47.01396,-80.23783,3.4,20.6,6.82,22.699,5.66,2.24,0.656,0.6,0.18,0.1,3.35,1.98,40,1.679,4.099,24,30,161,4.7
3,11,Wasaksina L.,17-5842-51980,46.935,-79.89212,3.5,28.6,6.87,46.399,16.8,6.459,1.97,0.715,0.24,0.18,3.5,1.56,30,4.16,5.799,16,36,274,8.199
3,11,Wawiagama L.,17-5476-52058,47.00583,-80.37028,3,28.699,7.04,42.5,13.3,5.16,1.36,0.71,0.235,0.18,4.75,1.54,40,3.56,5.4,30,2,220,9.6
3,11,Wicksteed L.,17-6007-51793,46.76948,-79.67865,2.3,67.299,6.73,30.3,9.5,3.839,1.08,0.565,0.385,0.15,2.35,1.679,100,2.399,9.099,18,64,333,9.5
3,11,Willow Island L.,17-5555-52349,47.27197,-80.26768,2.9,49.5,6.12,17.5,2.069,1.439,0.46,0.565,0.275,0.12,3.649,2.16,80,0.84,6.299,26,16,175,5.5
3,12,Allumette L.,18-3280-50833,45.891,-77.223,1.4,77.9,6.94,37.1,10.6,4.12,1.129,1.75,0.575,1.04,3.6,2.68,310,2.339,8.099,22,156,204,6.4
3,12,Holden L.,17-7120-51253,46.245,-78.004,1.5,68.2,7.009,47.299,17,4.95,1.439,1.81,0.548,1.33,3.5,2.31,257,3.439,7.41,12.5,168,300,13.05
3,12,Lac Coulonge,18-3577-50825,45.8734,-76.814,1.5,73.799,6.98,37.6,9.98,4,1.07,1.889,0.57,1.24,3.6,2.72,240,2.399,7.7,22,144,215,9.099
3,12,Lac des Chats,18-3854-50393,45.5,-76.47222,1.9,68.799,7.11,46,12.1,4.469,1.24,2.029,0.556,1.57,3.66,2.64,256,3.109,6.969,11.4,148,280,13.5
3,12,Lac Deschenes,18-4334-50239,45.36995,-75.85265,1.5,63.799,7.339,64,19.199,6.589,1.679,2.58,0.603,2.669,3.94,2.589,248,4.79,6.629,11.1,150,250,17.5
3,12,Lac du Rocher-Fendu,18-3662-50545,45.63544,-76.68752,1.6,67.799,7.08,47.899,13.5,4.53,1.28,2.2,0.559,1.74,3.85,2.629,240,3.259,6.96,10,157,280,12.65
3,12,Lac la Cave,17-6731-51370,46.49279,-78.92977,1,70.7,7.11,58.399,17.899,6.45,1.75,2.149,0.623,1.35,4.299,2.48,321,4.509,7.5,20,280,423.319,15.699
3,12,Lower Allumette L.,18-3485-50735,45.78736,-76.94457,1.8,67.4,7.049,46.5,12,4.48,1.34,2.27,0.58,1.77,3.72,2.649,237,3.109,6.96,11,158,270,12.55
3,12,"Timiskaming, L.",17-6178-52207,47.32309,-79.50748,0.4,99.799,7.21,73.9,25.1,8.91,2.319,2.089,0.731,1.86,4.059,2.47,565,5.86,8.519,12.699,333,290,21.75
3,15,Ahmic L.,17-6025-50535,45.63437,-79.69545,2,44.799,6.79,39.299,6.889,3.18,0.782,3.04,0.67,3.75,3.5,2.14,170,1.52,5.4,18,82,282,10.199
3,15,Bark L.,18-2782-50364,45.4552,-77.84943,3.1,38.799,6.94,33.7,6.639,2.379,0.788,2,0.415,2.129,3.23,2.72,140,1.69,5.139,10,105,230,7.304
3,15,Bella L.,17-6539-50341,45.44431,-79.03118,4.7,12.1,6.79,27.199,6.24,2.49,0.654,1.189,0.437,1.169,2.819,1.159,49,1.899,2.74,10,77,170,5.014
3,15,Bernard L.,17-6257-50660,45.73885,-79.38526,2.4,19.5,6.74,76.4,9.259,4.179,1.03,9.21,0.915,12.699,3.75,0.82,50,2.12,3.5,12,14,206,7.099
3,15,Black Donald L.,18-3469-50088,45.21682,-76.93969,3.5,38.7,7.599,105,37.899,13.6,2.2,2.919,0.717,3.85,3.81,2.509,104,9.5,5.25,10,43.799,270,9.125
3,15,Blackfox L.,17-6975-50544,45.62212,-78.46358,4.5,29.899,6.23,18.75,4.24,1.5,0.446,0.765,0.325,0.24,2.7,1.8,160,1.639,4.799,32,126,194,6.4
3,15,Bluff L.,17-7086-50512,45.58505,-78.32574,4.5,21.3,6.24,18.5,3.569,1.439,0.49,0.665,0.215,0.21,2.95,1.48,80,2.259,4.599,132,38,295,7.599
3,15,Boshkung L.,17-6789-49924,45.06601,-78.72935,4.5,15.4,7.089,52.299,12.4,4.53,1.25,2.879,0.633,3.71,3.899,1.71,40,3.22,3.31,12,136,150,5.514
3,15,Brewer L.,17-7100-50518,45.59033,-78.30722,3.1,40.399,6.469,125,3.64,2.7,0.706,19.6,0.435,29.699,3.2,2.299,260,1.159,5.2,22,104,218,7.799
3,15,Buck L.,17-6254-50307,45.42025,-79.39479,1.6,100,6.16,17.199,2.459,1.53,0.365,0.838,0.387,0.64,1.77,2.06,460,1.11,8.259,16.6,114,300,10.949
3,15,Calabogie L.,18-3634-50151,45.27732,-76.74264,3.5,33,7.69,112,43.2,15,2.39,2.79,0.726,3.58,3.81,2.77,89,10.5,4.96,10.1,64.7,250,8.009
3,15,Catchacoma L.,17-7116-49585,44.75058,-78.32526,2.4,40.899,6.9,47.2,15.1,6.54,0.826,1.6,0.38,2.04,2.25,1.72,100,3.54,6.099,6,78,260,4
3,15,"Cecebe, L.",17-6111-50550,45.64268,-79.58059,1.7,42.899,6.61,38.1,5.29,2.54,0.634,3.04,0.58,4.299,3.6,2.399,190,1.54,5.2,32,132,211,11.199
3,15,Cecil L.,17-6955-50358,45.45127,-78.47814,6,12.6,6.379,15.6,3.14,1.22,0.338,0.535,0.265,0.2,2.2,0.88,70,1.439,3.2,50,44,199,6.799
3,15,Cedar L.,17-6953-50993,46.0193,-78.46289,3,49.899,6.53,26,6.73,2.64,0.858,0.77,0.445,0.17,2.95,2.359,170,2.04,5.799,12,114,243,8.3
3,15,"Clear, L.",18-3287-50341,45.44131,-77.1955,4,6.099,8.009,257,105,37.1,6.719,8.289,0.925,13.3,5.349,2.12,10,23.899,3.1,46,4,302,8.199
3,15,Coon L.,17-7024-50461,45.54144,-78.40668,7.6,10.3,6.549,18.6,4.629,1.7,0.484,0.695,0.21,0.22,2.35,0.72,30,2.08,2.299,30,26,188,4.5
3,15,Cripple L.,17-6554-50468,45.5596,-79.00745,2.7,32.299,6.089,13,1.53,1.03,0.288,0.561,0.269,0.198,2.089,1.679,162,0.727,4.219,12.8,162,180,8.365
3,15,Doe L.,17-6239-50430,45.53377,-79.41413,1.8,48,6.589,33.6,5.75,2.2,0.554,2.459,0.48,3.52,2.5,2.899,200,1.78,5.299,42,88,214,9.3
3,15,"Dore, L.",18-3351-50535,45.61781,-77.11506,4.1,18.8,7.98,196,75.099,23,5.629,6.19,1.11,9.009,5.21,3.109,30,18.199,5.459,10.6,5,360,10.699
3,15,Dunstan L.,17-6523-50498,45.58689,-79.04685,3.9,18,6.7,19.899,5.059,1.82,0.514,0.798,0.362,0.274,2.23,2.589,194,1.459,2.859,40,220,283.384,7.019
3,15,Eagle L.,17-6973-50011,45.13784,-78.49157,5.5,14.699,7.16,60.6,18,6.19,1.72,2.2,0.653,3.06,4.19,1.639,30,4.459,3.439,11.6,91.9,190,5.41
3,15,Farm B. L.,17-7094-50386,45.47171,-78.32084,4.5,22.1,6.41,19.699,3.74,1.48,0.47,0.69,0.375,0.28,3,0.92,70,1.74,4.7,96,40,311,6.2
3,15,Fosters L.,18-2900-50140,45.24977,-77.67526,2.9,40.5,7.509,128,54.799,20.5,3.049,1.71,1.09,1.86,3.95,4.519,150,12.8,8.9,38,4,407,11
3,15,Found L.,17-6845-50465,45.54978,-78.63556,8,5.86,6.66,200,5.969,4.16,1.11,32.399,0.515,50.399,4,0.4,20,2.12,2.299,26,20,160,3.4
3,15,Golden L.,18-3186-50482,45.57388,-77.33611,2.9,31.199,7.57,93.299,30.399,9.189,2.919,3.359,0.867,4.7,4.29,3.7,67,7.45,5.54,10,36.899,280,8.05
3,15,Goodwin L.,17-6844-50137,45.25505,-78.64918,5.7,11.3,6.44,14,2.47,1.22,0.332,0.454,0.313,0.204,2.149,0.42,50,1.09,2.91,10,41.6,170,4.174
3,15,Grant L.,17-6899-50467,45.55473,-78.56313,3.6,31.5,6.179,17.6,2.379,1.679,0.398,0.61,0.215,0.18,3.2,1.919,50,1.12,5,24,92,199,5.4
3,15,Heron L.,17-6711-50348,45.44755,-78.81168,4.5,16.6,6.629,84.299,8.15,4.839,1.87,7.28,0.545,16.1,3.049,1.84,70,3.319,2.7,20,212,163,5.4
3,15,Jack L.,17-7358-49530,44.69486,-78.03569,4.4,13.199,7.7,143,58.899,23.5,1.6,3.359,0.81,5.04,3.35,1.3,10,13.8,5,8,2,277,5.799
3,15,"Joseph, L.",17-5998-50031,45.17434,-79.7239,4.6,10.199,6.969,66.599,8.269,3.81,0.787,6.519,0.613,9.449,4.36,0.64,30,2.339,2.649,11.199,160,120,3.444
3,15,Kamaniskeg L.,18-2891-50334,45.41755,-77.68981,4,28,6.69,37.2,7,2.919,0.932,2.339,0.55,2.69,3.799,2.419,90,1.76,5,20,84,241,5.099
3,15,Kawagama L.,17-6767-50182,45.29874,-78.75251,8.5,14.1,6.65,20.3,3.91,1.75,0.538,0.754,0.334,0.45,2.71,1.7,51,1.36,3.24,10.3,135,150,3.93
3,15,Kelly L.,18-3191-50636,45.7037,-77.32428,2.5,53.899,7,36.2,13.6,4.059,1.3,1.07,0.595,0.309,1.85,2.759,553,3.29,6.379,30,120,329.269,12.15
3,15,Kimball L.,17-6818-50232,45.34172,-78.67605,6,17.3,6.4,17,2.89,1.439,0.453,0.635,0.286,0.221,2.71,1.82,55,1.01,3.58,30,170,246.905,5.019
3,15,Lake of B.s,17-6567-50131,45.25269,-79.0313,4.7,15.699,6.57,32.7,4.78,2.64,0.884,2.52,0.445,3.029,3.35,1.879,30,1.34,3.299,8,118,180,3.5
3,15,Leaf L.,17-7107-50492,45.55673,-78.2984,2.1,63.6,6.28,18.1,2.75,1.56,0.486,0.92,0.19,0.14,3.049,3.04,140,0.96,7.2,30,56,279,10.699
3,15,Little Minnow L.,17-7071-50581,45.64755,-78.34222,4,31.199,5.929,14.199,1.899,1.08,0.338,0.58,0.19,0.15,2.1,1.36,190,1.7,5.299,70,48,230,8.199
3,15,Marmot L.,17-7025-50619,45.6812,-78.39928,2.5,51.299,6.21,17.699,3.54,1.5,0.584,0.615,0.38,0.2,2.399,1.24,200,1.84,7.099,38,28,335,14.699
3,15,McKenzie L.,17-7331-50275,45.36459,-78.01951,3.4,45.6,6.719,36.7,6.139,2.85,0.79,2.7,0.522,3.21,3.129,2.97,190,1.74,6.059,12.4,108,240,7.459
3,15,Meach L.,17-7249-50200,45.29978,-78.13084,3.2,34.299,6.74,26.1,6.549,2.45,0.609,1.33,0.494,0.612,2.779,2.629,108,1.62,4.78,30,120,292.125,6.565
3,15,Mink L.,18-3401-50475,45.56477,-77.04829,6,13.699,8.21,319,131,37.399,10.5,9.599,1.669,15.199,7.19,3.089,30,31.5,6.37,26.399,61.2,430,6.21
3,15,Mississagua L.,17-7123-49536,44.70569,-78.32072,4.5,27.5,7.179,47.2,14.3,5.9,0.832,1.48,0.358,1.74,2.62,1.53,61,3.779,4.78,10,115,220,4.78
3,15,Muskrat L.,18-3511-50603,45.67461,-76.90849,1.6,33.2,8.3,322,118,36.799,9.369,12.4,2.08,19.6,10.8,3.1,30,28.6,6.15,32.7,40.1,612.7,27.899
3,15,Myra L.,17-7062-50582,45.64838,-78.35417,3.7,31.1,6.04,15.199,2.279,1.179,0.356,0.815,0.195,0.18,2.5,1.28,250,1.62,5.099,102,16,287,12.6
3,15,Norway L.,18-3652-50219,45.33922,-76.71995,7.6,14.699,8.109,223,102,30.1,7.589,1.87,1.22,2.77,4.089,2.1,30,25.1,6.44,14.5,24.199,410,6.889
3,15,Ouse L.,17-6816-50461,45.54671,-78.67362,3.1,46.7,6.36,63.1,4.879,3.08,1,6.049,0.54,11.3,2.649,2.2,180,2.439,5.4,14,106,211,9.199
3,15,Papineau L.,18-2795-50249,45.34505,-77.81443,6,10.1,6.91,64.099,9.669,4.24,1.149,4.919,0.809,7.879,4.919,2.06,30,2.48,3.04,10,36.799,190,3.855
3,15,Peck L.,17-6832-50464,45.54921,-78.65279,4.9,18.1,6.23,15.3,2.7,1.26,0.412,0.595,0.185,0.26,2.2,0.86,200,2.18,3.1,52,66,211,6.299
3,15,Red L.,17-6730-50462,45.55418,-78.79087,1.4,43.2,7.299,80.599,22.899,9,2.2,2.549,0.935,3,7.65,1.58,80,5.32,9.599,54,28,351,17.799
3,15,Red Pine L.,17-6806-50080,45.20439,-78.70184,3.5,13,6.48,20,3.33,1.679,0.406,0.665,0.335,0.56,3.1,1.08,80,1.26,3.299,20,114,140,14.8
3,15,Redstone L.,17-6934-50060,45.18369,-78.53568,4,18.899,6.599,22.1,4.82,1.78,0.468,0.75,0.355,0.53,3.2,1.8,90,1.379,3.5,18,168,130,7
3,15,"Rosseau, L.",17-6112-50030,45.1741,-79.59755,4.6,23.3,6.889,53.799,7.29,3.379,0.796,5.29,0.604,6.91,3.21,1.49,64,2.149,3.819,11.5,199,130,4.41
3,15,Round L.,18-3030-50572,45.64074,-77.52889,3.2,43.399,7.019,53.7,16.899,5.7,1.86,2.049,0.88,1.909,4.049,3.399,170,3.54,6,18,64,278,6.2
3,15,Salmon Trout L.,18-2790-50077,45.19005,-77.81305,3,29.1,7.23,65.5,20.8,8.599,1.419,1.5,0.774,1.76,4.349,1.77,98,5.509,5.459,19.199,68.299,320,14.35
3,15,Sandy L.,17-7046-50398,45.48394,-78.38195,7,12.199,5.86,14.3,1.159,1.04,0.334,0.57,0.135,0.18,3.149,0.76,90,1.32,2.799,36,18,169,6.3
3,15,Skeleton L.,17-6216-50117,45.25123,-79.45331,6,8.109,6.86,52,6.559,3.419,0.693,4.049,0.456,5.78,4.549,0.77,30,1.919,1.98,11.8,334,75,2.444
3,15,"St. Anthony, L.",17-7092-50510,45.58319,-78.31817,4.5,45.2,6.099,15.6,3.23,1.24,0.454,0.635,0.235,0.19,1.8,1.419,340,1.76,5.7,40,96,220,11.4
3,15,Tallan L.,17-7329-49698,44.84589,-78.0525,7.4,19.8,8.019,218,103,40.299,1.649,1.59,1.32,2.74,2.589,2.35,30,24.8,5.25,30,80,242.44,5.544
3,15,Twelve Mile L.,17-6807-49881,45.02509,-78.7047,5,17.699,7.12,57.2,11.9,4.769,1.21,3.419,0.626,4.769,3.91,1.659,51,3.27,3.259,16.1,115,180,5.525
3,15,Waterloo L.,17-7166-51172,46.17561,-78.19388,3,42.5,7.2,56.5,29.699,1.49,0.649,0.733,0.319,0.227,1.85,2.16,111,1.2,5.95,13.8,6.099,280,4.429
3,15,Whitestone L.,17-5881-50553,45.64746,-79.86463,1.9,45.399,7.03,59.799,12,5.15,0.892,4.74,0.559,7.099,1.58,2.04,171,3.35,6.19,17.699,124,300,9.605
3,16,Cameron L.,17-4561-50068,45.217,-81.55793,3.6,22.199,8.189,306,162,37.1,19.1,0.765,0.17,1.73,2.899,1,20,38,6.7,32,34,335,4
3,16,Chesley L.,17-4822-49331,44.55287,-81.22414,5,8.49,8.15,263,126,34.1,10.6,4.11,1.449,7.54,3.149,0.6,10,29.699,3.5,32,98,315,10.9
3,16,"Couchiching, L.",17-6286-49481,44.66428,-79.3763,6.7,4.929,8.169,404,110,42.2,7.679,29.199,2.33,49.7,16.1,1.28,0,25.199,3.899,28,4,380,7.599
3,16,Cyprus L.,17-4583-50085,45.23131,-81.53198,4.1,18.199,8.23,302,159,37.1,18.399,0.73,0.195,2.18,3,1.02,10,37.399,6.299,82,40,383,4
3,16,Fanshawe L.,17-4857-47670,43.05847,-81.17886,0.8,60.899,8.24,644,235,86,16.6,21,2.459,41.6,14.3,2.049,234,56.1,3.649,30.699,6650,25,41.95
3,16,Farlain L.,17-5814-49627,44.81714,-79.97121,4.1,6.66,8.08,182,84.099,27.8,5.2,2.2,0.78,3.72,2.899,0.01,10,19.699,3.5,20,46,321,7.099
3,16,Gloucester Pl.,17-6026-49666,44.84489,-79.70973,4.1,24.1,7.679,232,63.7,24.3,4.519,15.199,1.27,25.199,9,1.28,90,15,5.099,26,34,356,10.3
3,16,Little L.,17-6016-49633,44.81843,-79.7132,2.6,42.399,7.509,143,38.6,15.1,2.77,9.089,0.87,14.4,5.9,1.659,150,9.039,5.4,40,82,280,4.599
3,16,Little L.,17-6058-49199,44.42642,-79.67346,1.4,36.799,8.339,648,172,60.2,9.279,50.299,1.679,92.599,9.47,0.05,46,40.5,5.389,21.8,328,510,20.5
