lakeName,ARU_LID,LATITUDE,LONGITUDE,latD,latM1,latM2,longD,longM1,longM2,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
Homuth,17-4612-54956,493648,813213,49,3,6,81,3,2,Homuth,NA,Homuth,FALSE,1,
Hooch,15-5487-55346,495749,921918,49,5,7,92,1,9,Hooch,NA,Hooch,FALSE,1,
Hood,15-6735-53727,482908,903908,48,2,9,90,3,9,Hood,NA,Hood,FALSE,1,
Hoodoo,17-4021-53290,480632,821854,48,0,6,82,1,8,Hoodoo,NA,Hoodoo,FALSE,1,
Hook,15-4685-54524,491332,932559,49,1,3,93,2,5,Hook,NA,Hook,FALSE,1,
Hook,15-5795-54925,493455,915403,49,3,4,91,5,4,Hook,NA,Hook,FALSE,1,
Hook,17-4890-52706,473525,810845,47,3,5,81,0,8,Hook,NA,Hook,FALSE,1,
Hook,16-6720-54921,493332,843717,49,3,3,84,3,7,Hook,NA,Hook,FALSE,1,
Hook,17-5875-52207,470810,795048,47,0,8,79,5,0,Hook,NA,Hook,FALSE,1,
Hook,17-7239-49821,445734,780938,44,5,7,78,0,9,Hook,NA,Hook,FALSE,1,
Hooker,15-6410-56050,503455,910029,50,3,4,91,0,0,Hooker,NA,Hooker,FALSE,1,
Hoover,17-6458-50416,453054,790800,45,3,0,79,0,8,Hoover,NA,Hoover,FALSE,1,
Hop,15-6448-53923,484009,910201,48,4,0,91,0,2,Hop,NA,Hop,FALSE,1,
Hope,15-4445-54729,492429,934555,49,2,4,93,4,5,Hope,NA,Hope,FALSE,1,
Hope,17-4675-53584,482246,812619,48,2,2,81,2,6,Hope,NA,Hope,FALSE,1,
Hope,17-3866-52102,470214,822931,47,0,2,82,2,9,Hope,NA,Hope,FALSE,1,
Hope,15-4550-54115,485123,933646,48,5,1,93,3,6,"Hope,",NA,"Hope,",FALSE,1,
Hope,17-3461-51268,461645,825952,46,1,6,82,5,9,"Hope,",NA,"Hope,",FALSE,1,
Hopkins,17-4121-55080,494312,821309,49,4,3,82,1,3,Hopkins,NA,Hopkins,FALSE,1,
Hopper,17-5823-55378,495921,795108,49,5,9,79,5,1,Hopper,NA,Hopper,FALSE,1,
Hoppy,16-7179-52577,472616,840636,47,2,6,84,0,6,Hoppy,NA,Hoppy,FALSE,1,
Horn,15-4287-55480,500455,935947,50,0,4,93,5,9,Horn,NA,Horn,FALSE,1,
Horn,17-6179-50580,454003,792911,45,4,0,79,2,9,Horn,NA,Horn,FALSE,1,
Horn,17-6088-50276,452343,793638,45,2,3,79,3,6,Horn,NA,Horn,FALSE,1,
Horne,18-3756-49876,450158,763447,45,0,1,76,3,4,Horne,NA,Horne,FALSE,1,
Hornepaynes,16-6577-54461,490858,845014,49,0,8,84,5,0,Hornepaynes,NA,Hornepaynes,FALSE,1,
Horner,17-3062-51715,464017,833200,46,4,0,83,3,2,Horner,NA,Horner,FALSE,1,
Horners,17-6611-50064,451141,785659,45,1,1,78,5,6,Horners,NA,Horners,FALSE,1,
Hornes,18-3860-49913,450404,762654,45,0,4,76,2,6,Hornes,NA,Hornes,FALSE,1,
Hornet,17-4323-53012,475146,815419,47,5,1,81,5,4,Hornet,NA,Hornet,FALSE,1,
Hornet,17-5953-51991,465626,794455,46,5,6,79,4,4,Hornet,NA,Hornet,FALSE,1,
Hornick,16-3326-55334,495553,891959,49,5,5,89,1,9,Hornick,NA,Hornick,FALSE,1,
Horse,15-5940-55974,503122,914027,50,3,1,91,4,0,Horse,NA,Horse,FALSE,1,
Horse,18-3014-49773,445523,773057,44,5,5,77,3,0,Horse,NA,Horse,FALSE,1,
Horse,17-6664-50040,451020,785256,45,1,0,78,5,2,Horse,NA,Horse,FALSE,1,
Horse,17-4589-50093,451417,813124,45,1,4,81,3,1,Horse,NA,Horse,FALSE,1,
Horsehead,16-6188-54075,484841,852255,48,4,8,85,2,2,Horsehead,NA,Horsehead,FALSE,1,
Horseshoe,15-4476-55297,495508,934347,49,5,5,93,4,3,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,15-5833-54665,492052,915112,49,2,0,91,5,1,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,15-4323-55298,495507,935636,49,5,5,93,5,6,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,15-4380-55114,494514,935139,49,4,5,93,5,1,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,15-6500-57880,521326,904814,52,1,3,90,4,8,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,16-6147-54574,491540,852525,49,1,5,85,2,5,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-4781-54522,491329,811803,49,1,3,81,1,8,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-5124-53930,484132,804954,48,4,1,80,4,9,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-4355-53208,480221,815153,48,0,2,81,5,1,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-3211-51957,465333,832053,46,5,3,83,2,0,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-3960-51305,461920,822104,46,1,9,82,2,1,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-4405-51086,460749,814614,46,0,7,81,4,6,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-5813-51673,463923,795616,46,3,9,79,5,6,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-5066-51283,461836,805452,46,1,8,80,5,4,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-6831-49843,445927,784039,44,5,9,78,4,0,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-7103-49541,444242,782040,44,4,2,78,2,0,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-7062-49710,445152,782323,44,5,1,78,2,3,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-5903-50174,451822,795053,45,1,8,79,5,0,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-5558-50546,453842,801702,45,3,8,80,1,7,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,18-3447-49485,444029,765735,44,4,0,76,5,7,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,18-3074-49964,450547,772652,45,0,5,77,2,6,Horseshoe,NA,Horseshoe,FALSE,1,
Horseshoe,17-6086-49658,445023,793734,44,5,0,79,3,7,Horseshoe,NA,Horseshoe,FALSE,1,
Horwood,17-4010-53144,475837,821935,47,5,8,82,1,9,Horwood,NA,Horwood,FALSE,1,
Hosiery,17-6792-50144,451545,784300,45,1,5,78,4,3,Hosiery,NA,Hosiery,FALSE,1,
Hotchkin,17-5546-53290,480649,801601,48,0,6,80,1,6,Hotchkin,NA,Hotchkin,FALSE,1,
Hotstone,17-3648-52867,474318,824809,47,4,3,82,4,8,Hotstone,NA,Hotstone,FALSE,1,
Hough,15-6626-55829,502241,904248,50,2,2,90,4,2,Hough,NA,Hough,FALSE,1,
Hough,17-5726-53086,475544,800142,47,5,5,80,0,1,Hough,NA,Hough,FALSE,1,
Hough,17-3851-51403,462432,822940,46,2,4,82,2,9,Hough,NA,Hough,FALSE,1,
Houghton,15-6488-55784,502028,905433,50,2,0,90,5,4,Houghton,NA,Houghton,FALSE,1,
Hound,17-3055-52250,470907,833355,47,0,9,83,3,3,Hound,NA,Hound,FALSE,1,
Hound,17-7356-50030,450834,780011,45,0,8,78,0,0,Hound,NA,Hound,FALSE,1,
Hour,15-4829-54309,490156,931402,49,0,1,93,1,4,Hour,NA,Hour,FALSE,1,
Houston,17-4905-52780,NA,NA,NA,NA,NA,NA,NA,NA,Houston,NA,Houston,FALSE,1,
Howard,17-5872-53433,481420,794934,48,1,4,79,4,9,Howard,NA,Howard,FALSE,1,
Howard,17-2771-52232,470737,835619,47,0,7,83,5,6,Howard,NA,Howard,FALSE,1,
Howard,18-4079-49186,442459,760924,44,2,4,76,0,9,Howard,NA,Howard,FALSE,1,
Howells,17-4297-55322,495624,815849,49,5,6,81,5,8,Howells,NA,Howells,FALSE,1,
Howes,18-3665-49300,443047,764045,44,3,0,76,4,0,Howes,NA,Howes,FALSE,1,
Howie,16-3601-56035,503408,885832,50,3,4,88,5,8,Howie,NA,Howie,FALSE,1,
Howry,17-4638-51110,460913,812806,46,0,9,81,2,8,Howry,NA,Howry,FALSE,1,
Hubert,17-5406-52926,474713,802729,47,4,7,80,2,7,Hubert,NA,Hubert,FALSE,1,
Hubert,16-6933-52436,471910,842631,47,1,9,84,2,6,Hubert,NA,Hubert,FALSE,1,
Huckson,16-6817-52611,472847,843519,47,2,8,84,3,5,Huckson,NA,Huckson,FALSE,1,
Hudson,17-7255-49942,450404,780809,45,0,4,78,0,8,Hudson,NA,Hudson,FALSE,1,
Huey,18-2976-51123,460809,773715,46,0,8,77,3,7,Huey,NA,Huey,FALSE,1,
Huff,16-6849-52266,471009,843336,47,1,0,84,3,3,Huff,NA,Huff,FALSE,1,
Hughes,17-5123-54896,493339,804949,49,3,3,80,4,9,Hughes,NA,Hughes,FALSE,1,
Hughes,18-2671-50078,451115,775754,45,1,1,77,5,7,Hughes,NA,Hughes,FALSE,1,
Hughes,17-6111-50615,454201,793422,45,4,2,79,3,4,Hughes,NA,Hughes,FALSE,1,
Hughs,15-4154-56472,505820,941217,50,5,8,94,1,2,Hughs,NA,Hughs,FALSE,1,
Hugli,17-2878-51588,463306,834603,46,3,3,83,4,6,Hugli,NA,Hugli,FALSE,1,
Humberstone,16-6660-54855,493004,844226,49,3,0,84,4,2,Humberstone,NA,Humberstone,FALSE,1,
Humestone,17-5202-54735,492457,804316,49,2,4,80,4,3,Humestone,NA,Humestone,FALSE,1,
Hunger,17-5423-47574,425812,802852,42,5,8,80,2,8,"Hunger,",NA,"Hunger,",FALSE,1,
Hungry,17-6538-50445,453222,790150,45,3,2,79,0,1,Hungry,NA,Hungry,FALSE,1,
Hungry,18-3503-49630,444825,765333,44,4,8,76,5,3,Hungry,NA,Hungry,FALSE,1,
Hungry,18-3558-49957,450606,764957,45,0,6,76,4,9,Hungry,NA,Hungry,FALSE,1,
Hunter,17-4999-51078,460734,810004,46,0,7,81,0,0,Hunter,NA,Hunter,FALSE,1,
Hunters,17-6199-50352,452745,792801,45,2,7,79,2,8,Hunters,NA,Hunters,FALSE,1,
Hurds,18-3684-50283,452352,764053,45,2,3,76,4,0,Hurds,NA,Hurds,FALSE,1,
Huronian,15-6641-53950,484118,904613,48,4,1,90,4,6,Huronian,NA,Huronian,FALSE,1,
Hurricane,17-6892-49943,450442,783545,45,0,4,78,3,5,Hurricane,NA,Hurricane,FALSE,1,
Hurst,16-4067-56821,511705,882015,51,1,7,88,2,0,Hurst,NA,Hurst,FALSE,1,
Hurst,17-7096-49974,450603,782012,45,0,6,78,2,0,Hurst,NA,Hurst,FALSE,1,
Husband,15-6142-54121,485111,912635,48,5,1,91,2,6,Husband,NA,Husband,FALSE,1,
Huston,15-3498-55846,502347,950648,50,2,3,95,0,6,Huston,NA,Huston,FALSE,1,
Huston,17-3135-51539,463053,832551,46,3,0,83,2,5,Huston,NA,Huston,FALSE,1,
Hut,15-6178-55190,494850,912145,49,4,8,91,2,1,Hut,NA,Hut,FALSE,1,
Hutch,17-5207-53518,481915,804317,48,1,9,80,4,3,Hutch,NA,Hutch,FALSE,1,
Hutchins,15-4750-54288,490048,932032,49,0,0,93,2,0,Hutchins,NA,Hutchins,FALSE,1,
Hutchison,16-5034-55146,494709,865709,49,4,7,86,5,7,Hutchison,NA,Hutchison,FALSE,1,
Hutson,18-3313-50005,450822,770844,45,0,8,77,0,8,Hutson,NA,Hutson,FALSE,1,
Hutt,17-4939-53090,475610,810455,47,5,6,81,0,4,Hutt,NA,Hutt,FALSE,1,
Hutton,17-5005-51840,464842,805935,46,4,8,80,5,9,Hutton,NA,Hutton,FALSE,1,
Hybrid,17-5559-51914,NA,NA,NA,NA,NA,NA,NA,NA,Hybrid,NA,Hybrid,FALSE,1,
Hyndman,15-5662-54954,493634,920500,49,3,6,92,0,5,Hyndman,NA,Hyndman,FALSE,1,
Hynes,18-2900-50089,451216,774028,45,1,2,77,4,0,Hynes,NA,Hynes,FALSE,1,
Hyslop,17-3335-51787,464434,831049,46,4,4,83,1,0,Hyslop,NA,Hyslop,FALSE,1,
I-291,16-4324-56660,510835,875800,51,0,8,87,5,8,"I-291,",NA,"I-291,",FALSE,1,
I,17-5670-48150,432911,801018,43,2,9,80,1,0,"I,",NA,"I,",FALSE,1,
Icarus,15-6814-53436,481318,903329,48,1,3,90,3,3,Icarus,NA,Icarus,FALSE,1,
Ice,16-6130-54462,490936,852702,49,0,9,85,2,7,Ice,NA,Ice,FALSE,1,
Ice,16-6599-54572,491455,844809,49,1,4,84,4,8,Ice,NA,Ice,FALSE,1,
Iceland,17-5862-52052,465947,795157,46,5,9,79,5,1,Iceland,NA,Iceland,FALSE,1,
Icicle,16-4977-54727,492433,870154,49,2,4,87,0,1,Icicle,NA,Icicle,FALSE,1,
Icy,15-6075-54097,484959,913205,48,4,9,91,3,2,Icy,NA,Icy,FALSE,1,
Id,17-5465-54188,NA,NA,NA,NA,NA,NA,NA,NA,Id,NA,Id,FALSE,1,
Ida,16-4510-55068,494250,874048,49,4,2,87,4,0,Ida,NA,Ida,FALSE,1,
Ida,17-4892-52511,472454,810833,47,2,4,81,0,8,Ida,NA,Ida,FALSE,1,
Igelstrom,15-5796-59990,540804,914655,54,0,8,91,4,6,Igelstrom,NA,Igelstrom,FALSE,1,
Igloo,17-3251-53143,475735,832034,47,5,7,83,2,0,Igloo,NA,Igloo,FALSE,1,
Ignace,18-2997-50850,455329,773455,45,5,3,77,3,4,Ignace,NA,Ignace,FALSE,1,
IK-22,16-6745-53180,475937,843937,47,5,9,84,3,9,"IK-22,",NA,"IK-22,",FALSE,1,
Ill-be-damn,17-3415-51670,463825,830413,46,3,8,83,0,4,Ill-be-damn,NA,Ill-be-damn,FALSE,1,
Imakaw,17-3609-52545,472553,825040,47,2,5,82,5,0,Imakaw,NA,Imakaw,FALSE,1,
India,15-3909-55505,500554,943133,50,0,5,94,3,1,India,NA,India,FALSE,1,
Indian,15-4622-55297,495512,933133,49,5,5,93,3,1,Indian,NA,Indian,FALSE,1,
Indian,15-5965-54891,493256,913958,49,3,2,91,3,9,Indian,NA,Indian,FALSE,1,
Indian,15-4224-55645,NA,NA,NA,NA,NA,NA,NA,NA,Indian,NA,Indian,FALSE,1,
Indian,17-4146-52197,470737,820736,47,0,7,82,0,7,Indian,NA,Indian,FALSE,1,
Indian,17-4553-53202,480208,813601,48,0,2,81,3,6,Indian,NA,Indian,FALSE,1,
Indian,17-6429-51475,462805,790820,46,2,8,79,0,8,Indian,NA,Indian,FALSE,1,
Indian,18-2664-50221,451857,775850,45,1,8,77,5,8,Indian,NA,Indian,FALSE,1,
Indian,18-3947-49383,443532,761938,44,3,5,76,1,9,Indian,NA,Indian,FALSE,1,
Ingall,15-5090-54935,493547,925232,49,3,5,92,5,2,Ingall,NA,Ingall,FALSE,1,
Ingall,17-5932-51960,465446,794632,46,5,4,79,4,6,Ingall,NA,Ingall,FALSE,1,
Ingrams,17-6808-50234,452035,784134,45,2,0,78,4,1,Ingrams,NA,Ingrams,FALSE,1,
Ingrids,17-4707-52393,471830,812318,47,1,8,81,2,3,Ingrids,NA,Ingrids,FALSE,1,
Ink,17-5203-51136,461039,804415,46,1,0,80,4,4,Ink,NA,Ink,FALSE,1,
Ink,17-6521-50510,453553,790258,45,3,5,79,0,2,Ink,NA,Ink,FALSE,1,
Inlet,17-3386-54339,490220,831231,49,0,2,83,1,2,Inlet,NA,Inlet,FALSE,1,
Innes,16-3750-54094,484938,884212,48,4,9,88,4,2,Innes,NA,Innes,FALSE,1,
Innis,17-5928-48578,435209,795044,43,5,2,79,5,0,Innis,NA,Innis,FALSE,1,
Inright,18-2764-50300,452325,775123,45,2,3,77,5,1,Inright,NA,Inright,FALSE,1,
Insect,16-6681-54923,493344,844034,49,3,3,84,4,0,Insect,NA,Insect,FALSE,1,
Inspiration,16-3568-55633,501223,890027,50,1,2,89,0,0,Inspiration,NA,Inspiration,FALSE,1,
Insula,17-6594-50058,451123,785814,45,1,1,78,5,8,Insula,NA,Insula,FALSE,1,
Inwood,15-6868-54326,490111,902644,49,0,1,90,2,6,Inwood,NA,Inwood,FALSE,1,
Ira,16-5574-55276,495401,861200,49,5,4,86,1,2,Ira,NA,Ira,FALSE,1,
Ira,17-4703-49862,450149,812237,45,0,1,81,2,2,Ira,NA,Ira,FALSE,1,
Irene,15-6015-54420,490728,913630,49,0,7,91,3,6,Irene,NA,Irene,FALSE,1,
Irene,17-4452-52623,473051,814342,47,3,0,81,4,3,Irene,NA,Irene,FALSE,1,
Irene,16-7135-54665,491858,840342,49,1,8,84,0,3,Irene,NA,Irene,FALSE,1,
Irene,16-7007-52453,471958,842038,47,1,9,84,2,0,Irene,NA,Irene,FALSE,1,
Irene,18-3029-50955,455912,773240,45,5,9,77,3,2,Irene,NA,Irene,FALSE,1,
Iris,17-6880-50551,453733,783519,45,3,7,78,3,5,Iris,NA,Iris,FALSE,1,
Irish,15-6329-54401,490605,911046,49,0,6,91,1,0,Irish,NA,Irish,FALSE,1,
Irish,16-7109-55084,494136,840433,49,4,1,84,0,4,Irish,NA,Irish,FALSE,1,
Irish,18-4241-49555,444502,755732,44,4,5,75,5,7,Irish,NA,Irish,FALSE,1,
Irish,17-5288-49009,441545,803823,44,1,5,80,3,8,Irish,NA,Irish,FALSE,1,
Iron,17-5491-52005,465729,802116,46,5,7,80,2,1,Iron,NA,Iron,FALSE,1,
Iron,17-2748-51543,463025,835606,46,3,0,83,5,6,Iron,NA,Iron,FALSE,1,
Iron,16-6285-53427,481336,851613,48,1,3,85,1,6,Iron,NA,Iron,FALSE,1,
Ironside,17-4953-51870,465019,810343,46,5,0,81,0,3,Ironside,NA,Ironside,FALSE,1,
Irregular,15-3626-56237,504502,945651,50,4,5,94,5,6,Irregular,NA,Irregular,FALSE,1,
Irwin,15-3575-57152,513420,950325,51,3,4,95,0,3,Irwin,NA,Irwin,FALSE,1,
Irwin,17-4994-53926,484117,810029,48,4,1,81,0,0,Irwin,NA,Irwin,FALSE,1,
Isaac,17-4813-49588,444703,811412,44,4,7,81,1,4,Isaac,NA,Isaac,FALSE,1,
Isabel,15-4101-55073,494248,941450,49,4,2,94,1,4,Isabel,NA,Isabel,FALSE,1,
Isabella,17-5930-50285,452420,794842,45,2,4,79,4,8,Isabella,NA,Isabella,FALSE,1,
Isabelle,15-4698-55819,502327,932528,50,2,3,93,2,5,Isabelle,NA,Isabelle,FALSE,1,
Isaiah,17-3740-52816,NA,NA,NA,NA,NA,NA,NA,NA,Isaiah,NA,Isaiah,FALSE,1,
Ishmael,17-4542-51063,460638,813532,46,0,6,81,3,5,Ishmael,NA,Ishmael,FALSE,1,
Isinglass,15-4500-54658,492041,934119,49,2,0,93,4,1,Isinglass,NA,Isinglass,FALSE,1,
Island,15-4040-55161,494728,942001,49,4,7,94,2,0,Island,NA,Island,FALSE,1,
Island,15-4331-55204,495004,935547,49,5,0,93,5,5,Island,NA,Island,FALSE,1,
Island,16-3252-53938,484030,892229,48,4,0,89,2,2,Island,NA,Island,FALSE,1,
Island,15-6520-53607,482258,905652,48,2,2,90,5,6,Island,NA,Island,FALSE,1,
Island,17-5325-54046,484742,803329,48,4,7,80,3,3,Island,NA,Island,FALSE,1,
Island,17-5310-52621,473048,803520,47,3,0,80,3,5,Island,NA,Island,FALSE,1,
Island,17-5099-53780,483324,805156,48,3,3,80,5,1,Island,NA,Island,FALSE,1,
Island,17-3084-52126,470229,833118,47,0,2,83,3,1,Island,NA,Island,FALSE,1,
Island,17-5905-52350,471551,794813,47,1,5,79,4,8,Island,NA,Island,FALSE,1,
Island,17-7290-49721,445204,780603,44,5,2,78,0,6,Island,NA,Island,FALSE,1,
Island,17-6461-50697,454601,790715,45,4,6,79,0,7,Island,NA,Island,FALSE,1,
Island,17-6372-50605,454112,791418,45,4,1,79,1,4,Island,NA,Island,FALSE,1,
Island,17-5728-50719,454756,800348,45,4,7,80,0,3,Island,NA,Island,FALSE,1,
Island,18-2796-50605,453954,774947,45,3,9,77,4,9,Island,NA,Island,FALSE,1,
Island,17-6399-48782,440245,791511,44,0,2,79,1,5,Island,NA,Island,FALSE,1,
Islay,16-6771-52236,470839,843950,47,0,8,84,3,9,Islay,NA,Islay,FALSE,1,
Islealone,16-5282-54188,485526,863652,48,5,5,86,3,6,Islealone,NA,Islealone,FALSE,1,
Islet,17-6645-50543,453728,785324,45,3,7,78,5,3,Islet,NA,Islet,FALSE,1,
Islets,15-5533-54518,491307,921607,49,1,3,92,1,6,Islets,NA,Islets,FALSE,1,
Islington,16-5254-54431,490831,863904,49,0,8,86,3,9,Islington,NA,Islington,FALSE,1,
Isobel,16-5047-55312,495606,865606,49,5,6,86,5,6,Isobel,NA,Isobel,FALSE,1,
Ivanhoe,17-3788-53266,480458,823737,48,0,4,82,3,7,Ivanhoe,NA,Ivanhoe,FALSE,1,
Ivans,17-3802-51324,462011,823322,46,2,0,82,3,3,Ivans,NA,Ivans,FALSE,1,
Iveys,17-6239-50731,454807,792420,45,4,8,79,2,4,Iveys,NA,Iveys,FALSE,1,
Izaak,17-3237-51783,464414,831829,46,4,4,83,1,8,Izaak,NA,Izaak,FALSE,1,
J,17-5679-48139,NA,NA,NA,NA,NA,NA,NA,NA,"J,",NA,"J,",FALSE,1,
Jaab,17-3619-56679,510853,825829,51,0,8,82,5,8,Jaab,NA,Jaab,FALSE,1,
Jabez,15-6871-56206,504231,902058,50,4,2,90,2,0,Jabez,NA,Jabez,FALSE,1,
Jack,15-4046-55984,503153,942044,50,3,1,94,2,0,Jack,NA,Jack,FALSE,1,
Jack,15-5884-53699,482841,914814,48,2,8,91,4,8,Jack,NA,Jack,FALSE,1,
Jack,17-4711-54046,484745,812337,48,4,7,81,2,3,Jack,NA,Jack,FALSE,1,
Jack,17-7358-49530,444138,780129,44,4,1,78,0,1,Jack,NA,Jack,FALSE,1,
Jackfish,15-5405-54965,493718,922620,49,3,7,92,2,6,Jackfish,NA,Jackfish,FALSE,1,
Jackfish,15-4564-54208,485626,933546,48,5,6,93,3,5,Jackfish,NA,Jackfish,FALSE,1,
Jackfish,15-5536-55460,500356,921505,50,0,3,92,1,5,Jackfish,NA,Jackfish,FALSE,1,
Jackfish,16-5038-54085,484955,865651,48,4,9,86,5,6,Jackfish,NA,Jackfish,FALSE,1,
Jackfish,16-6052-53171,480002,853522,48,0,0,85,3,5,Jackfish,NA,Jackfish,FALSE,1,
Jackinnes,16-3405-55304,495423,891316,49,5,4,89,1,3,Jackinnes,NA,Jackinnes,FALSE,1,
Jackpine,17-5256-54456,490952,803858,49,0,9,80,3,8,Jackpine,NA,Jackpine,FALSE,1,
Jackpine,17-3225-51473,462728,831841,46,2,7,83,1,8,Jackpine,NA,Jackpine,FALSE,1,
Jackpine,17-5808-52217,470844,795604,47,0,8,79,5,6,Jackpine,NA,Jackpine,FALSE,1,
Jacks,17-6296-50571,453926,792013,45,3,9,79,2,0,Jacks,NA,Jacks,FALSE,1,
Jacks,17-5799-49262,442912,795941,44,2,9,79,5,9,Jacks,NA,Jacks,FALSE,1,
Jackson,15-6040-56033,503426,913151,50,3,4,91,3,1,Jackson,NA,Jackson,FALSE,1,
Jackson,16-4448-55465,500411,874619,50,0,4,87,4,6,Jackson,NA,Jackson,FALSE,1,
Jackson,17-5308-53249,480442,803514,48,0,4,80,3,5,Jackson,NA,Jackson,FALSE,1,
Jackson,17-5292-51599,NA,NA,NA,NA,NA,NA,NA,NA,Jackson,NA,Jackson,FALSE,1,
Jacob,15-6979-53586,482107,901944,48,2,1,90,1,9,Jacob,NA,Jacob,FALSE,1,
Jagged,15-6715-55324,495515,903637,49,5,5,90,3,6,Jagged,NA,Jagged,FALSE,1,
Jake,17-6906-50483,453350,783326,45,3,3,78,3,3,Jake,NA,Jake,FALSE,1,
Jakes,15-5392-54765,492630,922731,49,2,6,92,2,7,Jakes,NA,Jakes,FALSE,1,
James,15-4953-54441,490906,930353,49,0,9,93,0,3,James,NA,James,FALSE,1,
James,17-5235-53025,475238,804108,47,5,2,80,4,1,James,NA,James,FALSE,1,
James,17-5957-52256,471043,794413,47,1,0,79,4,4,James,NA,James,FALSE,1,
James,18-2864-50260,452126,774336,45,2,1,77,4,3,James,NA,James,FALSE,1,
James,18-3486-49798,445727,765510,44,5,7,76,5,5,James,NA,James,FALSE,1,
Jamieson,18-2885-49933,450350,774113,45,0,3,77,4,1,Jamieson,NA,Jamieson,FALSE,1,
Jamieson,18-3660-50122,451508,764227,45,1,5,76,4,2,Jamieson,NA,Jamieson,FALSE,1,
Jamtama,17-5510-52746,473728,801918,47,3,7,80,1,9,Jamtama,NA,Jamtama,FALSE,1,
Janet,16-5792-54504,491212,855445,49,1,2,85,5,4,Janet,NA,Janet,FALSE,1,
Janet,17-4342-53711,482929,815325,48,2,9,81,5,3,Janet,NA,Janet,FALSE,1,
Janus,16-7135-54635,491722,840352,49,1,7,84,0,3,Janus,NA,Janus,FALSE,1,
Japan,15-5778-55782,502110,915424,50,2,1,91,5,4,Japan,NA,Japan,FALSE,1,
Jardine,16-4692-56645,510758,872625,51,0,7,87,2,6,Jardine,NA,Jardine,FALSE,1,
Jarvey,16-6242-53523,481848,851929,48,1,8,85,1,9,Jarvey,NA,Jarvey,FALSE,1,
Jarvis,15-6097-55247,495201,912827,49,5,2,91,2,8,Jarvis,NA,Jarvis,FALSE,1,
Jarvis,16-7175-51737,464102,840923,46,4,1,84,0,9,Jarvis,NA,Jarvis,FALSE,1,
Jason,15-4247-55403,500045,940303,50,0,0,94,0,3,Jason,NA,Jason,FALSE,1,
Jason,16-4741-54101,485042,872111,48,5,0,87,2,1,Jason,NA,Jason,FALSE,1,
Jasper,17-4163-52070,470048,820603,47,0,0,82,0,6,Jasper,NA,Jasper,FALSE,1,
Jaw,16-6676-54898,493221,844059,49,3,2,84,4,0,Jaw,NA,Jaw,FALSE,1,
Jawbone,17-4919-54119,485144,810637,48,5,1,81,0,6,Jawbone,NA,Jawbone,FALSE,1,
Jean,15-5931-53761,NA,NA,NA,NA,NA,NA,NA,NA,Jean,NA,Jean,FALSE,1,
Jean,17-4898-52469,472239,810804,47,2,2,81,0,8,Jean,NA,Jean,FALSE,1,
Jean,17-6756-50117,451419,784544,45,1,4,78,4,5,Jean,NA,Jean,FALSE,1,
Jean,16-4350-54706,492311,875343,49,2,3,87,5,3,"Jean,",NA,"Jean,",FALSE,1,
Jeanette,15-5605-56599,510523,920810,51,0,5,92,0,8,Jeanette,NA,Jeanette,FALSE,1,
Jeannie,17-5121-54151,485325,805006,48,5,3,80,5,0,Jeannie,NA,Jeannie,FALSE,1,
Jeff,17-4928-53108,475710,810546,47,5,7,81,0,5,Jeff,NA,Jeff,FALSE,1,
Jeffers,18-3384-50174,451737,770340,45,1,7,77,0,3,Jeffers,NA,Jeffers,FALSE,1,
Jefferson,17-5002-54233,485752,805949,48,5,7,80,5,9,Jefferson,NA,Jefferson,FALSE,1,
Jeffrey,18-2733-49889,450109,775239,45,0,1,77,5,2,Jeffrey,NA,Jeffrey,FALSE,1,
Jeffreys,18-3610-50486,453443,764654,45,3,4,76,4,6,Jeffreys,NA,Jeffreys,FALSE,1,
Jemar,16-5520-55601,501134,861618,50,1,1,86,1,6,Jemar,NA,Jemar,FALSE,1,
Jembi,16-6141-54289,490015,852623,49,0,0,85,2,6,Jembi,NA,Jembi,FALSE,1,
Jen,17-4696-52376,471736,812405,47,1,7,81,2,4,Jen,NA,Jen,FALSE,1,
