BsM_Cycle,FMZ,lakeName,waterbodyID,secchiDepth,surfaceArea,lakeVolume,maxDepth,meanDepth,lat,long,yearSample,COLTR (TCU),pH,cond,alk,Ca,MGUT (mg/L),Na,KKUT (mg/L),CLIDUR (mg/L),SSO4UR (mg/L),SIO3UR (mg/L),FEUT,DIC,DOC,NNHTUR (mg/L),NNOTUR (ug/L),TKN,TDP,dateSample,NtoPratio
3,12,Lac Coulonge,18-3577-50825,1.5,NA,NA,NA,NA,NA,NA,NA,73.799,6.98,37.6,9.98,4,1.07,1.889,0.57,1.24,3.6,2.72,240,2.399,7.7,22,144,215,9.099,NA,NA
3,12,Lac des Chats,18-3854-50393,1.9,NA,NA,NA,NA,NA,NA,NA,68.799,7.11,46,12.1,4.469,1.24,2.029,0.556,1.57,3.66,2.64,256,3.109,6.969,11.4,148,280,13.5,NA,NA
3,12,Lac Deschenes,18-4334-50239,1.5,NA,NA,NA,NA,NA,NA,NA,63.799,7.339,64,19.199,6.589,1.679,2.58,0.603,2.669,3.94,2.589,248,4.79,6.629,11.1,150,250,17.5,NA,NA
3,12,Lac du Rocher-Fendu,18-3662-50545,1.6,NA,NA,NA,NA,NA,NA,NA,67.799,7.08,47.899,13.5,4.53,1.28,2.2,0.559,1.74,3.85,2.629,240,3.259,6.96,10,157,280,12.65,NA,NA
3,12,Lac la Cave,17-6731-51370,1,NA,NA,NA,NA,NA,NA,NA,70.7,7.11,58.399,17.899,6.45,1.75,2.149,0.623,1.35,4.299,2.48,321,4.509,7.5,20,280,423.319,15.699,NA,NA
3,12,Lower Allumette L.,18-3485-50735,1.8,NA,NA,NA,NA,NA,NA,NA,67.4,7.049,46.5,12,4.48,1.34,2.27,0.58,1.77,3.72,2.649,237,3.109,6.96,11,158,270,12.55,NA,NA
3,12,"Timiskaming, L.",17-6178-52207,0.4,NA,NA,NA,NA,NA,NA,NA,99.799,7.21,73.9,25.1,8.91,2.319,2.089,0.731,1.86,4.059,2.47,565,5.86,8.519,12.699,333,290,21.75,NA,NA
3,15,Ahmic L.,17-6025-50535,2,NA,NA,NA,NA,NA,NA,NA,44.799,6.79,39.299,6.889,3.18,0.782,3.04,0.67,3.75,3.5,2.14,170,1.52,5.4,18,82,282,10.199,NA,NA
3,15,Bark L.,18-2782-50364,3.1,NA,NA,NA,NA,NA,NA,NA,38.799,6.94,33.7,6.639,2.379,0.788,2,0.415,2.129,3.23,2.72,140,1.69,5.139,10,105,230,7.304,NA,NA
3,15,Bella L.,17-6539-50341,4.7,NA,NA,NA,NA,NA,NA,NA,12.1,6.79,27.199,6.24,2.49,0.654,1.189,0.437,1.169,2.819,1.159,49,1.899,2.74,10,77,170,5.014,NA,NA
3,15,Bernard L.,17-6257-50660,2.4,NA,NA,NA,NA,NA,NA,NA,19.5,6.74,76.4,9.259,4.179,1.03,9.21,0.915,12.699,3.75,0.82,50,2.12,3.5,12,14,206,7.099,NA,NA
3,15,Black Donald L.,18-3469-50088,3.5,NA,NA,NA,NA,NA,NA,NA,38.7,7.599,105,37.899,13.6,2.2,2.919,0.717,3.85,3.81,2.509,104,9.5,5.25,10,43.799,270,9.125,NA,NA
3,15,Buck L.,17-6254-50307,1.6,NA,NA,NA,NA,NA,NA,NA,100,6.16,17.199,2.459,1.53,0.365,0.838,0.387,0.64,1.77,2.06,460,1.11,8.259,16.6,114,300,10.949,NA,NA
3,15,Calabogie L.,18-3634-50151,3.5,NA,NA,NA,NA,NA,NA,NA,33,7.69,112,43.2,15,2.39,2.79,0.726,3.58,3.81,2.77,89,10.5,4.96,10.1,64.7,250,8.009,NA,NA
3,15,Catchacoma L.,17-7116-49585,2.4,NA,NA,NA,NA,NA,NA,NA,40.899,6.9,47.2,15.1,6.54,0.826,1.6,0.38,2.04,2.25,1.72,100,3.54,6.099,6,78,260,4,NA,NA
3,15,"Cecebe, L.",17-6111-50550,1.7,NA,NA,NA,NA,NA,NA,NA,42.899,6.61,38.1,5.29,2.54,0.634,3.04,0.58,4.299,3.6,2.399,190,1.54,5.2,32,132,211,11.199,NA,NA
3,15,"Clear, L.",18-3287-50341,4,NA,NA,NA,NA,NA,NA,NA,6.099,8.009,257,105,37.1,6.719,8.289,0.925,13.3,5.349,2.12,10,23.899,3.1,46,4,302,8.199,NA,NA
3,15,Cripple L.,17-6554-50468,2.7,NA,NA,NA,NA,NA,NA,NA,32.299,6.089,13,1.53,1.03,0.288,0.561,0.269,0.198,2.089,1.679,162,0.727,4.219,12.8,162,180,8.365,NA,NA
3,15,Doe L.,17-6239-50430,1.8,NA,NA,NA,NA,NA,NA,NA,48,6.589,33.6,5.75,2.2,0.554,2.459,0.48,3.52,2.5,2.899,200,1.78,5.299,42,88,214,9.3,NA,NA
3,15,"Dore, L.",18-3351-50535,4.1,NA,NA,NA,NA,NA,NA,NA,18.8,7.98,196,75.099,23,5.629,6.19,1.11,9.009,5.21,3.109,30,18.199,5.459,10.6,5,360,10.699,NA,NA
3,15,Dunstan L.,17-6523-50498,3.9,NA,NA,NA,NA,NA,NA,NA,18,6.7,19.899,5.059,1.82,0.514,0.798,0.362,0.274,2.23,2.589,194,1.459,2.859,40,220,283.384,7.019,NA,NA
3,15,Fosters L.,18-2900-50140,2.9,NA,NA,NA,NA,NA,NA,NA,40.5,7.509,128,54.799,20.5,3.049,1.71,1.09,1.86,3.95,4.519,150,12.8,8.9,38,4,407,11,NA,NA
3,15,Golden L.,18-3186-50482,2.9,NA,NA,NA,NA,NA,NA,NA,31.199,7.57,93.299,30.399,9.189,2.919,3.359,0.867,4.7,4.29,3.7,67,7.45,5.54,10,36.899,280,8.05,NA,NA
3,15,Goodwin L.,17-6844-50137,5.7,NA,NA,NA,NA,NA,NA,NA,11.3,6.44,14,2.47,1.22,0.332,0.454,0.313,0.204,2.149,0.42,50,1.09,2.91,10,41.6,170,4.174,NA,NA
3,15,Jack L.,17-7358-49530,4.4,NA,NA,NA,NA,NA,NA,NA,13.199,7.7,143,58.899,23.5,1.6,3.359,0.81,5.04,3.35,1.3,10,13.8,5,8,2,277,5.799,NA,NA
3,15,"Joseph, L.",17-5998-50031,4.6,NA,NA,NA,NA,NA,NA,NA,10.199,6.969,66.599,8.269,3.81,0.787,6.519,0.613,9.449,4.36,0.64,30,2.339,2.649,11.199,160,120,3.444,NA,NA
3,15,Kamaniskeg L.,18-2891-50334,4,NA,NA,NA,NA,NA,NA,NA,28,6.69,37.2,7,2.919,0.932,2.339,0.55,2.69,3.799,2.419,90,1.76,5,20,84,241,5.099,NA,NA
3,15,Kawagama L.,17-6767-50182,8.5,NA,NA,NA,NA,NA,NA,NA,14.1,6.65,20.3,3.91,1.75,0.538,0.754,0.334,0.45,2.71,1.7,51,1.36,3.24,10.3,135,150,3.93,NA,NA
3,15,Kelly L.,18-3191-50636,2.5,NA,NA,NA,NA,NA,NA,NA,53.899,7,36.2,13.6,4.059,1.3,1.07,0.595,0.309,1.85,2.759,553,3.29,6.379,30,120,329.269,12.15,NA,NA
3,15,Kimball L.,17-6818-50232,6,NA,NA,NA,NA,NA,NA,NA,17.3,6.4,17,2.89,1.439,0.453,0.635,0.286,0.221,2.71,1.82,55,1.01,3.58,30,170,246.905,5.019,NA,NA
3,15,Lake of B.s,17-6567-50131,4.7,NA,NA,NA,NA,NA,NA,NA,15.699,6.57,32.7,4.78,2.64,0.884,2.52,0.445,3.029,3.35,1.879,30,1.34,3.299,8,118,180,3.5,NA,NA
3,15,McKenzie L.,17-7331-50275,3.4,NA,NA,NA,NA,NA,NA,NA,45.6,6.719,36.7,6.139,2.85,0.79,2.7,0.522,3.21,3.129,2.97,190,1.74,6.059,12.4,108,240,7.459,NA,NA
3,15,Meach L.,17-7249-50200,3.2,NA,NA,NA,NA,NA,NA,NA,34.299,6.74,26.1,6.549,2.45,0.609,1.33,0.494,0.612,2.779,2.629,108,1.62,4.78,30,120,292.125,6.565,NA,NA
3,15,Mink L.,18-3401-50475,6,NA,NA,NA,NA,NA,NA,NA,13.699,8.21,319,131,37.399,10.5,9.599,1.669,15.199,7.19,3.089,30,31.5,6.37,26.399,61.2,430,6.21,NA,NA
3,15,Mississagua L.,17-7123-49536,4.5,NA,NA,NA,NA,NA,NA,NA,27.5,7.179,47.2,14.3,5.9,0.832,1.48,0.358,1.74,2.62,1.53,61,3.779,4.78,10,115,220,4.78,NA,NA
3,15,Muskrat L.,18-3511-50603,1.6,NA,NA,NA,NA,NA,NA,NA,33.2,8.3,322,118,36.799,9.369,12.4,2.08,19.6,10.8,3.1,30,28.6,6.15,32.7,40.1,612.7,27.899,NA,NA
3,15,Norway L.,18-3652-50219,7.6,NA,NA,NA,NA,NA,NA,NA,14.699,8.109,223,102,30.1,7.589,1.87,1.22,2.77,4.089,2.1,30,25.1,6.44,14.5,24.199,410,6.889,NA,NA
3,15,Red Pine L.,17-6806-50080,3.5,NA,NA,NA,NA,NA,NA,NA,13,6.48,20,3.33,1.679,0.406,0.665,0.335,0.56,3.1,1.08,80,1.26,3.299,20,114,140,14.8,NA,NA
3,15,Redstone L.,17-6934-50060,4,NA,NA,NA,NA,NA,NA,NA,18.899,6.599,22.1,4.82,1.78,0.468,0.75,0.355,0.53,3.2,1.8,90,1.379,3.5,18,168,130,7,NA,NA
3,15,"Rosseau, L.",17-6112-50030,4.6,NA,NA,NA,NA,NA,NA,NA,23.3,6.889,53.799,7.29,3.379,0.796,5.29,0.604,6.91,3.21,1.49,64,2.149,3.819,11.5,199,130,4.41,NA,NA
3,15,Round L.,18-3030-50572,3.2,NA,NA,NA,NA,NA,NA,NA,43.399,7.019,53.7,16.899,5.7,1.86,2.049,0.88,1.909,4.049,3.399,170,3.54,6,18,64,278,6.2,NA,NA
3,15,Salmon Trout L.,18-2790-50077,3,NA,NA,NA,NA,NA,NA,NA,29.1,7.23,65.5,20.8,8.599,1.419,1.5,0.774,1.76,4.349,1.77,98,5.509,5.459,19.199,68.299,320,14.35,NA,NA
3,15,Skeleton L.,17-6216-50117,6,NA,NA,NA,NA,NA,NA,NA,8.109,6.86,52,6.559,3.419,0.693,4.049,0.456,5.78,4.549,0.77,30,1.919,1.98,11.8,334,75,2.444,NA,NA
3,15,Tallan L.,17-7329-49698,7.4,NA,NA,NA,NA,NA,NA,NA,19.8,8.019,218,103,40.299,1.649,1.59,1.32,2.74,2.589,2.35,30,24.8,5.25,30,80,242.44,5.544,NA,NA
3,15,Twelve Mile L.,17-6807-49881,5,NA,NA,NA,NA,NA,NA,NA,17.699,7.12,57.2,11.9,4.769,1.21,3.419,0.626,4.769,3.91,1.659,51,3.27,3.259,16.1,115,180,5.525,NA,NA
3,16,Cameron L.,17-4561-50068,3.6,NA,NA,NA,NA,NA,NA,NA,22.199,8.189,306,162,37.1,19.1,0.765,0.17,1.73,2.899,1,20,38,6.7,32,34,335,4,NA,NA
3,16,Chesley L.,17-4822-49331,5,NA,NA,NA,NA,NA,NA,NA,8.49,8.15,263,126,34.1,10.6,4.11,1.449,7.54,3.149,0.6,10,29.699,3.5,32,98,315,10.9,NA,NA
3,16,"Couchiching, L.",17-6286-49481,6.7,NA,NA,NA,NA,NA,NA,NA,4.929,8.169,404,110,42.2,7.679,29.199,2.33,49.7,16.1,1.28,0,25.199,3.899,28,4,380,7.599,NA,NA
3,16,Cyprus L.,17-4583-50085,4.1,NA,NA,NA,NA,NA,NA,NA,18.199,8.23,302,159,37.1,18.399,0.73,0.195,2.18,3,1.02,10,37.399,6.299,82,40,383,4,NA,NA
3,16,Fanshawe L.,17-4857-47670,0.8,NA,NA,NA,NA,NA,NA,NA,60.899,8.24,644,235,86,16.6,21,2.459,41.6,14.3,2.049,234,56.1,3.649,30.699,6650,25,41.95,NA,NA
3,16,Farlain L.,17-5814-49627,4.1,NA,NA,NA,NA,NA,NA,NA,6.66,8.08,182,84.099,27.8,5.2,2.2,0.78,3.72,2.899,0.01,10,19.699,3.5,20,46,321,7.099,NA,NA
3,16,Gloucester Pl.,17-6026-49666,4.1,NA,NA,NA,NA,NA,NA,NA,24.1,7.679,232,63.7,24.3,4.519,15.199,1.27,25.199,9,1.28,90,15,5.099,26,34,356,10.3,NA,NA
3,16,Little L.,17-6016-49633,2.6,NA,NA,NA,NA,NA,NA,NA,42.399,7.509,143,38.6,15.1,2.77,9.089,0.87,14.4,5.9,1.659,150,9.039,5.4,40,82,280,4.599,NA,NA
3,16,Little L.,17-6058-49199,1.4,NA,NA,NA,NA,NA,NA,NA,36.799,8.339,648,172,60.2,9.279,50.299,1.679,92.599,9.47,0.05,46,40.5,5.389,21.8,328,510,20.5,NA,NA
3,16,Sparrow L.,17-6275-49634,2.7,NA,NA,NA,NA,NA,NA,NA,18.8,7.799,311,86.599,33.5,6.54,21.399,1.81,34.5,11.6,1,100,19.6,5,26,12,407,13.699,NA,NA
3,16,Tea L.,17-6065-49697,1.8,NA,NA,NA,NA,NA,NA,NA,85.5,7.28,76.099,18.6,7.21,1.55,4.889,0.561,7.16,3.049,1.47,203,4.4,8.339,21,48.2,360,11.699,NA,NA
3,17,Balsam L.,17-6712-49387,4.4,NA,NA,NA,NA,NA,NA,NA,15,7.589,141,54.799,20.899,2.25,4.11,0.715,6.429,4.299,1.56,20,12.699,3.5,16,20,235,5.7,NA,NA
3,17,Belmont L.,18-2756-49309,3.6,NA,NA,NA,NA,NA,NA,NA,29.899,7.53,137,54.2,22,2.279,4.33,1.129,5.82,4.15,1.2,40,12.3,5.799,32,8,315,7,NA,NA
3,17,Big Bald L.,17-7074-49389,6.7,NA,NA,NA,NA,NA,NA,NA,17.899,7.82,290,101,42.2,3.31,11.9,0.8,21.8,11.4,0.48,20,23.8,4.5,22,2,284,8.199,NA,NA
3,17,Buckhorn L.,17-7074-49293,3,NA,NA,NA,NA,NA,NA,NA,22.399,8.169,233,92.4,36.1,3.81,7.95,1.11,12.6,5.15,2.299,20,19.5,5.2,58,26,426,22.899,NA,NA
3,17,Canal L.,17-6548-49368,2.4,NA,NA,NA,NA,NA,NA,NA,21.699,8.039,273,129,48.899,3.069,4.169,0.66,6.639,4.15,0.88,40,30.5,4.7,36,2,352,13.4,NA,NA
3,17,Chemong L.,17-7076-49181,2.4,NA,NA,NA,NA,NA,NA,NA,16.3,8.259,339,119,47.2,6.2,16.399,1.75,27.699,8.8,0.36,20,26.5,5.2,16,2,529,16.8,NA,NA
3,17,Cordova L.,18-2756-49393,2.4,NA,NA,NA,NA,NA,NA,NA,37.6,7.57,106,37.5,15.699,1.62,3.41,0.85,5.16,3.95,1.639,80,9.199,5.4,26,26,255,8.8,NA,NA
3,17,Dalrymple L.,17-6500-49453,2.2,NA,NA,NA,NA,NA,NA,NA,31.1,7.99,290,129,48.5,4.759,5.559,1.01,9.529,8.3,1.32,30,30.199,6.599,54,62,466,14.5,NA,NA
3,17,Four Mile L.,17-6793-49499,4,NA,NA,NA,NA,NA,NA,NA,16,8.029,203,91.099,32.6,4.559,2.64,0.363,3.31,3.899,1.55,30,22.399,4.49,10,5,260,6.235,NA,NA
3,17,Head L.,17-6651-49559,4.7,NA,NA,NA,NA,NA,NA,NA,17.6,7.9,175,81.5,28.6,4.349,2.089,0.475,3.21,2.35,1.28,80,19.3,3.7,30,66,209,8.4,NA,NA
3,17,Katchewanooka L.,17-7182-49263,4.3,NA,NA,NA,NA,NA,NA,NA,20.899,7.75,233,90,34.899,3.189,8.08,1.04,13.3,5.5,1.439,20,21.6,5,44,230,313,9.4,NA,NA
3,17,Lovesick L.,17-7197-49373,6.9,NA,NA,NA,NA,NA,NA,NA,23.199,8.039,250,91.7,36.7,3.49,8.939,1.12,14.9,5.79,1.09,36,22.199,5.21,19.399,225,340,9.085,NA,NA
3,17,Lower Buckhorn L.,17-7170-49371,3.2,NA,NA,NA,NA,NA,NA,NA,28.8,7.839,204,77,32,2.779,7.089,1.07,12.199,5.099,1.52,60,18.1,5.4,36,270,192,9.3,NA,NA
3,17,Pigeon L.,17-6992-49270,4.2,NA,NA,NA,NA,NA,NA,NA,25.199,7.78,208,83.4,31.5,3.14,6.419,1.04,10.8,4.95,1.439,50,19.3,5.099,28,208,281,8.4,NA,NA
3,17,Rice L.,17-7257-48946,2.5,NA,NA,NA,NA,NA,NA,NA,24.8,7.94,234,88.099,37.399,3.259,9.05,1.21,15.6,5.849,1.32,40,20.5,5,30,208,216,9.699,NA,NA
3,17,Rylstone L.,18-2850-49215,2.3,NA,NA,NA,NA,NA,NA,NA,36.2,7.719,142,58.6,23.699,2.22,3.339,0.915,4.99,3.6,1.62,100,14.1,5.4,24,46,237,9,NA,NA
3,17,"Scugog, L.",17-6715-48930,1.7,NA,NA,NA,NA,NA,NA,NA,27.6,8.259,448,148,56.399,8.41,22.199,2.259,41.399,11.3,0.1,30,35.899,7.79,15.3,238,690,11.9,NA,NA
3,17,Shadow L.,17-6749-49534,3.6,NA,NA,NA,NA,NA,NA,NA,22,7.4,89.599,24.199,8.64,1.87,4.7,0.645,7.11,4.41,1.72,61,6.03,4.03,10,99.2,210,6.254,NA,NA
3,17,Silver L.,17-6744-49500,4,NA,NA,NA,NA,NA,NA,NA,19.899,7.339,85.2,23.5,9.419,1.83,4.32,0.725,6.769,4.599,1.76,60,5.86,3.399,14,114,151,7.299,NA,NA
3,17,Stony L.,17-7310-49388,5,NA,NA,NA,NA,NA,NA,NA,24.1,7.639,166,67.299,26,1.909,4.929,0.84,7.44,2.95,1.5,60,15.9,5.299,12,16,261,5.299,NA,NA
3,17,Sturgeon L.,17-6820-49260,3,NA,NA,NA,NA,NA,NA,NA,29.6,7.969,219,78.2,31.3,3.089,8.32,0.999,13.5,5.2,1.76,65,19,5.15,16.399,210,310,10.6,NA,NA
3,17,Young L.,17-6459-49524,2.6,NA,NA,NA,NA,NA,NA,NA,19.1,8.14,285,102,32.2,6.769,12.8,0.803,20.3,6.16,1.47,30,24.399,4.54,13.5,30.5,360,10.205,NA,NA
3,18,Big Rideau L.,18-4040-49580,12.1,NA,NA,NA,NA,NA,NA,NA,9.029,7.98,210,82.599,24.1,6.929,5.79,1.139,9.609,5.919,1.55,30,20.3,3.609,12.199,35.1,300,8.009,NA,NA
3,18,Birch L.,18-3782-49339,4.6,NA,NA,NA,NA,NA,NA,NA,14.199,7.86,161,66.799,21,5.41,3.18,0.772,3.629,5.73,1.8,30,16.6,3.74,12.3,18.3,280,8.835,NA,NA
3,18,Bobs L.,18-3741-49489,5,NA,NA,NA,NA,NA,NA,NA,8.789,8.029,196,87.799,31.1,6.139,2.87,1.11,3.81,5.299,1.76,0,19.399,3.7,6,1,282,6.599,NA,NA
3,18,Buckshot L.,18-3369-49845,3.8,NA,NA,NA,NA,NA,NA,NA,29.8,7.23,64.299,24.199,9.279,1.409,1.55,0.625,1.74,3.1,2.16,60,5.7,5.2,22,72,228,14.1,NA,NA
3,18,Burridge L.,18-3767-49466,4.5,NA,NA,NA,NA,NA,NA,NA,23.699,8.07,236,103,35.299,6.98,2.64,1.159,3.93,7.57,2.569,30,25.5,5.82,14.8,5,400,10.15,NA,NA
3,18,Charleston L.,18-4196-49317,3.5,NA,NA,NA,NA,NA,NA,NA,14.4,7.969,221,94.299,25.6,9.05,4.87,1.129,7.71,6.15,1.82,10,21.699,4.5,40,74,294,5.699,NA,NA
3,18,Christie L.,18-3862-49620,5,NA,NA,NA,NA,NA,NA,NA,15.3,7.809,147,59.7,18.5,4.419,3.569,0.836,4.75,3.759,1.96,30,14.699,4.629,12.1,5.7,300,7.415,NA,NA
3,18,Crystal L.,18-3065-49990,5.5,NA,NA,NA,NA,NA,NA,NA,23.8,6.679,19.8,4.929,2.009,0.531,0.644,0.229,0.276,2.419,1.08,37,1.439,4.639,30,100,229.9,6.504,NA,NA
3,18,Dalhousie L.,18-3762-49801,3.9,NA,NA,NA,NA,NA,NA,NA,29.1,7.769,135,56.899,18.6,3.35,2.54,0.768,3.609,3.06,1.51,38,13.699,4.919,14.3,15.9,290,9.285,NA,NA
3,18,Eagle L.,18-3651-49486,4.5,NA,NA,NA,NA,NA,NA,NA,9.71,7.509,127,47.299,7.98,3.27,3.72,0.21,6.87,3.75,1.28,0,10.199,4,8,1,295,6.2,NA,NA
3,18,Govan L.,18-3587-49991,5.3,NA,NA,NA,NA,NA,NA,NA,17.6,7.379,125,58.5,20.8,2.919,0.7,0.695,0.31,3.25,1.919,20,13.699,5.2,38,12,386,15.6,NA,NA
3,18,Kashwakamak L.,18-3389-49691,3,NA,NA,NA,NA,NA,NA,NA,19.699,7.45,108,41.7,14.699,2.589,3.73,0.78,4.719,3.85,1.84,10,9.06,4.299,8,8,253,4.799,NA,NA
3,18,Leggat L.,18-3640-49528,3.7,NA,NA,NA,NA,NA,NA,NA,11.199,7.4,61.2,24.3,9.06,1.61,0.96,0.45,0.9,2.95,0.56,30,5.66,3.299,36,6,285,14.6,NA,NA
3,18,Mazinaw L.,18-3267-49749,4,NA,NA,NA,NA,NA,NA,NA,21,6.99,73.7,20.5,8,1.57,3.58,0.67,5.169,4.099,2.2,70,4.5,4.299,10,122,228,5.4,NA,NA
3,18,Mississippi L.,18-4082-49908,2.5,NA,NA,NA,NA,NA,NA,NA,35,7.929,198,85.299,27,5.679,3.609,0.981,5.23,3.79,1.169,39,20.699,5.87,10.199,15.199,330,9.019,NA,NA
3,18,Moira L.,18-3050-49285,3.4,NA,NA,NA,NA,NA,NA,NA,29.6,8.099,282,121,44.5,5,6.19,1.08,9.58,5.45,1.71,36,29.6,5.089,17.8,86,290,8.859,NA,NA
3,18,Palmerston L.,18-3549-49862,6.1,NA,NA,NA,NA,NA,NA,NA,10.3,7.929,168,73.9,25.5,3.87,1.409,0.996,1.78,5.03,1.77,30,18.3,3.319,10,27.899,220,7.33,NA,NA
3,18,Sharbot L.,18-3668-49582,5,NA,NA,NA,NA,NA,NA,NA,20.199,7.95,212,81.799,26.699,5.62,7.049,1.1,9.99,5.269,1.87,30,20.3,5.11,13.1,34.6,300,8.625,NA,NA
3,18,Shawenegog L.,18-3380-49750,3.3,NA,NA,NA,NA,NA,NA,NA,45.7,7.74,115,51.5,18.699,2.049,0.775,0.706,0.746,2.87,2.109,48,12.4,6.629,11.8,5,330,8.25,NA,NA
3,18,Sheffield Long L.,18-3404-49395,2.2,NA,NA,NA,NA,NA,NA,NA,44,7.61,110,41.7,13.4,3.41,3.47,0.639,4.559,2.149,1.659,112,10.6,6.15,13.199,16.3,340,8.894,NA,NA
3,18,Skootamatta L.,18-3220-49677,2.1,NA,NA,NA,NA,NA,NA,NA,41.7,7.179,36.7,11.199,4.45,0.849,0.85,0.643,0.59,3.189,1.51,104,2.81,6.2,22.1,46.799,300,9.32,NA,NA
3,18,St. Andrew L.s,18-3677-49397,4.9,NA,NA,NA,NA,NA,NA,NA,30.3,7.58,100,38.1,12.1,3.47,2.37,0.91,2.71,3.299,1.899,128,9.529,5.929,17.699,93.7,370,10.8,NA,NA
3,18,Weslemkoon L.,18-3085-49890,3.5,NA,NA,NA,NA,NA,NA,NA,29.399,6.849,30.5,8.919,3.98,0.8,0.805,0.465,0.37,2.549,1.8,70,2.54,5.2,40,104,236,9.699,NA,NA
3,18,White L.,18-3808-50183,4,NA,NA,NA,NA,NA,NA,NA,16.3,8.029,228,112,34.899,8.64,2.379,0.975,3.02,3.5,2.299,10,25.699,5.099,36,4,378,10.199,NA,NA
1,1,Pine,16-6284-60018,1.9,NA,NA,12.7,4.7,54.14733,-85.04051,2012,34.2,7.8,137,66.3,28.3,2.8,1.5,0.2,1.2,0.2,0.8,100,14.1,8.6,14,2,343,12.8,2012-07-23,2.282949945009848
1,1,Shamattawa,16-5856-60025,1.2,NA,NA,7.2,1.6,54.18624,-85.68382,2012,105,7.4,115,50.9,17.2,2.2,2.4,0.1,2.5,0.1,1.5,510,11.9,15.2,18,8,412,11.5,2012-08-24,2.4566517805214465
1,1,Spruce,16-6292-60223,2,NA,NA,16,4.5,54.33456,-85.01359,2012,31,7.9,133,68,25.3,2.5,1.5,0.2,1.4,0.3,0.6,90,14,7.8,16,2,322,9.5,2012-07-19,2.5532568199710917
1,3,McFaulds,16-5630-58465,0.8,NA,NA,3.2,1.6,52.76829,-86.05713,2012,48.2,7.4,50,23.9,7.7,1.3,0.5,0.2,0.3,0.2,0.1,120,5.1,12.6,6,4,481,22,2012-07-31,1.995128512268443
1,3,Wild Berry,16-5494-59810,0.6,NA,NA,2.8,1.5,53.9739,-86.25172,2012,74.4,7.5,68.6,1,9.5,1.2,1.8,0.1,2.2,0.1,0.5,470,6.1,14,2,2,382,20,2012-08-26,1.9814186998075334
1,7,Bittern,17-3334-53694,4,NA,NA,18.9,5.1,48.45849,-83.25316,2012,17.6,8.2,208,88,36.9,6,0.9,1.2,0.5,1.9,3,45,23.7,6.6,24,26,390,19.4,2012-04-30,2.008609635345384
1,7,Cameron,16-6991-54320,2.4,NA,NA,6.4,2.2,49.0175,-84.27477,2011,23.2,7.8,150,72.5,22.4,5.7,0.6,0.5,0.3,2.2,1.9,94,15.8,7.9,40,8,414,10.7,2011-05-27,2.532460877357321
1,7,Como,17-3120-53099,5.5,NA,NA,26,9.4,47.91648,-83.5157,2011,16.2,7.4,68.8,28,9.6,2,0.7,0.5,0.3,3.1,1.1,105,7,7.1,18,14,271,6.1,2011-05-19,3.07061463393332
1,7,Dayohessarah,16-6447-54048,5.3,NA,NA,26.6,10.1,48.78119,-85.02995,2012,9.4,8.1,128,53,17.7,3.9,0.6,0.5,0.2,2.3,0.3,NA,15.7,5.4,4,18,242,9.7,2012-04-30,2.405096927838804
1,7,Dog,16-7139-53538,4,NA,NA,75.9,12,48.30313,-84.11602,2011,18.2,7.5,90.2,38.2,11.8,2.9,0.8,0.5,0.3,3.9,1.6,NA,9.3,6.4,46,20,334,10.1,2011-05-25,2.502355786068514
1,7,Ellen,16-6192-53335,2.2,NA,NA,57.6,14.9,48.14412,-85.38996,2012,60.8,7,29.2,8.3,3.9,0.7,0.5,0.2,0.3,2.5,1.6,84,2.7,9.4,6,114,310,5.7,2012-04-30,3.2635714006365237
1,7,Gull,16-7102-54270,2.6,NA,NA,5.9,2.2,48.96202,-84.12881,2011,22,7.9,148,74.4,22.8,5.8,0.5,0.3,0.3,1.5,2.5,111,15.4,11.2,44,22,533,7,2011-05-27,3.2032680638352726
1,7,Haken,16-6683-54413,3.1,NA,NA,12.2,3.5,49.10397,-84.69439,2011,28,8.1,243,121,36.4,8.4,2.4,0.5,3.6,1.6,2.3,111,25.3,7.9,38,8,392,8.3,2011-05-27,2.8058584471258783
1,7,Hiawatha,16-6439-54864,3.5,NA,NA,11,3.9,49.51536,-85.0119,2011,49.4,7.8,147,73.9,25,4.7,0.4,0.4,0.3,1,1.5,72,17.3,9.5,32,6,325,8.1,2011-05-25,2.7489372840468973
1,7,Jackfish,16-6052-53171,2.7,NA,NA,25,5.6,47.99953,-85.58941,2012,52.8,6.1,14,2.5,1.4,0.3,0.5,0.1,0.2,2,2,98,1,7.9,10,82,262,5.3,2012-04-30,3.302140397169937
1,7,Kagiano,16-5412-54570,3,NA,NA,43.1,7.5,49.28717,-86.43241,2011,35.6,7.6,128,62.8,20.1,4.3,0.6,0.8,0.3,2.2,2,97,15.1,10.2,40,46,372,10,2011-05-25,2.5595986873598906
1,7,Kwinkwaga,16-6225-54072,4.3,NA,NA,36.6,6.6,48.80786,-85.33219,2011,30,7.8,162,81.5,27.1,5.6,0.7,0.5,0.4,1.9,2.3,57,19.8,7.6,44,10,332,11,2011-05-25,2.411952025129027
1,7,Lena,16-6727-53244,5.9,NA,NA,38.1,11,48.05118,-84.683,2012,8,7.8,88.8,28,12.4,2.3,0.4,0.3,0.2,7.6,0.9,NA,7.9,3.7,2,64,178,4.3,2012-04-30,3.4977924588857583
